"Status","Year","Age","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","FCDO Services","Unknown","Unknown","30","30","23480","21600"
"In post","2021","20-29","Food Standards Agency","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","EO","EO","25","20","25880","26750"
"In post","2021","20-29","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","SEO/HEO","HEO","55","55","31880","32350"
"In post","2021","20-29","Food Standards Agency","SEO/HEO","SEO","25","25","39100","37910"
"In post","2021","20-29","Food Standards Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Scotland","EO","EO","10","10","[c]","[c]"
"In post","2021","20-29","Food Standards Scotland","SEO/HEO","HEO","15","15","31600","30650"
"In post","2021","20-29","Food Standards Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AO","160","160","25710","24750"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","EO","EO","205","205","28910","29300"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G7","140","140","50910","52990"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","HEO","715","710","35380","35700"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","SEO","125","125","39840","40600"
"In post","2021","20-29","Forestry and Land Scotland","AA/AO","AA","15","15","19430","19160"
"In post","2021","20-29","Forestry and Land Scotland","AA/AO","AO","50","50","24140","22920"
"In post","2021","20-29","Forestry and Land Scotland","EO","EO","25","25","29260","29140"
"In post","2021","20-29","Forestry and Land Scotland","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","20-29","Forestry and Land Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Actuary's Department","AA/AO","AO","10","10","22860","21980"
"In post","2021","20-29","Government Actuary's Department","EO","EO","10","10","28500","28230"
"In post","2021","20-29","Government Actuary's Department","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","Government Actuary's Department","SEO/HEO","HEO","20","20","35560","36330"
"In post","2021","20-29","Government Actuary's Department","SEO/HEO","SEO","10","10","47580","48620"
"In post","2021","20-29","Government Internal Audit Agency","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","SEO/HEO","HEO","10","10","32900","33420"
"In post","2021","20-29","Government Internal Audit Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Legal Department","AA/AO","AO","15","15","23600","23670"
"In post","2021","20-29","Government Legal Department","EO","EO","155","155","28740","27350"
"In post","2021","20-29","Government Legal Department","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Legal Department","G6/G7","G7","70","70","50960","51250"
"In post","2021","20-29","Government Legal Department","SEO/HEO","HEO","85","85","40140","43920"
"In post","2021","20-29","Government Legal Department","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","EO","EO","10","10","[c]","[c]"
"In post","2021","20-29","Government Property Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","Government Property Agency","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Government Property Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","AA/AO","AO","50","50","21290","20480"
"In post","2021","20-29","Health and Safety Executive","EO","EO","95","95","26530","26370"
"In post","2021","20-29","Health and Safety Executive","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","SEO/HEO","HEO","70","70","32100","31710"
"In post","2021","20-29","Health and Safety Executive","SEO/HEO","SEO","25","25","42060","41480"
"In post","2021","20-29","HM Courts and Tribunals Service","AA/AO","AA","245","240","17390","16840"
"In post","2021","20-29","HM Courts and Tribunals Service","AA/AO","AO","1305","1280","20280","19930"
"In post","2021","20-29","HM Courts and Tribunals Service","EO","EO","330","325","23590","22570"
"In post","2021","20-29","HM Courts and Tribunals Service","G6/G7","G7","15","15","53040","52850"
"In post","2021","20-29","HM Courts and Tribunals Service","SEO/HEO","HEO","225","225","28370","28830"
"In post","2021","20-29","HM Courts and Tribunals Service","SEO/HEO","SEO","55","55","37200","36800"
"In post","2021","20-29","HM Land Registry","AA/AO","AA","15","15","21420","21040"
"In post","2021","20-29","HM Land Registry","AA/AO","AO","675","660","22460","22350"
"In post","2021","20-29","HM Land Registry","EO","EO","320","320","27680","27130"
"In post","2021","20-29","HM Land Registry","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","20-29","HM Land Registry","SEO/HEO","HEO","70","70","36140","33840"
"In post","2021","20-29","HM Land Registry","SEO/HEO","SEO","20","20","41050","38550"
"In post","2021","20-29","HM Prison and Probation Service","AA/AO","AA","1120","1105","20950","20600"
"In post","2021","20-29","HM Prison and Probation Service","AA/AO","AO","6070","6010","26410","25790"
"In post","2021","20-29","HM Prison and Probation Service","EO","EO","730","725","29080","28400"
"In post","2021","20-29","HM Prison and Probation Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Prison and Probation Service","G6/G7","G7","20","20","58530","58060"
"In post","2021","20-29","HM Prison and Probation Service","SEO/HEO","HEO","345","345","31410","30450"
"In post","2021","20-29","HM Prison and Probation Service","SEO/HEO","SEO","60","60","45310","44900"
"In post","2021","20-29","HM Prison and Probation Service","Unknown","Unknown","2120","2075","25290","22920"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","AA/AO","AA","15","15","20070","20070"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","AA/AO","AO","3985","3815","20250","20140"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","EO","EO","2920","2890","25730","25560"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","G6/G7","G6","35","35","65080","64670"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","G6/G7","G7","465","465","53860","52580"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","1955","1940","32220","31810"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","470","470","37910","38630"
"In post","2021","20-29","HM Treasury (excl. agencies)","AA/AO","AO","30","30","21740","22500"
"In post","2021","20-29","HM Treasury (excl. agencies)","EO","EO","100","100","26230","26750"
"In post","2021","20-29","HM Treasury (excl. agencies)","G6/G7","G6","15","15","63550","63000"
"In post","2021","20-29","HM Treasury (excl. agencies)","G6/G7","G7","290","290","53590","52530"
"In post","2021","20-29","HM Treasury (excl. agencies)","SEO/HEO","HEO","545","545","33170","32320"
"In post","2021","20-29","Home Office (incl. agencies)","AA/AO","AA","115","110","19910","17990"
"In post","2021","20-29","Home Office (incl. agencies)","AA/AO","AO","1645","1550","21910","21430"
"In post","2021","20-29","Home Office (incl. agencies)","EO","EO","2140","2110","26230","24890"
"In post","2021","20-29","Home Office (incl. agencies)","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","G6/G7","G7","210","210","58000","57460"
"In post","2021","20-29","Home Office (incl. agencies)","SEO/HEO","HEO","775","775","34020","35050"
"In post","2021","20-29","Home Office (incl. agencies)","SEO/HEO","SEO","365","365","41980","41970"
"In post","2021","20-29","Home Office (incl. agencies)","Unknown","Unknown","25","25","32800","28670"
"In post","2021","20-29","Insolvency Service","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","20-29","Insolvency Service","AA/AO","AO","145","140","21170","20880"
"In post","2021","20-29","Insolvency Service","EO","EO","30","30","25650","25400"
"In post","2021","20-29","Insolvency Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","SEO/HEO","HEO","30","30","30460","31000"
"In post","2021","20-29","Insolvency Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","AA/AO","AO","65","65","19370","19040"
"In post","2021","20-29","Legal Aid Agency","EO","EO","35","35","22670","22570"
"In post","2021","20-29","Legal Aid Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","AA/AO","AO","90","85","24660","26590"
"In post","2021","20-29","Maritime and Coastguard Agency","EO","EO","45","45","28940","29350"
"In post","2021","20-29","Maritime and Coastguard Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","SEO/HEO","HEO","45","45","32760","31040"
"In post","2021","20-29","Maritime and Coastguard Agency","SEO/HEO","SEO","10","10","41650","41590"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","15","15","23500","23550"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","EO","EO","90","90","27420","27400"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","15","15","53130","53360"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","50","50","32850","32960"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","45","45","40150","40450"
"In post","2021","20-29","Met Office","AA/AO","AA","10","10","18940","18910"
"In post","2021","20-29","Met Office","AA/AO","AO","55","55","24890","24660"
"In post","2021","20-29","Met Office","EO","EO","65","65","25710","25270"
"In post","2021","20-29","Met Office","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","Met Office","SEO/HEO","HEO","125","125","34170","33860"
"In post","2021","20-29","Met Office","SEO/HEO","SEO","30","30","41360","41420"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","AA/AO","AA","425","420","19470","19560"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","AA/AO","AO","1150","1135","24090","22390"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","EO","EO","865","855","27510","26670"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","G6/G7","G7","60","60","58960","59640"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","815","815","35080","33300"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","380","380","43370","43060"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Unknown","Unknown","55","55","27980","26670"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","AO","20","20","25240","26870"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","EO","120","115","27620","27850"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G6","15","15","63110","63470"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G7","130","130","52870","53130"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","HEO","240","240","32690","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","SEO","120","120","39570","39600"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","AA/AO","AO","50","50","21840","22680"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","EO","EO","205","205","25320","26410"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","G6/G7","G7","105","105","54960","52850"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","325","325","30890","30850"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","255","255","38620","36800"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","AA/AO","AO","105","105","22340","20800"
"In post","2021","20-29","National Crime Agency","EO","EO","705","705","31580","32260"
"In post","2021","20-29","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","National Crime Agency","SEO/HEO","HEO","95","95","39460","40170"
"In post","2021","20-29","National Crime Agency","SEO/HEO","SEO","25","25","47130","48900"
"In post","2021","20-29","National Infrastructure Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","20-29","National Records of Scotland","AA/AO","AA","10","10","21240","21690"
"In post","2021","20-29","National Records of Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Records of Scotland","EO","EO","15","15","27030","26160"
