"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Policy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Transport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Food Standards Agency","Counter Fraud","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Food Standards Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs","Legal","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs","Legal","Outside London","45","[c]","25560","25560"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs","Operational Delivery","Outside London","15","[c]","23970","25560"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs","Tax","London","10","[c]","32560","29570"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs","Tax","Outside London","35","[c]","30100","31810"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs","Unknown","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Treasury","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Treasury","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","HM Revenue and Customs","Operational Delivery","London","15","[c]","24120","24120"
"New entrant CS","2021","Debt","HM Revenue and Customs","Operational Delivery","Outside London","110","[c]","20140","20140"
"New entrant CS","2021","Debt","HM Revenue and Customs","Tax","London","25","[c]","24120","24120"
"New entrant CS","2021","Debt","HM Revenue and Customs","Tax","Outside London","790","[c]","20320","20140"
"New entrant CS","2021","Debt","HM Revenue and Customs","Unknown","Outside London","25","[c]","20140","20140"
"New entrant CS","2021","Debt","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","London","10","[c]","46650","47960"
"New entrant CS","2021","Digital, Data & Technology","Attorney General's Departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Cabinet Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Cabinet Office","Unknown","London","150","[c]","44510","40600"
"New entrant CS","2021","Digital, Data & Technology","Cabinet Office","Unknown","Outside London","15","[c]","39330","37300"
"New entrant CS","2021","Digital, Data & Technology","Cabinet Office","Unknown","Unknown","15","[c]","44390","37300"
"New entrant CS","2021","Digital, Data & Technology","Chancellor's other departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Charity Commission","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Charity Commission","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","10","[c]","40520","43500"
"New entrant CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","100","[c]","35880","32060"
"New entrant CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","25","[c]","31200","31490"
"New entrant CS","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Education","Digital, Data and Technology","London","20","[c]","45260","40430"
"New entrant CS","2021","Digital, Data & Technology","Department for Education","Digital, Data and Technology","Outside London","70","[c]","38770","36500"
"New entrant CS","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","20","[c]","44350","39210"
"New entrant CS","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","125","[c]","38930","35900"
"New entrant CS","2021","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","London","45","[c]","45040","43000"
"New entrant CS","2021","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for International Trade","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","Outside London","120","[c]","37360","31350"
"New entrant CS","2021","Digital, Data & Technology","Department for Transport","Knowledge and Information Management","Outside London","10","[c]","42280","43120"
"New entrant CS","2021","Digital, Data & Technology","Department for Transport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Transport","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","London","50","[c]","40710","32790"
"New entrant CS","2021","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","Outside London","95","[c]","31090","27130"
"New entrant CS","2021","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","London","15","[c]","43370","38960"
"New entrant CS","2021","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","Outside London","210","[c]","36590","31810"
"New entrant CS","2021","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","Outside London","15","[c]","31530","31810"
"New entrant CS","2021","Digital, Data & Technology","HM Revenue and Customs","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Revenue and Customs","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Revenue and Customs","Tax","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Revenue and Customs","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Revenue and Customs","Unknown","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Treasury","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Treasury","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Outside London","75","[c]","29460","26740"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Defence","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Defence","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Defence","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Outside London","15","[c]","38680","40720"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","London","120","[c]","53670","55000"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","Outside London","75","[c]","45480","46000"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Justice","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Justice","Operational Delivery","London","10","[c]","42990","40480"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Justice","Operational Delivery","Outside London","10","[c]","[c]","[c]"
