"Status","Year","Ethnicity","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Commercial","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","HM Revenue and Customs (excl. agencies)","15","15","[c]","[c]"
"In post","2021","Chinese","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","HM Revenue and Customs (excl. agencies)","25","20","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt","HM Revenue and Customs (excl. agencies)","10","10","[c]","[c]"
"In post","2021","Chinese","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Cabinet Office (excl. agencies)","10","10","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","5","5","[c]","[c]"
