"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","No function","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Operational Delivery","SEO","40","[c]","38690","36910"
"New entrant CS","2021","Declared disabled","No function","Operational Delivery","Unknown","125","[c]","23450","22920"
"New entrant CS","2021","Declared disabled","No function","Operational Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Other","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Other","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Other","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Planning","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Planning","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Planning","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Planning","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Policy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Policy","EO","40","[c]","26620","26510"
"New entrant CS","2021","Declared disabled","No function","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Policy","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Policy","HEO","100","[c]","31720","32560"
"New entrant CS","2021","Declared disabled","No function","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Policy","SEO","35","[c]","38500","38750"
"New entrant CS","2021","Declared disabled","No function","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Psychology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Psychology","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Psychology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Psychology","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Psychology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Science and Engineering","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Science and Engineering","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Science and Engineering","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Science and Engineering","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Science and Engineering","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Science and Engineering","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Social Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Social Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Tax","AO","35","[c]","20140","20140"
"New entrant CS","2021","Declared disabled","No function","Tax","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Tax","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Tax","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Unknown","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Unknown","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Unknown","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Veterinarian","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Other","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Project Delivery","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Project Delivery","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Project Delivery","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Project Delivery","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Science and Engineering","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Operational Delivery","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Other","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Planning","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Property","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Security","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Security","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Economics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Economics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Economics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Medicine","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Medicine","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Medicine","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Medicine","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Medicine","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Delivery","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Research","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Other","AA","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Other","AO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Other","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Other","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
