"Status","Year","Organisation","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Gloucestershire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Gloucestershire","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Gloucestershire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Gloucestershire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Gloucestershire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Gloucestershire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Greater Manchester South East","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Greater Manchester South East","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Greater Manchester South East","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Greater Manchester South East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Greater Manchester South East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Harrow and Hillingdon","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Harrow and Hillingdon","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Harrow and Hillingdon","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Harrow and Hillingdon","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Harrow and Hillingdon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Herefordshire, County of","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Herefordshire, County of","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Herefordshire, County of","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Herefordshire, County of","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Herefordshire, County of","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Hertfordshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Hertfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Hertfordshire","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Hertfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Hertfordshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Hertfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Hounslow and Richmond upon Thames","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Hounslow and Richmond upon Thames","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Hounslow and Richmond upon Thames","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Hounslow and Richmond upon Thames","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Isle of Anglesey","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Isle of Anglesey","EO","EO","35","[c]","31180","30690"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Kingston upon Hull, City of","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Kingston upon Hull, City of","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lancaster and Wyre","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lancaster and Wyre","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lancaster and Wyre","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lancaster and Wyre","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Leeds","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Leicestershire CC and Rutland","AA/AO","AA","10","[c]","18720","18760"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Leicestershire CC and Rutland","AA/AO","AO","10","[c]","20400","20370"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Leicestershire CC and Rutland","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Leicestershire CC and Rutland","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Leicestershire CC and Rutland","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Leicestershire CC and Rutland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lewisham and Southwark","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lewisham and Southwark","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lincolnshire","AA/AO","AA","10","[c]","18740","18800"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lincolnshire","AA/AO","AO","20","[c]","21200","21130"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lincolnshire","EO","EO","60","[c]","30150","29930"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lincolnshire","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lincolnshire","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lisburn and Castlereagh","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lisburn and Castlereagh","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lisburn and Castlereagh","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lisburn and Castlereagh","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lisburn and Castlereagh","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Lisburn and Castlereagh","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Liverpool","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Liverpool","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Liverpool","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Liverpool","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Manchester","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Manchester","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Manchester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Manchester","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medway","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medway","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medway","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medway","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Medway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Mid Kent","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Mid Lancashire","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Mid Lancashire","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Mid Lancashire","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Mid Lancashire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Monmouthshire and Newport","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Newry, Mourne and Down","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Newry, Mourne and Down","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North and West Norfolk","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North and West Norfolk","AA/AO","AO","10","[c]","24640","21580"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North and West Norfolk","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North and West Norfolk","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Hampshire","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Hampshire","AA/AO","AO","10","[c]","23080","21370"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Hampshire","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Hampshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Hampshire","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Hampshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Nottinghamshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Yorkshire CC","AA/AO","AA","20","[c]","18780","18800"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Yorkshire CC","AA/AO","AO","25","[c]","24520","21370"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Yorkshire CC","EO","EO","10","[c]","28170","28360"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Yorkshire CC","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Yorkshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Yorkshire CC","SEO/HEO","HEO","15","[c]","36850","34260"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Yorkshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","North Yorkshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Northumberland","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Northumberland","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Northumberland","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Northumberland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Nottingham","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Overseas","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","HEO","65","[c]","36000","36960"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Oxfordshire","AA/AO","AA","20","[c]","19390","19560"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Oxfordshire","AA/AO","AO","15","[c]","22210","20920"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Oxfordshire","EO","EO","20","[c]","17960","13000"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Oxfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Oxfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Oxfordshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Oxfordshire","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Oxfordshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Perth and Kinross and Stirling","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Perth and Kinross and Stirling","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Perth and Kinross and Stirling","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Perth and Kinross and Stirling","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Perth and Kinross and Stirling","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Peterborough","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Peterborough","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Plymouth","AA/AO","AA","15","[c]","19270","19050"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Plymouth","AA/AO","AO","20","[c]","24630","21580"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Plymouth","EO","EO","15","[c]","28990","26670"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Plymouth","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Plymouth","SEO/HEO","HEO","15","[c]","33990","33340"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Plymouth","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Plymouth","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Portsmouth","AA/AO","AA","15","[c]","19290","19560"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Portsmouth","AA/AO","AO","30","[c]","26330","21580"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Portsmouth","EO","EO","20","[c]","28170","26930"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Portsmouth","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Portsmouth","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Portsmouth","SEO/HEO","HEO","20","[c]","33780","33300"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Portsmouth","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Powys","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Powys","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Powys","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Powys","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Sefton","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Sheffield","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Sheffield","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Shropshire CC","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Shropshire CC","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Shropshire CC","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Shropshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Shropshire CC","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Shropshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Shropshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Somerset","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence (excl. agencies)","Somerset","AA/AO","AO","10","[c]","[c]","[c]"
