"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","Outside London","HEO","25","[c]","34740","33000"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Savings and Investments","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Qualifications and Examinations Regulation","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Rail and Road","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Planning Inspectorate","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Planning Inspectorate","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Planning Inspectorate","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","London","HEO","10","[c]","32630","32330"
"New entrant CS","2021","Finance","Public Health England","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Registers of Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Courts and Tribunals Service","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Forestry","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Prison Service","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Prison Service","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Prison Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Serious Fraud Office","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Serious Fraud Office","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Submarine Delivery Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Hydrographic Office","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Intellectual Property Office","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Space Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Space Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Vehicle Certification Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Revenue Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Revenue Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wilton Park","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","Outside London","AO","40","[c]","21050","21050"
"New entrant CS","2021","Grants Management","Rural Payments Agency","Outside London","EO","10","[c]","22680","22430"
"New entrant CS","2021","Grants Management","Rural Payments Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Rural Payments Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","London","EO","20","[c]","27150","27500"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","London","HEO","20","[c]","32080","34550"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Outside London","AO","15","[c]","20800","20800"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Outside London","EO","10","[c]","23850","23850"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Office and Procurator Fiscal Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Office and Procurator Fiscal Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","Outside London","SEO","10","[c]","36730","37000"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","Outside London","EO","10","[c]","22760","22780"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","Outside London","EO","15","[c]","25000","25000"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","London","EO","30","[c]","27280","27270"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Education and Skills Funding Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","Outside London","AA","20","[c]","19160","19160"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Forestry and Land Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Internal Audit Agency","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Property Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","Outside London","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Prison and Probation Service","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Prison and Probation Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","HEO","20","[c]","31190","31810"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Insolvency Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Institute for Apprenticeships and Technical Education","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Maritime and Coastguard Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Maritime and Coastguard Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Maritime and Coastguard Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Maritime and Coastguard Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Outside London","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Outside London","AO","65","[c]","20900","20920"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","London","EO","5","[c]","[c]","[c]"
