"Status","Year","Function_of_post","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","320","310","42490","39290"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","55","50","44460","41660"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","1015","970","39960","39650"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","London","Heterosexual / straight","55","55","45920","45540"
"In post","2021","Digital, Data & Technology","Department for Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","London","Unknown","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","Outside London","Heterosexual / straight","345","335","38540","36500"
"In post","2021","Digital, Data & Technology","Department for Education","Outside London","LGBO","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","Outside London","Undeclared","50","50","38540","36780"
"In post","2021","Digital, Data & Technology","Department for Education","Outside London","Unknown","135","130","39700","36960"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","65","65","48850","45690"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","Unknown","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","435","420","43270","47550"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","60","55","41160","39580"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Outside London","Unknown","100","95","39360","36970"
"In post","2021","Digital, Data & Technology","Department for International Trade","London","Heterosexual / straight","60","60","45280","42960"
"In post","2021","Digital, Data & Technology","Department for International Trade","London","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","London","Undeclared","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","London","Unknown","40","40","47330","44030"
"In post","2021","Digital, Data & Technology","Department for International Trade","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","London","Heterosexual / straight","50","50","44630","42890"
"In post","2021","Digital, Data & Technology","Department for Transport","London","LGBO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","London","Unknown","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Outside London","Heterosexual / straight","710","695","39950","37340"
"In post","2021","Digital, Data & Technology","Department for Transport","Outside London","LGBO","30","30","35530","31810"
"In post","2021","Digital, Data & Technology","Department for Transport","Outside London","Undeclared","195","190","39290","39470"
"In post","2021","Digital, Data & Technology","Department for Transport","Outside London","Unknown","155","155","36140","31350"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Outside London","Heterosexual / straight","40","40","41350","35530"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","London","Heterosexual / straight","125","120","46560","42160"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","London","Unknown","115","115","46490","40940"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Outside London","Heterosexual / straight","50","50","39110","34150"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Outside London","Unknown","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","Unknown","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","215","210","41390","39190"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Outside London","Unknown","95","90","40640","39190"
"In post","2021","Digital, Data & Technology","HM Land Registry","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","London","Unknown","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outside London","Heterosexual / straight","360","340","39060","38450"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outside London","Undeclared","65","60","38510","38450"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outside London","Unknown","205","200","35210","31740"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","London","Heterosexual / straight","150","145","45400","39800"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","London","LGBO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","London","Undeclared","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","London","Unknown","100","95","49390","41760"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Outside London","Heterosexual / straight","1375","1315","39190","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Outside London","LGBO","70","70","36930","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Outside London","Undeclared","165","160","38420","34620"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Outside London","Unknown","810","785","37350","31810"
"In post","2021","Digital, Data & Technology","HM Treasury","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","London","Unknown","35","35","52300","51680"
"In post","2021","Digital, Data & Technology","HM Treasury","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","Outside London","Undeclared","[c]","[c]","[c]","[c]"
