"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Home Office (incl. agencies)","EO","EO","Female","375","[c]","27040","27370"
"New entrant CS","2021","Home Office (incl. agencies)","EO","EO","Male","490","[c]","26320","24880"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","G6","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","G7","Female","65","[c]","57740","57430"
"New entrant CS","2021","Home Office (incl. agencies)","G6/G7","G7","Male","120","[c]","57330","57430"
"New entrant CS","2021","Home Office (incl. agencies)","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","HEO","Female","115","[c]","34400","35050"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","HEO","Male","145","[c]","34240","35050"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","SEO","Female","100","[c]","41890","41950"
"New entrant CS","2021","Home Office (incl. agencies)","SEO/HEO","SEO","Male","95","[c]","42130","41950"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","AA/AO","AO","Female","85","[c]","21270","20880"
"New entrant CS","2021","Insolvency Service","AA/AO","AO","Male","55","[c]","20960","20880"
"New entrant CS","2021","Insolvency Service","EO","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","EO","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","G6/G7","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","AA/AO","AO","Female","35","[c]","19280","18880"
"New entrant CS","2021","Legal Aid Agency","AA/AO","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","AA/AO","AO","Female","35","[c]","22840","21590"
"New entrant CS","2021","Maritime and Coastguard Agency","AA/AO","AO","Male","35","[c]","24950","26590"
"New entrant CS","2021","Maritime and Coastguard Agency","EO","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","EO","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","G6/G7","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","SEO/HEO","HEO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","EO","EO","Female","35","[c]","27080","27140"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","EO","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","AA/AO","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","AA/AO","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","EO","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","EO","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","G6/G7","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","SEO/HEO","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","AA/AO","AA","Female","180","[c]","19410","19560"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","AA/AO","AA","Male","300","[c]","19310","19560"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","AA/AO","AO","Female","495","[c]","21620","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","AA/AO","AO","Male","480","[c]","25640","23540"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","EO","EO","Female","295","[c]","27020","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","EO","EO","Male","350","[c]","27220","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","G6/G7","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","G6/G7","G6","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","G6/G7","G7","Female","65","[c]","64760","66160"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","G6/G7","G7","Male","50","[c]","63010","55540"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","Female","225","[c]","34320","33000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","Male","260","[c]","34180","33000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","Female","90","[c]","41380","40000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","Male","140","[c]","41320","40000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","EO","Female","40","[c]","27120","27850"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G7","Female","30","[c]","53270","53130"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","G7","Male","40","[c]","51680","53130"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","HEO","Female","50","[c]","31670","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","HEO","Male","45","[c]","31960","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","SEO","Female","30","[c]","39460","39600"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","AA/AO","AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","AA/AO","AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","EO","EO","Female","85","[c]","24750","26410"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","EO","EO","Male","50","[c]","24640","26410"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","G6/G7","G7","Female","75","[c]","56370","55490"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","G6/G7","G7","Male","90","[c]","61250","60000"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","Female","95","[c]","30750","30850"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","Male","80","[c]","30470","30850"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","Female","115","[c]","38050","36800"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","Male","90","[c]","39410","39530"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","AA/AO","AO","Female","60","[c]","21780","20800"
"New entrant CS","2021","National Crime Agency","AA/AO","AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","EO","EO","Female","370","[c]","30610","32260"
"New entrant CS","2021","National Crime Agency","EO","EO","Male","300","[c]","31390","32520"
"New entrant CS","2021","National Crime Agency","G6/G7","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","G6/G7","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","G6/G7","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
