"Status","Year","Function_of_post","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","Other","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","London","Heterosexual / straight","30","[c]","34090","28000"
"New entrant CS","2021","Human Resources","Unknown","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Outside London","Unknown","35","[c]","23160","19160"
"New entrant CS","2021","Human Resources","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","London","Heterosexual / straight","270","[c]","47240","50500"
"New entrant CS","2021","Legal","Legal","London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","London","Unknown","80","[c]","43980","43920"
"New entrant CS","2021","Legal","Legal","Outside London","Heterosexual / straight","325","[c]","41450","40000"
"New entrant CS","2021","Legal","Legal","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","Outside London","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","Outside London","Unknown","105","[c]","38050","34820"
"New entrant CS","2021","Legal","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","London","Heterosexual / straight","70","[c]","24570","21000"
"New entrant CS","2021","Legal","Operational Delivery","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","London","Unknown","45","[c]","23420","21000"
"New entrant CS","2021","Legal","Operational Delivery","Outside London","Heterosexual / straight","185","[c]","21470","20120"
"New entrant CS","2021","Legal","Operational Delivery","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","Outside London","Undeclared","80","[c]","21580","20850"
"New entrant CS","2021","Legal","Operational Delivery","Outside London","Unknown","60","[c]","22530","20120"
"New entrant CS","2021","Legal","Other","London","Heterosexual / straight","45","[c]","27140","26950"
"New entrant CS","2021","Legal","Other","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Tax","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Tax","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Corporate Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Corporate Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Corporate Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Corporate Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","London","Heterosexual / straight","60","[c]","33010","29750"
"New entrant CS","2021","No function","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Human Resources","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Inspector of Education and Training","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Inspector of Education and Training","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Inspector of Education and Training","Outside London","Heterosexual / straight","60","[c]","64800","70500"
"New entrant CS","2021","No function","Inspector of Education and Training","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Inspector of Education and Training","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","London","Heterosexual / straight","60","[c]","36280","31800"
"New entrant CS","2021","No function","International Trade","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","London","Unknown","45","[c]","29260","31800"
"New entrant CS","2021","No function","International Trade","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Legal","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","Outside London","Heterosexual / straight","40","[c]","68330","82100"
"New entrant CS","2021","No function","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","London","Heterosexual / straight","1555","[c]","31840","28500"
"New entrant CS","2021","No function","Operational Delivery","London","LGBO","150","[c]","30580","28370"
"New entrant CS","2021","No function","Operational Delivery","London","Undeclared","215","[c]","34130","31100"
"New entrant CS","2021","No function","Operational Delivery","London","Unknown","980","[c]","27270","25720"
"New entrant CS","2021","No function","Operational Delivery","Outside London","Heterosexual / straight","5835","[c]","24790","22850"
"New entrant CS","2021","No function","Operational Delivery","Outside London","LGBO","585","[c]","23530","22720"
"New entrant CS","2021","No function","Operational Delivery","Outside London","Undeclared","375","[c]","25840","22850"
"New entrant CS","2021","No function","Operational Delivery","Outside London","Unknown","3670","[c]","22750","21590"
"New entrant CS","2021","No function","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","London","Heterosexual / straight","110","[c]","34580","29970"
"New entrant CS","2021","No function","Other","London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","London","Unknown","35","[c]","41590","30270"
"New entrant CS","2021","No function","Other","Outside London","Heterosexual / straight","105","[c]","28290","23450"
"New entrant CS","2021","No function","Other","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","Outside London","Unknown","50","[c]","26920","23450"
"New entrant CS","2021","No function","Planning","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning Inspectors","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Policy","London","Heterosexual / straight","1165","[c]","37490","33570"
"New entrant CS","2021","No function","Policy","London","LGBO","190","[c]","36300","33570"
"New entrant CS","2021","No function","Policy","London","Undeclared","165","[c]","36970","33570"
"New entrant CS","2021","No function","Policy","London","Unknown","715","[c]","38670","32940"
"New entrant CS","2021","No function","Policy","Outside London","Heterosexual / straight","355","[c]","34570","30360"
"New entrant CS","2021","No function","Policy","Outside London","LGBO","60","[c]","31850","29360"
"New entrant CS","2021","No function","Policy","Outside London","Undeclared","30","[c]","32440","30190"
"New entrant CS","2021","No function","Policy","Outside London","Unknown","235","[c]","38140","33730"
"New entrant CS","2021","No function","Project Delivery","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","Outside London","Heterosexual / straight","60","[c]","26110","24620"
"New entrant CS","2021","No function","Psychology","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","Outside London","Unknown","40","[c]","27260","24620"
"New entrant CS","2021","No function","Science and Engineering","London","Heterosexual / straight","140","[c]","35790","32650"
"New entrant CS","2021","No function","Science and Engineering","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","Outside London","Heterosexual / straight","465","[c]","31290","28590"
"New entrant CS","2021","No function","Science and Engineering","Outside London","LGBO","55","[c]","26700","26370"
"New entrant CS","2021","No function","Science and Engineering","Outside London","Undeclared","60","[c]","29530","29270"
"New entrant CS","2021","No function","Science and Engineering","Outside London","Unknown","60","[c]","32150","24660"
"New entrant CS","2021","No function","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Statistics","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","London","Unknown","35","[c]","35030","36160"
"New entrant CS","2021","No function","Tax","Outside London","Heterosexual / straight","480","[c]","21960","20140"
"New entrant CS","2021","No function","Tax","Outside London","LGBO","55","[c]","22370","20140"
"New entrant CS","2021","No function","Tax","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","Outside London","Unknown","1075","[c]","20960","20140"
"New entrant CS","2021","No function","Unknown","London","Heterosexual / straight","200","[c]","36990","29450"
"New entrant CS","2021","No function","Unknown","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","London","Undeclared","35","[c]","36500","34550"
"New entrant CS","2021","No function","Unknown","London","Unknown","455","[c]","32270","28000"
"New entrant CS","2021","No function","Unknown","Outside London","Heterosexual / straight","75","[c]","23660","20140"
"New entrant CS","2021","No function","Unknown","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Outside London","Unknown","275","[c]","25190","28000"
"New entrant CS","2021","No function","Unknown","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Unknown","Unknown","100","[c]","31380","28000"
"New entrant CS","2021","No function","Veterinarian","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Veterinarian","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Veterinarian","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Veterinarian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Veterinarian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Veterinarian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Outside London","Heterosexual / straight","30","[c]","37310","38000"
"New entrant CS","2021","Project Delivery","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","Outside London","Heterosexual / straight","40","[c]","43330","50000"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Human Resources","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","London","Heterosexual / straight","45","[c]","38800","36800"
"New entrant CS","2021","Project Delivery","Operational Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","Heterosexual / straight","40","[c]","30470","28900"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
