"Status","Year","Age","Disability","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Charity Commission","Charity Commission","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Companies House","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Competition and Markets Authority","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Crown Prosecution Service","Attorney General's Departments","40","[c]","54120","55610"
"Leaver CS","2021","50-59","Declared non-disabled","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Defence Equipment and Support","Ministry of Defence","60","[c]","44260","40490"
"Leaver CS","2021","50-59","Declared non-disabled","Defence Science and Technology Laboratory","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Department for International Development","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Department for International Trade","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","675","[c]","27140","26890"
"Leaver CS","2021","50-59","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Education and Skills Funding Agency","Department for Education","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Food Standards Agency","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Forestry and Land Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Government Internal Audit Agency","HM Treasury","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Government Legal Department","Attorney General's Departments","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","175","[c]","26110","21170"
"Leaver CS","2021","50-59","Declared non-disabled","HM Land Registry","HM Land Registry","40","[c]","34360","33180"
"Leaver CS","2021","50-59","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","370","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1025","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Home Office (incl. agencies)","Home Office","225","[c]","34600","27300"
"Leaver CS","2021","50-59","Declared non-disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Legal Aid Agency","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","300","[c]","33610","30690"
"Leaver CS","2021","50-59","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","National Crime Agency","National Crime Agency","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","National Savings and Investments","Chancellor's other departments","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Office of the Public Guardian","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Public Health England","Department of Health and Social Care","70","[c]","49560","44730"
"Leaver CS","2021","50-59","Declared non-disabled","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","United Kingdom Statistics Authority","United Kingdom Statistics Authority","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","40","[c]","30660","26500"
"Leaver CS","2021","50-59","Declared non-disabled","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Defence Equipment and Support","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Food Standards Agency","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","HM Prison and Probation Service","Ministry of Justice","155","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","160","[c]","[c]","[c]"
