"Status","Year","Age","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Analysis","HM Revenue and Customs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","HM Revenue and Customs (excl. agencies)","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Ministry of Justice (excl. agencies)","Operational Research","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Ministry of Justice (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Planning Inspectorate","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Planning Inspectorate","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","United Kingdom Statistics Authority","Economics","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","United Kingdom Statistics Authority","Operational Delivery","25","[c]","30830","29540"
"New entrant CS","2021","30-39","Analysis","United Kingdom Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","United Kingdom Statistics Authority","Social Research","35","[c]","34330","36030"
"New entrant CS","2021","30-39","Analysis","United Kingdom Statistics Authority","Statistics","35","[c]","36130","36030"
"New entrant CS","2021","30-39","Analysis","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Analysis","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Cabinet Office (excl. agencies)","Unknown","65","[c]","67580","67000"
"New entrant CS","2021","30-39","Commercial","Companies House","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Crown Commercial Service","Commercial","20","[c]","32240","31560"
"New entrant CS","2021","30-39","Commercial","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Department for Education (excl. agencies)","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Department of Health and Social Care (excl. agencies)","Commercial","20","[c]","47340","44710"
"New entrant CS","2021","30-39","Commercial","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Met Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Ministry of Defence (excl. agencies)","Commercial","15","[c]","32980","33000"
"New entrant CS","2021","30-39","Commercial","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Ministry of Justice (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Public Health England","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Commercial","UK Export Finance","Operational Delivery","15","[c]","46540","47840"
"New entrant CS","2021","30-39","Commercial","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Cabinet Office (excl. agencies)","Unknown","20","[c]","41240","40600"
"New entrant CS","2021","30-39","Communications","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Department for Education (excl. agencies)","Communications","10","[c]","39900","45250"
"New entrant CS","2021","30-39","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Department for Transport (excl. agencies)","Communications","10","[c]","48320","48500"
"New entrant CS","2021","30-39","Communications","Department of Health and Social Care (excl. agencies)","Communications","15","[c]","42950","36130"
"New entrant CS","2021","30-39","Communications","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","HM Revenue and Customs (excl. agencies)","Operational Delivery","15","[c]","30370","31810"
"New entrant CS","2021","30-39","Communications","HM Revenue and Customs (excl. agencies)","Tax","185","[c]","26570","25560"
"New entrant CS","2021","30-39","Communications","HM Revenue and Customs (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Ministry of Justice (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Public Health England","Communications","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","United Kingdom Statistics Authority","Communications","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Communications","Wales Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","15","[c]","25850","25560"
"New entrant CS","2021","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","15","[c]","30380","31810"
"New entrant CS","2021","30-39","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Insolvency Service","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Counter Fraud","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Debt","HM Revenue and Customs (excl. agencies)","Operational Delivery","30","[c]","20670","20140"
"New entrant CS","2021","30-39","Debt","HM Revenue and Customs (excl. agencies)","Tax","180","[c]","20530","20140"
"New entrant CS","2021","30-39","Debt","HM Revenue and Customs (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","60","[c]","48190","54700"
"New entrant CS","2021","30-39","Digital, Data & Technology","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Companies House","Digital, Data and Technology","10","[c]","38350","36550"
"New entrant CS","2021","30-39","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Criminal Injuries Compensation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Crown Commercial Service","Digital, Data and Technology","10","[c]","46120","48950"
"New entrant CS","2021","30-39","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Department for Education (excl. agencies)","Digital, Data and Technology","20","[c]","43360","40520"
"New entrant CS","2021","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","40","[c]","38580","36630"
"New entrant CS","2021","30-39","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","20","[c]","48410","44000"
"New entrant CS","2021","30-39","Digital, Data & Technology","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Digital, Data and Technology","10","[c]","45850","40390"
"New entrant CS","2021","30-39","Digital, Data & Technology","Driver and Vehicle Standards Agency","Digital, Data and Technology","10","[c]","39510","37930"
"New entrant CS","2021","30-39","Digital, Data & Technology","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Education and Skills Funding Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","30","[c]","32520","30600"
"New entrant CS","2021","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","45","[c]","36850","31810"
"New entrant CS","2021","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Maritime and Coastguard Agency","Digital, Data and Technology","15","[c]","40840","34940"
"New entrant CS","2021","30-39","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Met Office","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Met Office","Science and Engineering","10","[c]","32980","32060"
"New entrant CS","2021","30-39","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Digital, Data and Technology","15","[c]","26410","26350"
"New entrant CS","2021","30-39","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Digital, Data and Technology","75","[c]","52370","56210"
"New entrant CS","2021","30-39","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","15","[c]","35360","36740"
"New entrant CS","2021","30-39","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Planning Inspectorate","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","The National Archives","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","UK Intellectual Property Office","Digital, Data and Technology","15","[c]","39590","34640"
"New entrant CS","2021","30-39","Digital, Data & Technology","UK Intellectual Property Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","35","[c]","38250","36030"
"New entrant CS","2021","30-39","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Companies House","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Defence Equipment and Support","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Digital, Culture, Media and Sport","Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Education (excl. agencies)","Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","15","[c]","35500","36480"
"New entrant CS","2021","30-39","Finance","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department of Health and Social Care (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Department of Health and Social Care (excl. agencies)","Finance","25","[c]","35270","32790"
"New entrant CS","2021","30-39","Finance","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Education and Skills Funding Agency","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","HM Revenue and Customs (excl. agencies)","Finance","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","HM Treasury (excl. agencies)","Finance","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Institute for Apprenticeships and Technical Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Ministry of Defence (excl. agencies)","Finance","25","[c]","33060","33000"
"New entrant CS","2021","30-39","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Planning Inspectorate","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Public Health England","Finance","10","[c]","33820","32330"
"New entrant CS","2021","30-39","Finance","Serious Fraud Office","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Finance","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Grants Management","Rural Payments Agency","Operational Delivery","15","[c]","24810","21050"
"New entrant CS","2021","30-39","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Cabinet Office (excl. agencies)","Operational Delivery","10","[c]","37300","37300"
"New entrant CS","2021","30-39","Human Resources","Cabinet Office (excl. agencies)","Unknown","20","[c]","33390","32000"
"New entrant CS","2021","30-39","Human Resources","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Defence Equipment and Support","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Defence Science and Technology Laboratory","Human Resources","5","[c]","[c]","[c]"
