"Status","Year","Age","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Health and Safety Executive","Department for Work and Pensions","AA/AO","50","50","21290","20480"
"In post","2021","20-29","Health and Safety Executive","Department for Work and Pensions","EO","95","95","26530","26370"
"In post","2021","20-29","Health and Safety Executive","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","95","95","34770","31710"
"In post","2021","20-29","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","1550","1515","19830","19450"
"In post","2021","20-29","HM Courts and Tribunals Service","Ministry of Justice","EO","330","325","23590","22570"
"In post","2021","20-29","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","15","15","53040","52850"
"In post","2021","20-29","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","285","285","30150","30850"
"In post","2021","20-29","HM Land Registry","HM Land Registry","AA/AO","690","675","22440","22350"
"In post","2021","20-29","HM Land Registry","HM Land Registry","EO","320","320","27680","27130"
"In post","2021","20-29","HM Land Registry","HM Land Registry","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","HM Land Registry","HM Land Registry","SEO/HEO","90","90","37150","38450"
"In post","2021","20-29","HM Prison and Probation Service","Ministry of Justice","AA/AO","7190","7115","25560","25300"
"In post","2021","20-29","HM Prison and Probation Service","Ministry of Justice","EO","730","725","29080","28400"
"In post","2021","20-29","HM Prison and Probation Service","Ministry of Justice","G6/G7","20","20","58790","58060"
"In post","2021","20-29","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","410","405","33490","31180"
"In post","2021","20-29","HM Prison and Probation Service","Ministry of Justice","Unknown","2120","2075","25290","22920"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","4000","3830","20250","20140"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","2920","2890","25730","25560"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","500","500","54640","52580"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","2420","2410","33330","31810"
"In post","2021","20-29","HM Treasury (excl. agencies)","HM Treasury","AA/AO","30","30","21740","22500"
"In post","2021","20-29","HM Treasury (excl. agencies)","HM Treasury","EO","100","100","26230","26750"
"In post","2021","20-29","HM Treasury (excl. agencies)","HM Treasury","G6/G7","305","305","54080","52530"
"In post","2021","20-29","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","545","545","33170","32320"
"In post","2021","20-29","Home Office (incl. agencies)","Home Office","AA/AO","1765","1660","21780","21430"
"In post","2021","20-29","Home Office (incl. agencies)","Home Office","EO","2140","2110","26230","24890"
"In post","2021","20-29","Home Office (incl. agencies)","Home Office","G6/G7","215","215","58460","57460"
"In post","2021","20-29","Home Office (incl. agencies)","Home Office","SEO/HEO","1140","1135","36550","35070"
"In post","2021","20-29","Home Office (incl. agencies)","Home Office","Unknown","25","25","32800","28670"
"In post","2021","20-29","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","150","150","21050","20880"
"In post","2021","20-29","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","30","30","25650","25400"
"In post","2021","20-29","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","30","30","31810","31000"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","15","15","36310","36780"
"In post","2021","20-29","Legal Aid Agency","Ministry of Justice","AA/AO","65","65","19340","18890"
"In post","2021","20-29","Legal Aid Agency","Ministry of Justice","EO","35","35","22670","22570"
"In post","2021","20-29","Legal Aid Agency","Ministry of Justice","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Department for Transport","AA/AO","90","85","24660","26590"
"In post","2021","20-29","Maritime and Coastguard Agency","Department for Transport","EO","45","45","28940","29350"
"In post","2021","20-29","Maritime and Coastguard Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","60","60","34450","33930"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","20","20","23180","23550"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","90","90","27420","27400"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","15","15","53130","53360"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","95","95","36310","33090"
"In post","2021","20-29","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","70","70","23860","21140"
"In post","2021","20-29","Met Office","Department for Business, Energy and Industrial Strategy","EO","65","65","25710","25270"
"In post","2021","20-29","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","155","155","35580","35580"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","1575","1555","22850","20920"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","865","855","27510","26670"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","65","65","59040","59730"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","1195","1190","37710","37000"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","55","55","27980","26670"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","20","20","25240","26870"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","120","115","27620","27850"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","145","145","54000","53130"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","365","360","35000","33210"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","50","50","21740","22680"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","205","205","25320","26410"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","105","105","54960","52850"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","580","580","34270","33930"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","National Crime Agency","AA/AO","105","105","22340","20800"
"In post","2021","20-29","National Crime Agency","National Crime Agency","EO","705","705","31580","32260"
"In post","2021","20-29","National Crime Agency","National Crime Agency","G6/G7","10","10","[c]","[c]"
"In post","2021","20-29","National Crime Agency","National Crime Agency","SEO/HEO","120","120","41010","40170"
"In post","2021","20-29","National Infrastructure Commission","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","HM Treasury","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","National Infrastructure Commission","HM Treasury","SEO/HEO","5","5","[c]","[c]"
"In post","2021","20-29","National Records of Scotland","Scottish Government","AA/AO","15","15","21960","22230"
"In post","2021","20-29","National Records of Scotland","Scottish Government","EO","15","15","27030","26160"
"In post","2021","20-29","National Records of Scotland","Scottish Government","SEO/HEO","15","15","36980","35110"
"In post","2021","20-29","National Savings and Investments","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Savings and Investments","Chancellor's other departments","SEO/HEO","15","15","38570","40000"
"In post","2021","20-29","Northern Ireland Office","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Northern Ireland Office","G6/G7","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Northern Ireland Office","SEO/HEO","15","15","37690","36800"
"In post","2021","20-29","Office for Budget Responsibility","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Budget Responsibility","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Budget Responsibility","HM Treasury","SEO/HEO","10","10","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AA/AO","45","45","21320","21160"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","EO","50","50","26670","25880"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","55","55","34890","34700"
"In post","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","35","35","19490","19000"
"In post","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","140","140","25240","25670"
"In post","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","40","40","49810","47740"
"In post","2021","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","130","130","34970","34900"
