"Status","Year","Disability","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Human Resources","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Department of Health and Social Care","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Ministry of Justice","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Wales Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Attorney General's Departments","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Attorney General's Departments","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","London","40","[c]","35310","33570"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Digital, Culture, Media and Sport","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Education","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Education","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","London","45","[c]","37140","32560"
"New entrant CS","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs","Outside London","70","[c]","27560","24920"
"New entrant CS","2021","Declared disabled","No function","Department for International Trade","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Transport","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Transport","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department for Work and Pensions","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Department of Health and Social Care","London","60","[c]","33480","32330"
"New entrant CS","2021","Declared disabled","No function","Department of Health and Social Care","Outside London","85","[c]","30350","28590"
"New entrant CS","2021","Declared disabled","No function","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Land Registry","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Revenue and Customs","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","HM Revenue and Customs","Outside London","60","[c]","23060","20140"
"New entrant CS","2021","Declared disabled","No function","HM Treasury","London","30","[c]","31330","28500"
"New entrant CS","2021","Declared disabled","No function","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Ministry of Defence","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Ministry of Housing, Communities and Local Government","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Ministry of Housing, Communities and Local Government","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Ministry of Justice","London","105","[c]","28020","26810"
"New entrant CS","2021","Declared disabled","No function","Ministry of Justice","Outside London","365","[c]","22420","21330"
"New entrant CS","2021","Declared disabled","No function","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","National Crime Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Office for Standards in Education","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Office of Gas and Electricity Markets","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","United Kingdom Statistics Authority","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Wales Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Department for Environment, Food and Rural Affairs","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Ministry of Defence","Outside London","50","[c]","31160","28000"
"New entrant CS","2021","Declared disabled","Project Delivery","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Ministry of Housing, Communities and Local Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Ministry of Justice","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Scotland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","United Kingdom Statistics Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","HM Revenue and Customs","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Cabinet Office","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Ministry of Defence","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Ministry of Justice","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department for Work and Pensions","London","305","[c]","31000","31060"
"New entrant CS","2021","Declared disabled","Unknown","Department for Work and Pensions","Outside London","1645","[c]","25810","27570"
"New entrant CS","2021","Declared disabled","Unknown","Department for Work and Pensions","Unknown","40","[c]","29090","27570"
"New entrant CS","2021","Declared disabled","Unknown","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","HM Revenue and Customs","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Home Office","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Home Office","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
