"Status","Year","Age","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","50-59","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office (incl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office (incl. agencies)","East of England","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office (incl. agencies)","London","55","[c]","49630","41190"
"Leaver Dept.","2021","50-59","Home Office (incl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office (incl. agencies)","North West (England)","25","[c]","31300","24890"
"Leaver Dept.","2021","50-59","Home Office (incl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office (incl. agencies)","Scotland","10","[c]","24750","24210"
"Leaver Dept.","2021","50-59","Home Office (incl. agencies)","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office (incl. agencies)","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office (incl. agencies)","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office (incl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Home Office (incl. agencies)","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Insolvency Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Institute for Apprenticeships and Technical Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Legal Aid Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Maritime and Coastguard Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Maritime and Coastguard Agency","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence (excl. agencies)","London","10","[c]","73250","54320"
"Leaver Dept.","2021","50-59","Ministry of Defence (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence (excl. agencies)","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence (excl. agencies)","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence (excl. agencies)","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence (excl. agencies)","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","London","15","[c]","46870","42410"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice (excl. agencies)","London","25","[c]","48610","42790"
"Leaver Dept.","2021","50-59","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Records of Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office of the Public Guardian","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Office of the Public Guardian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Public Health England","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Registers of Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Rural Payments Agency","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Rural Payments Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Rural Payments Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Forestry","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scottish Government (excl. agencies)","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Social Security Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","UK Intellectual Property Office","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","South East (England)","15","[c]","32090","23020"
"Leaver Dept.","2021","50-59","United Kingdom Statistics Authority","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales Office","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Welsh Government (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Animal and Plant Health Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Cabinet Office (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for International Development","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Foreign and Commonwealth Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Courts and Tribunals Service","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Prison and Probation Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Prison and Probation Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Prison and Probation Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office (incl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office (incl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office (incl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office (incl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office (incl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Legal Aid Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Maritime and Coastguard Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Revenue Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care (excl. agencies)","London","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Government Property Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","UK Space Agency","London","30","[c]","47750","43340"
"Leaver Dept.","2021","Unknown","UK Space Agency","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Advisory, Conciliation and Arbitration Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Advisory, Conciliation and Arbitration Service","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Animal and Plant Health Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Animal and Plant Health Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Animal and Plant Health Agency","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Companies House","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Commercial Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Office and Procurator Fiscal Service","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Prosecution Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Prosecution Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Defence Equipment and Support","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Defence Equipment and Support","South West (England)","40","[c]","17550","16780"
"New entrant CS","2021","16-19","Defence Science and Technology Laboratory","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","East Midlands (England)","15","[c]","22520","21010"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","London","10","[c]","28900","31060"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","North East (England)","35","[c]","21540","21010"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","North West (England)","35","[c]","21010","21010"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","Scotland","15","[c]","21010","21010"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","South East (England)","15","[c]","23730","21010"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","Wales","20","[c]","22650","21010"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","West Midlands (England)","15","[c]","23630","21010"
"New entrant CS","2021","16-19","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","30","[c]","22100","21010"
"New entrant CS","2021","16-19","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Disclosure Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Driver and Vehicle Licensing Agency","Wales","30","[c]","18410","18060"
"New entrant CS","2021","16-19","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Driver and Vehicle Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Courts and Tribunals Service","London","10","[c]","20620","20180"
