"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Communications","London","G6/G7","G7","40","[c]","55960","54700"
"New entrant CS","2021","Communications","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","SEO/HEO","HEO","80","[c]","34860","34710"
"New entrant CS","2021","Communications","London","SEO/HEO","SEO","50","[c]","42980","42710"
"New entrant CS","2021","Communications","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","AA/AO","AO","20","[c]","20300","20920"
"New entrant CS","2021","Communications","Outside London","EO","EO","50","[c]","24830","25000"
"New entrant CS","2021","Communications","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","G6/G7","G7","15","[c]","49200","49410"
"New entrant CS","2021","Communications","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","SEO/HEO","HEO","45","[c]","31070","30340"
"New entrant CS","2021","Communications","Outside London","SEO/HEO","SEO","25","[c]","39980","39310"
"New entrant CS","2021","Corporate Finance","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","EO","EO","15","[c]","26590","26090"
"New entrant CS","2021","Counter Fraud","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","SEO/HEO","HEO","20","[c]","31450","31000"
"New entrant CS","2021","Counter Fraud","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","AA/AO","AO","15","[c]","22060","23060"
"New entrant CS","2021","Digital, Data and Technology","London","EO","EO","45","[c]","28500","28080"
"New entrant CS","2021","Digital, Data and Technology","London","G6/G7","G6","20","[c]","74970","72630"
"New entrant CS","2021","Digital, Data and Technology","London","G6/G7","G7","190","[c]","59600","58000"
"New entrant CS","2021","Digital, Data and Technology","London","SCS level","SCS level","20","[c]","93870","92640"
"New entrant CS","2021","Digital, Data and Technology","London","SEO/HEO","HEO","120","[c]","34290","33000"
"New entrant CS","2021","Digital, Data and Technology","London","SEO/HEO","SEO","155","[c]","42860","42100"
"New entrant CS","2021","Digital, Data and Technology","Outside London","AA/AO","AA","15","[c]","21310","21040"
"New entrant CS","2021","Digital, Data and Technology","Outside London","AA/AO","AO","60","[c]","21200","20920"
"New entrant CS","2021","Digital, Data and Technology","Outside London","EO","EO","325","[c]","25950","25560"
"New entrant CS","2021","Digital, Data and Technology","Outside London","G6/G7","G6","45","[c]","68250","66000"
"New entrant CS","2021","Digital, Data and Technology","Outside London","G6/G7","G7","230","[c]","53530","52580"
"New entrant CS","2021","Digital, Data and Technology","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","SEO/HEO","HEO","280","[c]","31810","31810"
"New entrant CS","2021","Digital, Data and Technology","Outside London","SEO/HEO","SEO","305","[c]","40250","38630"
"New entrant CS","2021","Digital, Data and Technology","Outside London","Unknown","Unknown","10","[c]","38200","38630"
"New entrant CS","2021","Digital, Data and Technology","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","AA/AO","AO","50","[c]","23310","24120"
"New entrant CS","2021","Economics","London","EO","EO","50","[c]","27380","27680"
"New entrant CS","2021","Economics","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","G6/G7","G7","25","[c]","55820","53820"
"New entrant CS","2021","Economics","London","SEO/HEO","HEO","265","[c]","33090","32790"
"New entrant CS","2021","Economics","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","AA/AO","AO","30","[c]","19210","19130"
"New entrant CS","2021","Economics","Outside London","EO","EO","15","[c]","23130","23050"
"New entrant CS","2021","Economics","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","SEO/HEO","HEO","20","[c]","31350","31810"
"New entrant CS","2021","Economics","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","EO","EO","45","[c]","27210","27270"
"New entrant CS","2021","Finance","London","G6/G7","G6","15","[c]","67920","68540"
"New entrant CS","2021","Finance","London","G6/G7","G7","35","[c]","58240","57730"
"New entrant CS","2021","Finance","London","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","London","SEO/HEO","HEO","85","[c]","34630","32790"
"New entrant CS","2021","Finance","London","SEO/HEO","SEO","55","[c]","42170","40650"
"New entrant CS","2021","Finance","Outside London","AA/AO","AA","10","[c]","18360","18060"
"New entrant CS","2021","Finance","Outside London","AA/AO","AO","75","[c]","20600","20780"
"New entrant CS","2021","Finance","Outside London","EO","EO","130","[c]","23940","25000"
"New entrant CS","2021","Finance","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","G6/G7","G7","40","[c]","53200","52450"
"New entrant CS","2021","Finance","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Outside London","SEO/HEO","HEO","90","[c]","31750","31810"
"New entrant CS","2021","Finance","Outside London","SEO/HEO","SEO","95","[c]","39750","38980"
"New entrant CS","2021","Finance","Outside London","Unknown","Unknown","10","[c]","42410","45000"
"New entrant CS","2021","Finance","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","AA/AO","AO","20","[c]","22780","23320"
"New entrant CS","2021","Human Resources","London","EO","EO","70","[c]","27520","27270"
"New entrant CS","2021","Human Resources","London","G6/G7","G6","15","[c]","68900","70000"
"New entrant CS","2021","Human Resources","London","G6/G7","G7","30","[c]","56400","56510"
"New entrant CS","2021","Human Resources","London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","SEO/HEO","HEO","65","[c]","34140","33960"
"New entrant CS","2021","Human Resources","London","SEO/HEO","SEO","35","[c]","41240","41950"
"New entrant CS","2021","Human Resources","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","AA/AO","AA","15","[c]","18820","19560"
"New entrant CS","2021","Human Resources","Outside London","AA/AO","AO","125","[c]","20770","20920"
"New entrant CS","2021","Human Resources","Outside London","EO","EO","105","[c]","24800","25000"
"New entrant CS","2021","Human Resources","Outside London","G6/G7","G6","20","[c]","65990","63960"
"New entrant CS","2021","Human Resources","Outside London","G6/G7","G7","50","[c]","52170","52580"
"New entrant CS","2021","Human Resources","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","SEO/HEO","HEO","100","[c]","30750","30440"
"New entrant CS","2021","Human Resources","Outside London","SEO/HEO","SEO","55","[c]","38270","38000"
"New entrant CS","2021","Human Resources","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","G6/G7","G7","15","[c]","73360","75500"
"New entrant CS","2021","Inspector of Education and Training","London","SEO/HEO","SEO","10","[c]","48360","46360"
"New entrant CS","2021","Inspector of Education and Training","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","G6/G7","G7","40","[c]","73520","75500"
"New entrant CS","2021","Inspector of Education and Training","Outside London","SEO/HEO","SEO","25","[c]","48480","46360"
"New entrant CS","2021","Intelligence Analysis","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","EO","EO","15","[c]","28670","28700"
"New entrant CS","2021","Intelligence Analysis","London","G6/G7","G6","20","[c]","66780","66230"
"New entrant CS","2021","Intelligence Analysis","London","G6/G7","G7","25","[c]","53810","53360"
"New entrant CS","2021","Intelligence Analysis","London","SEO/HEO","HEO","15","[c]","34710","33400"
"New entrant CS","2021","Intelligence Analysis","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","EO","EO","55","[c]","25670","24890"
"New entrant CS","2021","Intelligence Analysis","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Outside London","SEO/HEO","HEO","10","[c]","31410","31920"
"New entrant CS","2021","Intelligence Analysis","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","SEO/HEO","SEO","20","[c]","40400","39290"
"New entrant CS","2021","International Trade","London","AA/AO","AO","15","[c]","18200","18200"
"New entrant CS","2021","International Trade","London","EO","EO","20","[c]","26480","26250"
"New entrant CS","2021","International Trade","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","G6/G7","G7","10","[c]","50070","51710"
"New entrant CS","2021","International Trade","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","SEO/HEO","HEO","50","[c]","32050","31800"
"New entrant CS","2021","International Trade","London","SEO/HEO","SEO","15","[c]","38760","38160"
"New entrant CS","2021","International Trade","Outside London","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","SEO/HEO","HEO","15","[c]","31620","31800"
"New entrant CS","2021","International Trade","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","SEO/HEO","HEO","15","[c]","32140","32330"
"New entrant CS","2021","Knowledge and Information Management","London","SEO/HEO","SEO","15","[c]","41320","40460"
"New entrant CS","2021","Knowledge and Information Management","Outside London","AA/AO","AO","20","[c]","20780","20920"
"New entrant CS","2021","Knowledge and Information Management","Outside London","EO","EO","35","[c]","24370","25020"
"New entrant CS","2021","Knowledge and Information Management","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","SEO/HEO","HEO","40","[c]","30990","30600"
"New entrant CS","2021","Knowledge and Information Management","Outside London","SEO/HEO","SEO","20","[c]","41940","40000"
"New entrant CS","2021","Knowledge and Information Management","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","EO","EO","55","[c]","29110","29280"
"New entrant CS","2021","Legal","London","G6/G7","G6","25","[c]","70050","70670"
"New entrant CS","2021","Legal","London","G6/G7","G7","190","[c]","53430","51250"
"New entrant CS","2021","Legal","London","SEO/HEO","HEO","105","[c]","38500","43920"
"New entrant CS","2021","Legal","London","SEO/HEO","SEO","30","[c]","37310","36800"
"New entrant CS","2021","Legal","Outside London","EO","EO","100","[c]","25590","25560"
"New entrant CS","2021","Legal","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","G6/G7","G7","205","[c]","51540","50520"
"New entrant CS","2021","Legal","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Outside London","SEO/HEO","HEO","165","[c]","32160","38000"
"New entrant CS","2021","Legal","Outside London","SEO/HEO","SEO","50","[c]","34100","33550"
"New entrant CS","2021","Legal","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","SCS level","SCS level","30","[c]","91720","84670"
"New entrant CS","2021","Medicine","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","AA/AO","AO","45","[c]","21370","21240"
"New entrant CS","2021","Medicine","Outside London","EO","EO","60","[c]","29710","30620"
"New entrant CS","2021","Medicine","Outside London","G6/G7","G6","25","[c]","85350","83320"
"New entrant CS","2021","Medicine","Outside London","G6/G7","G7","65","[c]","69290","74110"
"New entrant CS","2021","Medicine","Outside London","SCS level","SCS level","30","[c]","93910","82100"
"New entrant CS","2021","Medicine","Outside London","SEO/HEO","HEO","85","[c]","34980","33780"
"New entrant CS","2021","Medicine","Outside London","SEO/HEO","SEO","30","[c]","40280","40000"
"New entrant CS","2021","Medicine","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","AA/AO","AA","225","[c]","21460","20330"
"New entrant CS","2021","Operational Delivery","London","AA/AO","AO","1180","[c]","24830","22680"
"New entrant CS","2021","Operational Delivery","London","EO","EO","770","[c]","28550","27660"
"New entrant CS","2021","Operational Delivery","London","G6/G7","G6","45","[c]","68410","66360"
"New entrant CS","2021","Operational Delivery","London","G6/G7","G7","170","[c]","55400","53380"
"New entrant CS","2021","Operational Delivery","London","SCS level","SCS level","15","[c]","99290","98450"
"New entrant CS","2021","Operational Delivery","London","SEO/HEO","HEO","480","[c]","33680","32420"
"New entrant CS","2021","Operational Delivery","London","SEO/HEO","SEO","345","[c]","40550","40070"
"New entrant CS","2021","Operational Delivery","London","Unknown","Unknown","255","[c]","26280","26810"
"New entrant CS","2021","Operational Delivery","Outside London","AA/AO","AA","1610","[c]","19530","20600"
"New entrant CS","2021","Operational Delivery","Outside London","AA/AO","AO","6405","[c]","21870","21430"
"New entrant CS","2021","Operational Delivery","Outside London","EO","EO","1955","[c]","26010","24880"
"New entrant CS","2021","Operational Delivery","Outside London","G6/G7","G6","25","[c]","65440","64420"
"New entrant CS","2021","Operational Delivery","Outside London","G6/G7","G7","155","[c]","51720","50730"
"New entrant CS","2021","Operational Delivery","Outside London","SCS level","SCS level","20","[c]","105440","1e+05"
"New entrant CS","2021","Operational Delivery","Outside London","SEO/HEO","HEO","730","[c]","31600","30820"
"New entrant CS","2021","Operational Delivery","Outside London","SEO/HEO","SEO","415","[c]","38280","36690"
"New entrant CS","2021","Operational Delivery","Outside London","Unknown","Unknown","1195","[c]","22310","22920"
"New entrant CS","2021","Operational Delivery","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","EO","EO","10","[c]","29350","28950"
"New entrant CS","2021","Operational Research","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","SEO/HEO","HEO","55","[c]","34900","36090"
"New entrant CS","2021","Operational Research","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","SEO/HEO","HEO","15","[c]","30970","31680"
"New entrant CS","2021","Operational Research","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","AA/AO","AA","35","[c]","21460","22210"
"New entrant CS","2021","Other","London","AA/AO","AO","70","[c]","23230","23850"
"New entrant CS","2021","Other","London","EO","EO","265","[c]","27410","27400"
"New entrant CS","2021","Other","London","G6/G7","G6","20","[c]","72630","68720"
"New entrant CS","2021","Other","London","G6/G7","G7","45","[c]","56680","57430"
"New entrant CS","2021","Other","London","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","SEO/HEO","HEO","100","[c]","34100","35050"
"New entrant CS","2021","Other","London","SEO/HEO","SEO","60","[c]","41440","41950"
"New entrant CS","2021","Other","Outside London","AA/AO","AA","195","[c]","19010","18760"
"New entrant CS","2021","Other","Outside London","AA/AO","AO","400","[c]","21100","20920"
"New entrant CS","2021","Other","Outside London","EO","EO","365","[c]","24200","24880"
"New entrant CS","2021","Other","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","G6/G7","G7","30","[c]","58450","55000"
"New entrant CS","2021","Other","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Other","Outside London","SEO/HEO","HEO","135","[c]","31060","30950"
"New entrant CS","2021","Other","Outside London","SEO/HEO","SEO","55","[c]","38820","38670"
"New entrant CS","2021","Other","Outside London","Unknown","Unknown","10","[c]","38610","38700"
"New entrant CS","2021","Other","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","SEO/HEO","HEO","15","[c]","37020","33000"
"New entrant CS","2021","Other","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Policy","London","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Policy","London","AA/AO","AO","50","[c]","22540","22960"
"New entrant CS","2021","Policy","London","EO","EO","455","[c]","27050","27680"
"New entrant CS","2021","Policy","London","G6/G7","G6","80","[c]","67560","66230"
"New entrant CS","2021","Policy","London","G6/G7","G7","360","[c]","54580","53380"
"New entrant CS","2021","Policy","London","SCS level","SCS level","55","[c]","92870","85000"
"New entrant CS","2021","Policy","London","SEO/HEO","HEO","1205","[c]","33200","33210"
"New entrant CS","2021","Policy","London","SEO/HEO","SEO","310","[c]","40580","40050"
"New entrant CS","2021","Policy","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Outside London","AA/AO","AO","45","[c]","20560","20500"
"New entrant CS","2021","Policy","Outside London","EO","EO","140","[c]","24510","24920"
"New entrant CS","2021","Policy","Outside London","G6/G7","G6","35","[c]","62440","62400"
"New entrant CS","2021","Policy","Outside London","G6/G7","G7","120","[c]","50720","49530"
"New entrant CS","2021","Policy","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Outside London","SEO/HEO","HEO","295","[c]","30050","29360"
"New entrant CS","2021","Policy","Outside London","SEO/HEO","SEO","170","[c]","37270","36550"
"New entrant CS","2021","Policy","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","AA/AO","AO","10","[c]","23310","22520"
"New entrant CS","2021","Project Delivery","London","EO","EO","40","[c]","27690","28180"
"New entrant CS","2021","Project Delivery","London","G6/G7","G6","20","[c]","67580","66120"
"New entrant CS","2021","Project Delivery","London","G6/G7","G7","45","[c]","55450","55000"
"New entrant CS","2021","Project Delivery","London","SCS level","SCS level","10","[c]","101060","88000"
"New entrant CS","2021","Project Delivery","London","SEO/HEO","HEO","110","[c]","34310","34710"
"New entrant CS","2021","Project Delivery","London","SEO/HEO","SEO","70","[c]","42010","41950"
"New entrant CS","2021","Project Delivery","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Outside London","AA/AO","AO","40","[c]","21380","20920"
"New entrant CS","2021","Project Delivery","Outside London","EO","EO","195","[c]","24510","26130"
"New entrant CS","2021","Project Delivery","Outside London","G6/G7","G6","30","[c]","65620","64220"
"New entrant CS","2021","Project Delivery","Outside London","G6/G7","G7","95","[c]","51690","52580"
"New entrant CS","2021","Project Delivery","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Outside London","SEO/HEO","HEO","220","[c]","31790","33000"
"New entrant CS","2021","Project Delivery","Outside London","SEO/HEO","SEO","230","[c]","39260","40000"
"New entrant CS","2021","Project Delivery","Outside London","Unknown","Unknown","55","[c]","40080","40000"
"New entrant CS","2021","Project Delivery","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","EO","EO","25","[c]","27950","27880"
"New entrant CS","2021","Property","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","SEO/HEO","SEO","10","[c]","42600","43340"
"New entrant CS","2021","Property","Outside London","AA/AO","AA","50","[c]","18240","18760"
"New entrant CS","2021","Property","Outside London","AA/AO","AO","20","[c]","20920","20920"
"New entrant CS","2021","Property","Outside London","EO","EO","110","[c]","25050","24820"
"New entrant CS","2021","Property","Outside London","G6/G7","G6","15","[c]","65920","66010"
"New entrant CS","2021","Property","Outside London","G6/G7","G7","35","[c]","51760","49860"
"New entrant CS","2021","Property","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Outside London","SEO/HEO","HEO","125","[c]","31460","30730"
"New entrant CS","2021","Property","Outside London","SEO/HEO","SEO","65","[c]","40060","40380"
"New entrant CS","2021","Property","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Outside London","AA/AO","AO","15","[c]","19860","19530"
"New entrant CS","2021","Psychology","Outside London","EO","EO","55","[c]","24810","24620"
"New entrant CS","2021","Psychology","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Outside London","SEO/HEO","HEO","40","[c]","28050","27700"
"New entrant CS","2021","Psychology","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
