"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North East (England)","AO","10","10","21070","21050"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North West (England)","AO","15","10","21310","21050"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North West (England)","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","AA","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","AO","130","125","24370","24370"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","EO","120","115","28500","28270"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","G6","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","G7","25","25","54450","53870"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","HEO","90","85","33790","33580"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South East (England)","SEO","75","70","41020","39910"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","AO","20","15","21470","21050"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","EO","15","15","25870","25600"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","HEO","10","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Wales","AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","AO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","AO","10","10","21670","21050"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","South West (England)","AO","20","20","21050","21050"
"In post","2021","Animal and Plant Health Agency","Unknown","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","G7","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","SEO","10","10","38680","37240"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","East of England","SEO","15","15","42430","38300"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","G7","10","10","58660","57770"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North East (England)","SEO","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","North West (England)","SEO","30","25","43780","40060"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","G7","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Scotland","SEO","25","25","36980","36970"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","G6","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","G7","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South East (England)","SEO","20","20","41170","38750"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","G6","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","G7","10","10","52930","53900"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","South West (England)","SEO","60","55","41470","37530"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Wales","G7","15","10","51210","51580"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Wales","SEO","40","35","38340","37240"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","G7","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","SEO","25","25","42250","37720"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","SEO","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Legal","London","G6","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Legal","London","G7","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Legal","London","SCS level","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Other","London","EO","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Other","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Other","London","HEO","5","5","[c]","[c]"
"In post","2021","Attorney General's Office","Other","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Policy","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Policy","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Policy","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
