"Status","Year","Function_of_post","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","National Crime Agency","National Crime Agency","London","20","20","47950","48900"
"In post","2021","Communications","National Crime Agency","National Crime Agency","Outside London","15","10","42150","45480"
"In post","2021","Communications","National Infrastructure Commission","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","Chancellor's other departments","London","15","15","48680","46760"
"In post","2021","Communications","National Savings and Investments","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Northern Ireland Office","Outside London","10","10","43020","37030"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","20","20","46020","42850"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","15","15","35450","32010"
"In post","2021","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","25","25","48150","39260"
"In post","2021","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","10","10","36300","33530"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","15","15","41670","38000"
"In post","2021","Communications","Office of Rail and Road","Office of Rail and Road","London","15","15","47600","33700"
"In post","2021","Communications","Office of Rail and Road","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Outside London","10","5","[c]","[c]"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","London","55","55","48410","42630"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","Outside London","20","15","44800","40970"
"In post","2021","Communications","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Registers of Scotland","Scottish Government","Outside London","20","20","37200","36780"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Outside London","105","95","28870","26030"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Courts and Tribunals Service","Scottish Government","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","Scottish Prison Service","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Serious Fraud Office","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2021","Communications","The National Archives","The National Archives","London","20","15","34170","29470"
"In post","2021","Communications","UK Export Finance","UK Export Finance","London","35","35","58640","49610"
"In post","2021","Communications","UK Hydrographic Office","Ministry of Defence","Outside London","15","15","39890","42510"
"In post","2021","Communications","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","25","25","34610","30170"
"In post","2021","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","5","5","[c]","[c]"
"In post","2021","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","5","5","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","10","10","55100","52620"
"In post","2021","Communications","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","75","70","34400","30500"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","London","10","10","[c]","[c]"
"In post","2021","Communications","Valuation Office Agency","HM Revenue and Customs","Outside London","10","10","34290","32550"
"In post","2021","Communications","Vehicle Certification Agency","Department for Transport","Outside London","10","10","[c]","[c]"
"In post","2021","Communications","Wales Office","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","15","15","47430","49620"
"In post","2021","Communications","Welsh Revenue Authority","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","London","80","80","48820","54700"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Charity Commission","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Department for Transport (excl. agencies)","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","10","10","32860","29240"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","London","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","Outside London","40","40","28550","26780"
"In post","2021","Counter Fraud","Food Standards Agency","Food Standards Agency","London","25","25","38070","37300"
"In post","2021","Counter Fraud","Food Standards Agency","Food Standards Agency","Outside London","35","35","39330","37910"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","London","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","HM Treasury","Outside London","25","25","38920","34810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","1900","1825","37900","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","6935","6475","31850","31810"
"In post","2021","Counter Fraud","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","45","40","42990","43150"
"In post","2021","Counter Fraud","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","215","205","38480","39170"
"In post","2021","Counter Fraud","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Serious Fraud Office","Attorney General's Departments","London","245","240","45590","40000"
"In post","2021","Counter Fraud","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
