"Status","Year","Disability","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Debt","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Legal","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","No function","London","65","[c]","32930","32320"
"New entrant CS","2021","Declared non-disabled","Undeclared","No function","Outside London","70","[c]","27120","23450"
"New entrant CS","2021","Declared non-disabled","Undeclared","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Project Delivery","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Security","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Unknown","London","50","[c]","30670","31060"
"New entrant CS","2021","Declared non-disabled","Undeclared","Unknown","Outside London","145","[c]","26560","27570"
"New entrant CS","2021","Declared non-disabled","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Debt","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Debt","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Digital, Data & Technology","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Digital, Data & Technology","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Grants Management","Outside London","35","[c]","22350","21050"
"New entrant CS","2021","Declared non-disabled","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Legal","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","No function","London","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","No function","Outside London","45","[c]","29990","25950"
"New entrant CS","2021","Declared non-disabled","Unknown","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Project Delivery","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Security","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","Outside London","35","[c]","29030","27240"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Analysis","London","280","[c]","36340","33210"
"New entrant CS","2021","Declared non-disabled","White","Analysis","Outside London","185","[c]","31670","29540"
"New entrant CS","2021","Declared non-disabled","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Commercial","London","55","[c]","43740","40610"
"New entrant CS","2021","Declared non-disabled","White","Commercial","Outside London","155","[c]","32380","30200"
"New entrant CS","2021","Declared non-disabled","White","Commercial","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Communications","London","110","[c]","38020","34710"
"New entrant CS","2021","Declared non-disabled","White","Communications","Outside London","280","[c]","28310","25560"
"New entrant CS","2021","Declared non-disabled","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Counter Fraud","London","30","[c]","36720","29570"
"New entrant CS","2021","Declared non-disabled","White","Counter Fraud","Outside London","40","[c]","28170","25560"
"New entrant CS","2021","Declared non-disabled","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Debt","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Debt","Outside London","195","[c]","20340","20140"
"New entrant CS","2021","Declared non-disabled","White","Digital, Data & Technology","London","140","[c]","49250","49300"
"New entrant CS","2021","Declared non-disabled","White","Digital, Data & Technology","Outside London","420","[c]","37640","33000"
"New entrant CS","2021","Declared non-disabled","White","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Finance","London","70","[c]","43870","34320"
"New entrant CS","2021","Declared non-disabled","White","Finance","Outside London","210","[c]","34040","30330"
"New entrant CS","2021","Declared non-disabled","White","Grants Management","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Human Resources","London","110","[c]","38020","31910"
"New entrant CS","2021","Declared non-disabled","White","Human Resources","Outside London","280","[c]","29840","26000"
"New entrant CS","2021","Declared non-disabled","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Internal Audit","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Legal","London","205","[c]","43710","43920"
"New entrant CS","2021","Declared non-disabled","White","Legal","Outside London","80","[c]","32630","33550"
"New entrant CS","2021","Declared non-disabled","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","No function","London","2095","[c]","36470","32560"
"New entrant CS","2021","Declared non-disabled","White","No function","Outside London","5685","[c]","25770","22850"
"New entrant CS","2021","Declared non-disabled","White","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","No function","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Project Delivery","London","165","[c]","44020","36000"
"New entrant CS","2021","Declared non-disabled","White","Project Delivery","Outside London","810","[c]","35680","33000"
"New entrant CS","2021","Declared non-disabled","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Property","London","30","[c]","38080","34680"
"New entrant CS","2021","Declared non-disabled","White","Property","Outside London","365","[c]","30560","27960"
"New entrant CS","2021","Declared non-disabled","White","Property","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Security","London","40","[c]","33850","28860"
"New entrant CS","2021","Declared non-disabled","White","Security","Outside London","330","[c]","25260","22340"
"New entrant CS","2021","Declared non-disabled","White","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Security","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Unknown","London","900","[c]","32260","31060"
"New entrant CS","2021","Declared non-disabled","White","Unknown","Outside London","9430","[c]","26150","27570"
"New entrant CS","2021","Declared non-disabled","White","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","White","Unknown","Unknown","170","[c]","28320","27570"
"New entrant CS","2021","Undeclared","Asian","Analysis","London","[c]","[c]","[c]","[c]"
