"Status","Year","Function_of_post","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Digital, Data & Technology","UK Export Finance","Westminster","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Monmouthshire and Newport","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Monmouthshire and Newport","Male","55","[c]","35410","36030"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","South Hampshire","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","South Hampshire","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Westminster","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Westminster","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Water Services Regulation Authority","Birmingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Water Services Regulation Authority","Birmingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","Devon CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","Devon CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","Nottingham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","Nottingham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","South Hampshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","South Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","Westminster","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","Westminster","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office","Westminster","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office","Westminster","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Chancellor's other departments","Westminster","Female","[c]","[c]","[c]","[c]"
