"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","Human Resources","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","HEO","Female","110","[c]","31870","31660"
"New entrant CS","2021","Human Resources","Human Resources","HEO","Male","50","[c]","31730","31960"
"New entrant CS","2021","Human Resources","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","SEO","Female","55","[c]","39370","38650"
"New entrant CS","2021","Human Resources","Human Resources","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","AA","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","AA","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","EO","Female","60","[c]","27260","26970"
"New entrant CS","2021","Legal","Legal","EO","Male","35","[c]","27250","27050"
"New entrant CS","2021","Legal","Legal","G6","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","G7","Female","230","[c]","52560","50530"
"New entrant CS","2021","Legal","Legal","G7","Male","155","[c]","52280","50520"
"New entrant CS","2021","Legal","Legal","HEO","Female","175","[c]","34700","38000"
"New entrant CS","2021","Legal","Legal","HEO","Male","90","[c]","34490","38000"
"New entrant CS","2021","Legal","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","SEO","Female","50","[c]","34980","33550"
"New entrant CS","2021","Legal","Legal","SEO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","AA","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","AA","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","AO","Female","260","[c]","20510","20120"
"New entrant CS","2021","Legal","Operational Delivery","AO","Male","100","[c]","20440","20120"
"New entrant CS","2021","Legal","Operational Delivery","EO","Female","45","[c]","26350","26970"
"New entrant CS","2021","Legal","Operational Delivery","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","EO","Female","30","[c]","26860","26950"
"New entrant CS","2021","Legal","Other","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Tax","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Tax","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","HEO","Male","30","[c]","31500","31500"
"New entrant CS","2021","No function","Economics","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","SEO","Male","[c]","[c]","[c]","[c]"
