"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Health and Safety Executive","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Female","Heterosexual / straight","170","160","45090","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Female","Unknown","65","60","41040","36860"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Male","Heterosexual / straight","230","225","46190","41760"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Male","Undeclared","30","30","42660","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Male","Unknown","75","75","37610","36160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Female","Heterosexual / straight","40","40","54000","52840"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Male","Heterosexual / straight","60","60","49440","52530"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Female","Heterosexual / straight","75","70","40790","40280"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Male","Heterosexual / straight","80","80","40550","36780"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Heterosexual / straight","65","60","46650","42980"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Heterosexual / straight","105","105","47210","50660"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Female","Heterosexual / straight","140","135","46110","40480"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Male","Heterosexual / straight","135","135","45320","41000"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Male","Unknown","35","35","43240","40480"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Female","Heterosexual / straight","60","60","41710","37040"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Female","Undeclared","10","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Male","Heterosexual / straight","55","55","39090","35010"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Female","LGBO","[c]","[c]","[c]","[c]"
