"Status","Year","Age","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","Male","35","[c]","31780","29600"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","Department for Education","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","Department for Education","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Education Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","Food Standards Agency","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","Food Standards Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","Scottish Government","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Scotland","Scottish Government","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","Scottish Government","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Forestry and Land Scotland","Scottish Government","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Actuary's Department","Chancellor's other departments","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","HM Treasury","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Legal Department","Attorney General's Departments","Female","40","[c]","45880","50500"
"New entrant CS","2021","30-39","Government Legal Department","Attorney General's Departments","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Property Agency","Other Cabinet Office Agencies","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Property Agency","Other Cabinet Office Agencies","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Female","255","[c]","23290","19930"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Male","140","[c]","23540","20100"
"New entrant CS","2021","30-39","HM Land Registry","HM Land Registry","Female","110","[c]","28620","22350"
"New entrant CS","2021","30-39","HM Land Registry","HM Land Registry","Male","75","[c]","27980","22350"
"New entrant CS","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Female","695","[c]","23730","22920"
"New entrant CS","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Male","740","[c]","24600","22850"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","590","[c]","25300","20140"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","605","[c]","25520","20140"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Female","40","[c]","38430","33580"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Male","30","[c]","40620","37000"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","Home Office","Female","235","[c]","33000","28650"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","Home Office","Male","260","[c]","33380","25630"
"New entrant CS","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Institute for Apprenticeships and Technical Education","Department for Education","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal Aid Agency","Ministry of Justice","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Male","30","[c]","36280","34280"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","30","[c]","38320","40450"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","365","[c]","30850","26350"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","285","[c]","30910","26670"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","45","[c]","39930","39600"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Male","45","[c]","39710","36340"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","110","[c]","40390","36800"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","105","[c]","44570","40480"
"New entrant CS","2021","30-39","National Crime Agency","National Crime Agency","Female","150","[c]","34850","32770"
"New entrant CS","2021","30-39","National Crime Agency","National Crime Agency","Male","130","[c]","35150","34140"
"New entrant CS","2021","30-39","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Records of Scotland","Scottish Government","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Records of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Northern Ireland Office","Northern Ireland Office","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","50","[c]","36870","33700"
"New entrant CS","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Rail and Road","Office of Rail and Road","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of Rail and Road","Office of Rail and Road","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of the Public Guardian","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office of the Public Guardian","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Public Health England","Department of Health and Social Care","Female","330","[c]","35580","32330"
"New entrant CS","2021","30-39","Public Health England","Department of Health and Social Care","Male","125","[c]","39440","37600"
"New entrant CS","2021","30-39","Registers of Scotland","Scottish Government","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Registers of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scottish Courts and Tribunals Service","Scottish Government","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scottish Courts and Tribunals Service","Scottish Government","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scottish Forestry","Scottish Government","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scottish Forestry","Scottish Government","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scottish Government (excl. agencies)","Scottish Government","Female","160","[c]","38270","38540"
"New entrant CS","2021","30-39","Scottish Government (excl. agencies)","Scottish Government","Male","100","[c]","37790","38540"
"New entrant CS","2021","30-39","Scottish Housing Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scottish Housing Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scottish Prison Service","Scottish Government","Female","40","[c]","21850","20810"
"New entrant CS","2021","30-39","Scottish Prison Service","Scottish Government","Male","55","[c]","22110","20810"
"New entrant CS","2021","30-39","Scottish Public Pensions Agency","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scottish Public Pensions Agency","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Serious Fraud Office","Attorney General's Departments","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Serious Fraud Office","Attorney General's Departments","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Social Security Scotland","Scottish Government","Female","60","[c]","26560","26160"
"New entrant CS","2021","30-39","Social Security Scotland","Scottish Government","Male","40","[c]","27200","22250"
"New entrant CS","2021","30-39","Standards and Testing Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Student Awards Agency for Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Student Awards Agency for Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Submarine Delivery Agency","Ministry of Defence","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Submarine Delivery Agency","Ministry of Defence","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Teaching Regulation Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Teaching Regulation Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","The National Archives","The National Archives","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","The National Archives","The National Archives","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Transport Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Transport Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Export Finance","UK Export Finance","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Export Finance","UK Export Finance","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Hydrographic Office","Ministry of Defence","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Hydrographic Office","Ministry of Defence","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","30","[c]","26740","23320"
"New entrant CS","2021","30-39","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","145","[c]","32470","29540"
"New entrant CS","2021","30-39","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","125","[c]","34500","32540"
"New entrant CS","2021","30-39","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Valuation Office Agency","HM Revenue and Customs","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Valuation Office Agency","HM Revenue and Customs","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Vehicle Certification Agency","Department for Transport","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales Office","Wales Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales Office","Wales Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Water Services Regulation Authority","Water Services Regulation Authority","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Water Services Regulation Authority","Water Services Regulation Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Government (excl. agencies)","Welsh Government","Female","40","[c]","28480","25030"
"New entrant CS","2021","30-39","Welsh Government (excl. agencies)","Welsh Government","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Accountant in Bankruptcy","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Accountant in Bankruptcy","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","35","[c]","25510","24920"
"New entrant CS","2021","40-49","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Cabinet Office (excl. agencies)","Cabinet Office","Female","100","[c]","53530","49700"
"New entrant CS","2021","40-49","Cabinet Office (excl. agencies)","Cabinet Office","Male","95","[c]","69720","68000"
"New entrant CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","Charity Commission","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","Charity Commission","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Companies House","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Companies House","Department for Business, Energy and Industrial Strategy","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Competition and Markets Authority","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Competition and Markets Authority","Competition and Markets Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Criminal Injuries Compensation Authority","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Crown Commercial Service","Other Cabinet Office Agencies","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Crown Commercial Service","Other Cabinet Office Agencies","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Crown Office and Procurator Fiscal Service","Scottish Government","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Crown Office and Procurator Fiscal Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Crown Prosecution Service","Attorney General's Departments","Female","65","[c]","43010","48080"
"New entrant CS","2021","40-49","Crown Prosecution Service","Attorney General's Departments","Male","50","[c]","47250","48080"
"New entrant CS","2021","40-49","Defence Equipment and Support","Ministry of Defence","Female","50","[c]","35630","34420"
"New entrant CS","2021","40-49","Defence Equipment and Support","Ministry of Defence","Male","95","[c]","38480","36000"
"New entrant CS","2021","40-49","Defence Science and Technology Laboratory","Ministry of Defence","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Defence Science and Technology Laboratory","Ministry of Defence","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education (excl. agencies)","Department for Education","Female","50","[c]","41580","37250"
"New entrant CS","2021","40-49","Department for Education (excl. agencies)","Department for Education","Male","40","[c]","43930","36500"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","80","[c]","44200","36500"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","70","[c]","46300","47550"
"New entrant CS","2021","40-49","Department for International Trade","Department for International Trade","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for International Trade","Department for International Trade","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Transport (excl. agencies)","Department for Transport","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Transport (excl. agencies)","Department for Transport","Male","30","[c]","52130","48770"
"New entrant CS","2021","40-49","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","1890","[c]","27410","27570"
"New entrant CS","2021","40-49","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","1330","[c]","27580","27570"
"New entrant CS","2021","40-49","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","95","[c]","46110","42480"
"New entrant CS","2021","40-49","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","70","[c]","59840","49530"
"New entrant CS","2021","40-49","Disclosure Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Disclosure Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Driver and Vehicle Licensing Agency","Department for Transport","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Driver and Vehicle Licensing Agency","Department for Transport","Male","30","[c]","30070","21590"
"New entrant CS","2021","40-49","Driver and Vehicle Standards Agency","Department for Transport","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Driver and Vehicle Standards Agency","Department for Transport","Male","40","[c]","32720","26580"
"New entrant CS","2021","40-49","Education and Skills Funding Agency","Department for Education","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Education and Skills Funding Agency","Department for Education","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Education Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Education Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Food Standards Agency","Food Standards Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Food Standards Agency","Food Standards Agency","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Food Standards Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Food Standards Scotland","Scottish Government","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Forestry and Land Scotland","Scottish Government","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Forestry and Land Scotland","Scottish Government","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Government Internal Audit Agency","HM Treasury","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Government Internal Audit Agency","HM Treasury","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Government Legal Department","Attorney General's Departments","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Government Legal Department","Attorney General's Departments","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Government Property Agency","Other Cabinet Office Agencies","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Government Property Agency","Other Cabinet Office Agencies","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Health and Safety Executive","Department for Work and Pensions","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Health and Safety Executive","Department for Work and Pensions","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","HM Courts and Tribunals Service","Ministry of Justice","Female","170","[c]","22230","19930"
"New entrant CS","2021","40-49","HM Courts and Tribunals Service","Ministry of Justice","Male","95","[c]","26040","22570"
"New entrant CS","2021","40-49","HM Land Registry","HM Land Registry","Female","70","[c]","27240","22350"
"New entrant CS","2021","40-49","HM Land Registry","HM Land Registry","Male","55","[c]","30910","22350"
"New entrant CS","2021","40-49","HM Prison and Probation Service","Ministry of Justice","Female","410","[c]","23740","22850"
"New entrant CS","2021","40-49","HM Prison and Probation Service","Ministry of Justice","Male","370","[c]","25560","22920"
"New entrant CS","2021","40-49","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","375","[c]","27010","20140"
"New entrant CS","2021","40-49","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","375","[c]","27780","25560"
"New entrant CS","2021","40-49","HM Treasury (excl. agencies)","HM Treasury","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","HM Treasury (excl. agencies)","HM Treasury","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Home Office","Female","150","[c]","35320","28650"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Home Office","Male","190","[c]","37210","27760"
"New entrant CS","2021","40-49","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Institute for Apprenticeships and Technical Education","Department for Education","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Institute for Apprenticeships and Technical Education","Department for Education","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","Ministry of Justice","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","Department for Transport","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","Department for Transport","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","Department for Business, Energy and Industrial Strategy","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","300","[c]","31380","26350"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","325","[c]","33500","32350"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","30","[c]","47580","43900"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","60","[c]","43870","40800"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","70","[c]","47900","45780"
"New entrant CS","2021","40-49","National Crime Agency","National Crime Agency","Female","100","[c]","36030","34140"
"New entrant CS","2021","40-49","National Crime Agency","National Crime Agency","Male","65","[c]","38970","39000"
"New entrant CS","2021","40-49","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
