"Status","Year","Age","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Project Delivery","Ministry of Justice (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Office of Gas and Electricity Markets","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Scottish Forestry","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Submarine Delivery Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Submarine Delivery Agency","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","UK Space Agency","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","United Kingdom Statistics Authority","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Department for Education (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Forestry and Land Scotland","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Ministry of Defence (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Ministry of Defence (excl. agencies)","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Ministry of Justice (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Valuation Office Agency","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Valuation Office Agency","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Cabinet Office (excl. agencies)","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Cabinet Office (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","HM Prison and Probation Service","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Ministry of Defence (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Ministry of Defence (excl. agencies)","Male","90","[c]","28050","23540"
"New entrant CS","2021","40-49","Security","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Department for Education (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Department for Work and Pensions (excl. agencies)","Female","1890","[c]","27410","27570"
"New entrant CS","2021","40-49","Unknown","Department for Work and Pensions (excl. agencies)","Male","1330","[c]","27580","27570"
"New entrant CS","2021","40-49","Unknown","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Education Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Education Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Food Standards Scotland","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","HM Revenue and Customs (excl. agencies)","Female","50","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","HM Revenue and Customs (excl. agencies)","Male","40","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Home Office (incl. agencies)","Female","150","[c]","35320","28650"
"New entrant CS","2021","40-49","Unknown","Home Office (incl. agencies)","Male","190","[c]","37210","27760"
"New entrant CS","2021","40-49","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Met Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Female","185","[c]","31650","22640"
"New entrant CS","2021","40-49","Unknown","Ministry of Defence (excl. agencies)","Male","135","[c]","35240","30620"
"New entrant CS","2021","40-49","Unknown","National Records of Scotland","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Scottish Government (excl. agencies)","Female","95","[c]","44150","46600"
"New entrant CS","2021","40-49","Unknown","Scottish Government (excl. agencies)","Male","65","[c]","40620","38540"
"New entrant CS","2021","40-49","Unknown","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Social Security Scotland","Female","55","[c]","25080","20060"
"New entrant CS","2021","40-49","Unknown","Social Security Scotland","Male","45","[c]","30460","26160"
"New entrant CS","2021","40-49","Unknown","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Welsh Government (excl. agencies)","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Welsh Government (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Department of Health and Social Care (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","United Kingdom Statistics Authority","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Analysis","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Cabinet Office (excl. agencies)","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Cabinet Office (excl. agencies)","Male","40","[c]","92860","89000"
"New entrant CS","2021","50-59","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Defence Equipment and Support","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Department of Health and Social Care (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Ministry of Defence (excl. agencies)","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Ministry of Defence (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","UK Export Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Defence Equipment and Support","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","HM Revenue and Customs (excl. agencies)","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","HM Revenue and Customs (excl. agencies)","Male","30","[c]","27710","25560"
"New entrant CS","2021","50-59","Communications","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Met Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Food Standards Agency","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","HM Revenue and Customs (excl. agencies)","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Debt","HM Revenue and Customs (excl. agencies)","Female","50","[c]","20300","20140"
"New entrant CS","2021","50-59","Debt","HM Revenue and Customs (excl. agencies)","Male","60","[c]","20820","20140"
"New entrant CS","2021","50-59","Digital, Data & Technology","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
