"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Transport","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions","AA/AO","275","[c]","21040","21010"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions","EO","320","[c]","28010","27570"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department for Work and Pensions","SEO/HEO","55","[c]","35870","34290"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Land Registry","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs","AA/AO","285","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs","EO","170","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs","SEO/HEO","140","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Home Office","AA/AO","50","[c]","21680","21430"
"Leaver CS","2021","Declared disabled","Home Office","EO","55","[c]","26720","27240"
"Leaver CS","2021","Declared disabled","Home Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Home Office","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Defence","AA/AO","145","[c]","22330","20920"
"Leaver CS","2021","Declared disabled","Ministry of Defence","EO","90","[c]","26830","26670"
"Leaver CS","2021","Declared disabled","Ministry of Defence","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Defence","SEO/HEO","110","[c]","36160","34460"
"Leaver CS","2021","Declared disabled","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Justice","AA/AO","360","[c]","19760","19830"
"Leaver CS","2021","Declared disabled","Ministry of Justice","EO","55","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Justice","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Ministry of Justice","SEO/HEO","65","[c]","35940","34500"
"Leaver CS","2021","Declared disabled","Ministry of Justice","Unknown","145","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scottish Government","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Welsh Government","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Attorney General's Departments","AA/AO","50","[c]","22990","23470"
"Leaver CS","2021","Declared non-disabled","Attorney General's Departments","EO","35","[c]","27300","26970"
"Leaver CS","2021","Declared non-disabled","Attorney General's Departments","G6/G7","145","[c]","59050","55610"
"Leaver CS","2021","Declared non-disabled","Attorney General's Departments","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Attorney General's Departments","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Cabinet Office","AA/AO","25","[c]","[c]","[c]"
