"Status","Year","Parent_department","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for International Trade","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","HEO","Male","40","[c]","35130","34700"
"Leaver Dept.","2021","Department for Transport","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","SEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","SEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","AO","Female","45","[c]","21470","21590"
"Leaver Dept.","2021","Department for Transport","Outside London","AO","Male","30","[c]","21970","21590"
"Leaver Dept.","2021","Department for Transport","Outside London","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","HEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Outside London","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","EO","Female","50","[c]","30840","31060"
"Leaver Dept.","2021","Department for Work and Pensions","London","EO","Male","40","[c]","31010","31060"
"Leaver Dept.","2021","Department for Work and Pensions","London","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","AO","Female","195","[c]","21030","21010"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","AO","Male","130","[c]","21010","21010"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","EO","Female","330","[c]","27570","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","EO","Male","220","[c]","27570","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","HEO","Female","85","[c]","32310","31990"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","HEO","Male","55","[c]","32460","31990"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","SEO","Female","50","[c]","37020","35360"
"Leaver Dept.","2021","Department for Work and Pensions","Outside London","SEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","SEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Outside London","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","G6","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","HEO","Female","50","[c]","[c]","[c]"
