"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Commercial","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Department for Transport (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Department of Health and Social Care (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Driver and Vehicle Licensing Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","HM Prison and Probation Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","HM Prison and Probation Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Met Office","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Ministry of Defence (excl. agencies)","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Ministry of Defence (excl. agencies)","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Submarine Delivery Agency","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","UK Export Finance","London","10","[c]","50450","52700"
"New entrant CS","2021","40-49","Commercial","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Cabinet Office (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Companies House","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Defence Equipment and Support","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Department of Health and Social Care (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","HM Revenue and Customs (excl. agencies)","East Midlands (England)","20","[c]","27580","25560"
"New entrant CS","2021","40-49","Communications","HM Revenue and Customs (excl. agencies)","North East (England)","45","[c]","27020","25560"
"New entrant CS","2021","40-49","Communications","HM Revenue and Customs (excl. agencies)","North West (England)","30","[c]","26600","25560"
"New entrant CS","2021","40-49","Communications","HM Revenue and Customs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Public Health England","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Public Health England","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Public Health England","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Rural Payments Agency","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Driver and Vehicle Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Government Internal Audit Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Insolvency Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","UK Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Debt","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Debt","HM Revenue and Customs (excl. agencies)","London","10","[c]","24120","24120"
"New entrant CS","2021","40-49","Debt","HM Revenue and Customs (excl. agencies)","North East (England)","40","[c]","20650","20140"
"New entrant CS","2021","40-49","Debt","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Debt","HM Revenue and Customs (excl. agencies)","Scotland","65","[c]","20300","20140"
"New entrant CS","2021","40-49","Debt","HM Revenue and Customs (excl. agencies)","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Debt","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","25","[c]","52930","54700"
"New entrant CS","2021","40-49","Digital, Data & Technology","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Companies House","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Crown Commercial Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Crown Prosecution Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Education (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","10","[c]","48730","46150"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","15","[c]","44090","47550"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for International Trade","London","10","[c]","58930","56040"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Wales","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Driver and Vehicle Standards Agency","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Education and Skills Funding Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Government Property Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Government Property Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Government Property Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Courts and Tribunals Service","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Land Registry","South West (England)","15","[c]","36140","27130"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East of England","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Scotland","10","[c]","44580","38630"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands (England)","10","[c]","45980","38630"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","HM Treasury (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Maritime and Coastguard Agency","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Met Office","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","35","[c]","58450","60250"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","National Crime Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Office of Gas and Electricity Markets","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","The National Archives","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","UK Hydrographic Office","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","UK Intellectual Property Office","Wales","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","United Kingdom Statistics Authority","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data & Technology","United Kingdom Statistics Authority","Wales","15","[c]","43930","49100"
"New entrant CS","2021","40-49","Finance","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Companies House","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Crown Office and Procurator Fiscal Service","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Crown Prosecution Service","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Defence Equipment and Support","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
