"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","No function","Cabinet Office","G6/G7","70","[c]","57520","54700"
"New entrant CS","2021","No function","Cabinet Office","SCS level","15","[c]","97270","90000"
"New entrant CS","2021","No function","Cabinet Office","SEO/HEO","660","[c]","29340","28000"
"New entrant CS","2021","No function","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy","AA/AO","225","[c]","21350","20880"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy","EO","315","[c]","25480","24250"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy","G6/G7","90","[c]","57830","53380"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","460","[c]","35150","33570"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","EO","45","[c]","27790","26180"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","G6/G7","45","[c]","55860","51730"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","160","[c]","34990","34020"
"New entrant CS","2021","No function","Department for Education","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Education","EO","105","[c]","26200","25000"
"New entrant CS","2021","No function","Department for Education","G6/G7","60","[c]","53950","53420"
"New entrant CS","2021","No function","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Education","SEO/HEO","190","[c]","33800","32940"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs","AA/AO","250","[c]","22090","21050"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs","EO","320","[c]","25080","24920"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs","G6/G7","115","[c]","54280","52290"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs","SCS level","20","[c]","85320","77950"
"New entrant CS","2021","No function","Department for Environment, Food and Rural Affairs","SEO/HEO","445","[c]","33330","32560"
"New entrant CS","2021","No function","Department for International Trade","AA/AO","25","[c]","18200","18200"
"New entrant CS","2021","No function","Department for International Trade","EO","50","[c]","25700","26250"
"New entrant CS","2021","No function","Department for International Trade","G6/G7","20","[c]","53300","51970"
"New entrant CS","2021","No function","Department for International Trade","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for International Trade","SEO/HEO","120","[c]","33250","31800"
"New entrant CS","2021","No function","Department for Transport","AA/AO","440","[c]","21620","21590"
"New entrant CS","2021","No function","Department for Transport","EO","180","[c]","27260","26130"
"New entrant CS","2021","No function","Department for Transport","G6/G7","65","[c]","59860","54650"
"New entrant CS","2021","No function","Department for Transport","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Transport","SEO/HEO","210","[c]","36030","34710"
"New entrant CS","2021","No function","Department for Work and Pensions","AA/AO","25","[c]","21190","20480"
"New entrant CS","2021","No function","Department for Work and Pensions","EO","70","[c]","26490","26370"
"New entrant CS","2021","No function","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Department for Work and Pensions","SEO/HEO","65","[c]","39640","36040"
"New entrant CS","2021","No function","Department of Health and Social Care","AA/AO","420","[c]","20500","19630"
"New entrant CS","2021","No function","Department of Health and Social Care","EO","435","[c]","25560","26880"
"New entrant CS","2021","No function","Department of Health and Social Care","G6/G7","355","[c]","56390","53360"
"New entrant CS","2021","No function","Department of Health and Social Care","SCS level","100","[c]","97030","91300"
"New entrant CS","2021","No function","Department of Health and Social Care","SEO/HEO","1265","[c]","34500","32790"
"New entrant CS","2021","No function","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Food Standards Agency","SEO/HEO","50","[c]","35040","37350"
"New entrant CS","2021","No function","HM Land Registry","AA/AO","515","[c]","22530","22350"
"New entrant CS","2021","No function","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Land Registry","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","AA/AO","1785","[c]","20220","20140"
"New entrant CS","2021","No function","HM Revenue and Customs","EO","180","[c]","25900","25560"
"New entrant CS","2021","No function","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Revenue and Customs","SEO/HEO","160","[c]","33090","31810"
"New entrant CS","2021","No function","HM Treasury","AA/AO","10","[c]","23020","23500"
"New entrant CS","2021","No function","HM Treasury","EO","65","[c]","25530","24300"
"New entrant CS","2021","No function","HM Treasury","G6/G7","35","[c]","55550","54500"
"New entrant CS","2021","No function","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","HM Treasury","SEO/HEO","225","[c]","31110","30500"
"New entrant CS","2021","No function","Ministry of Defence","AA/AO","70","[c]","18750","20170"
"New entrant CS","2021","No function","Ministry of Defence","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","G6/G7","25","[c]","49400","46080"
"New entrant CS","2021","No function","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Defence","SEO/HEO","75","[c]","31780","32620"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","AA/AO","40","[c]","20890","21270"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","EO","60","[c]","26760","27850"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","G6/G7","55","[c]","52330","53130"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Housing, Communities and Local Government","SEO/HEO","105","[c]","34200","33210"
"New entrant CS","2021","No function","Ministry of Justice","AA/AO","5685","[c]","22340","21980"
"New entrant CS","2021","No function","Ministry of Justice","EO","370","[c]","24490","24620"
"New entrant CS","2021","No function","Ministry of Justice","G6/G7","35","[c]","53850","52850"
"New entrant CS","2021","No function","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Ministry of Justice","SEO/HEO","355","[c]","32200","30850"
"New entrant CS","2021","No function","Ministry of Justice","Unknown","1440","[c]","22930","22920"
"New entrant CS","2021","No function","National Crime Agency","AA/AO","60","[c]","21860","20800"
"New entrant CS","2021","No function","National Crime Agency","EO","615","[c]","30990","32260"
"New entrant CS","2021","No function","National Crime Agency","G6/G7","20","[c]","62070","60990"
"New entrant CS","2021","No function","National Crime Agency","SEO/HEO","195","[c]","42000","40210"
"New entrant CS","2021","No function","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Northern Ireland Office","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office for Standards in Education","AA/AO","10","[c]","20400","21160"
"New entrant CS","2021","No function","Office for Standards in Education","EO","10","[c]","27180","27250"
"New entrant CS","2021","No function","Office for Standards in Education","G6/G7","55","[c]","73280","75500"
"New entrant CS","2021","No function","Office for Standards in Education","SEO/HEO","40","[c]","47010","46360"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","AA/AO","40","[c]","18900","18180"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","EO","115","[c]","24660","23450"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","G6/G7","20","[c]","65140","63000"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Gas and Electricity Markets","SEO/HEO","60","[c]","35160","34000"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","20","[c]","33100","31000"
"New entrant CS","2021","No function","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Office of Rail and Road","G6/G7","10","[c]","55460","56000"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","AA/AO","10","[c]","18930","18870"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","EO","15","[c]","22830","22230"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","G6/G7","10","[c]","55830","55250"
"New entrant CS","2021","No function","Other Cabinet Office Agencies","SEO/HEO","20","[c]","31930","31000"
"New entrant CS","2021","No function","Scottish Government","AA/AO","285","[c]","20680","20810"
"New entrant CS","2021","No function","Scottish Government","EO","50","[c]","25820","25410"
"New entrant CS","2021","No function","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Scottish Government","SEO/HEO","10","[c]","38260","38980"
"New entrant CS","2021","No function","The National Archives","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","The National Archives","SEO/HEO","15","[c]","31660","31960"
"New entrant CS","2021","No function","United Kingdom Statistics Authority","AA/AO","110","[c]","19420","19130"
"New entrant CS","2021","No function","United Kingdom Statistics Authority","EO","65","[c]","23740","23050"
"New entrant CS","2021","No function","United Kingdom Statistics Authority","G6/G7","20","[c]","53780","51900"
"New entrant CS","2021","No function","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","United Kingdom Statistics Authority","SEO/HEO","160","[c]","33040","32540"
"New entrant CS","2021","No function","Wales Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Wales Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Water Services Regulation Authority","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Water Services Regulation Authority","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Cabinet Office","G6/G7","10","[c]","60320","60570"
"New entrant CS","2021","Project Delivery","Cabinet Office","SCS level","10","[c]","102460","110000"
"New entrant CS","2021","Project Delivery","Cabinet Office","SEO/HEO","10","[c]","36270","34550"
"New entrant CS","2021","Project Delivery","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","G6/G7","10","[c]","63950","59870"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Competition and Markets Authority","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","EO","15","[c]","26150","26640"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","G6/G7","15","[c]","55470","53380"
"New entrant CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
