"Status","Year","Age","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","35","[c]","26300","24250"
"New entrant CS","2021","30-39","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","155","[c]","51050","54700"
"New entrant CS","2021","30-39","Unknown","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Crown Prosecution Service","Attorney General's Departments","30","[c]","38460","38090"
"New entrant CS","2021","30-39","Unknown","Defence Equipment and Support","Ministry of Defence","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Department for Education (excl. agencies)","Department for Education","65","[c]","38530","36500"
"New entrant CS","2021","30-39","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","65","[c]","40250","36510"
"New entrant CS","2021","30-39","Unknown","Department for International Trade","Department for International Trade","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Department for Transport (excl. agencies)","Department for Transport","40","[c]","43450","42470"
"New entrant CS","2021","30-39","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","480","[c]","28340","27570"
"New entrant CS","2021","30-39","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","150","[c]","44020","40650"
"New entrant CS","2021","30-39","Unknown","Disclosure Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Driver and Vehicle Standards Agency","Department for Transport","35","[c]","28860","26580"
"New entrant CS","2021","30-39","Unknown","Education and Skills Funding Agency","Department for Education","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Food Standards Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","HM Courts and Tribunals Service","Ministry of Justice","185","[c]","22740","21170"
"New entrant CS","2021","30-39","Unknown","HM Land Registry","HM Land Registry","75","[c]","27650","22350"
"New entrant CS","2021","30-39","Unknown","HM Prison and Probation Service","Ministry of Justice","495","[c]","24210","22850"
"New entrant CS","2021","30-39","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","755","[c]","24750","20140"
"New entrant CS","2021","30-39","Unknown","HM Treasury (excl. agencies)","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Home Office (incl. agencies)","Home Office","315","[c]","33460","25900"
"New entrant CS","2021","30-39","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Legal Aid Agency","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Maritime and Coastguard Agency","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","120","[c]","33140","26750"
"New entrant CS","2021","30-39","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","80","[c]","43650","40000"
"New entrant CS","2021","30-39","Unknown","National Crime Agency","National Crime Agency","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Planning Inspectorate","Ministry of Housing, Communities and Local Government","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Public Health England","Department of Health and Social Care","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Scottish Courts and Tribunals Service","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Scottish Government (excl. agencies)","Scottish Government","130","[c]","39170","38540"
"New entrant CS","2021","30-39","Unknown","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Scottish Prison Service","Scottish Government","90","[c]","22120","20810"
"New entrant CS","2021","30-39","Unknown","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Social Security Scotland","Scottish Government","30","[c]","28910","26160"
"New entrant CS","2021","30-39","Unknown","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Submarine Delivery Agency","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","45","[c]","27400","23320"
"New entrant CS","2021","30-39","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","75","[c]","34030","32540"
"New entrant CS","2021","30-39","Unknown","Valuation Office Agency","HM Revenue and Customs","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","75","[c]","26090","24920"
"New entrant CS","2021","30-39","White","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Cabinet Office (excl. agencies)","Cabinet Office","115","[c]","43910","40600"
"New entrant CS","2021","30-39","White","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Charity Commission","Charity Commission","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Companies House","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Competition and Markets Authority","Competition and Markets Authority","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Criminal Injuries Compensation Authority","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Crown Commercial Service","Other Cabinet Office Agencies","35","[c]","33070","32320"
"New entrant CS","2021","30-39","White","Crown Office and Procurator Fiscal Service","Scottish Government","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Crown Prosecution Service","Attorney General's Departments","115","[c]","38790","38000"
"New entrant CS","2021","30-39","White","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Defence Equipment and Support","Ministry of Defence","105","[c]","33790","30250"
"New entrant CS","2021","30-39","White","Defence Science and Technology Laboratory","Ministry of Defence","45","[c]","34330","37320"
"New entrant CS","2021","30-39","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","75","[c]","43340","40050"
"New entrant CS","2021","30-39","White","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","65","[c]","44060","38000"
"New entrant CS","2021","30-39","White","Department for Education (excl. agencies)","Department for Education","75","[c]","40330","36500"
"New entrant CS","2021","30-39","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","160","[c]","37640","35900"
"New entrant CS","2021","30-39","White","Department for International Trade","Department for International Trade","40","[c]","40780","38160"
"New entrant CS","2021","30-39","White","Department for Transport (excl. agencies)","Department for Transport","70","[c]","41110","35060"
"New entrant CS","2021","30-39","White","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","2280","[c]","26600","27570"
"New entrant CS","2021","30-39","White","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","50","[c]","43380","40650"
"New entrant CS","2021","30-39","White","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Driver and Vehicle Licensing Agency","Department for Transport","35","[c]","24890","21590"
"New entrant CS","2021","30-39","White","Driver and Vehicle Standards Agency","Department for Transport","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Education and Skills Funding Agency","Department for Education","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Food Standards Agency","Food Standards Agency","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Food Standards Scotland","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Forestry and Land Scotland","Scottish Government","30","[c]","27300","25140"
"New entrant CS","2021","30-39","White","Government Actuary's Department","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Government Legal Department","Attorney General's Departments","45","[c]","47270","50500"
"New entrant CS","2021","30-39","White","Government Property Agency","Other Cabinet Office Agencies","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Health and Safety Executive","Department for Work and Pensions","30","[c]","35000","31660"
"New entrant CS","2021","30-39","White","HM Courts and Tribunals Service","Ministry of Justice","135","[c]","23940","19450"
"New entrant CS","2021","30-39","White","HM Land Registry","HM Land Registry","95","[c]","28800","22350"
"New entrant CS","2021","30-39","White","HM Prison and Probation Service","Ministry of Justice","785","[c]","23920","22850"
"New entrant CS","2021","30-39","White","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","330","[c]","26230","25560"
"New entrant CS","2021","30-39","White","HM Treasury (excl. agencies)","HM Treasury","45","[c]","40470","35000"
"New entrant CS","2021","30-39","White","Home Office (incl. agencies)","Home Office","130","[c]","32360","24890"
"New entrant CS","2021","30-39","White","Insolvency Service","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Institute for Apprenticeships and Technical Education","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Legal Aid Agency","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Maritime and Coastguard Agency","Department for Transport","40","[c]","33790","30730"
"New entrant CS","2021","30-39","White","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Met Office","Department for Business, Energy and Industrial Strategy","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Ministry of Defence (excl. agencies)","Ministry of Defence","445","[c]","30050","26350"
"New entrant CS","2021","30-39","White","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","50","[c]","40160","36340"
"New entrant CS","2021","30-39","White","Ministry of Justice (excl. agencies)","Ministry of Justice","100","[c]","41840","40000"
"New entrant CS","2021","30-39","White","National Crime Agency","National Crime Agency","215","[c]","34280","32770"
"New entrant CS","2021","30-39","White","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","National Records of Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Northern Ireland Office","Northern Ireland Office","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","45","[c]","49510","46360"
"New entrant CS","2021","30-39","White","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","50","[c]","33640","31980"
"New entrant CS","2021","30-39","White","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Office of Rail and Road","Office of Rail and Road","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Planning Inspectorate","Ministry of Housing, Communities and Local Government","25","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Public Health England","Department of Health and Social Care","280","[c]","37130","36330"
"New entrant CS","2021","30-39","White","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Scottish Forestry","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Scottish Government (excl. agencies)","Scottish Government","125","[c]","36560","32900"
"New entrant CS","2021","30-39","White","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Scottish Prison Service","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Serious Fraud Office","Attorney General's Departments","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Social Security Scotland","Scottish Government","60","[c]","25960","22790"
"New entrant CS","2021","30-39","White","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Submarine Delivery Agency","Ministry of Defence","35","[c]","33300","33250"
"New entrant CS","2021","30-39","White","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","The National Archives","The National Archives","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","UK Export Finance","UK Export Finance","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","UK Hydrographic Office","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","UK Space Agency","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","United Kingdom Statistics Authority","United Kingdom Statistics Authority","185","[c]","33330","29540"
"New entrant CS","2021","30-39","White","Valuation Office Agency","HM Revenue and Customs","30","[c]","25470","20880"
"New entrant CS","2021","30-39","White","Vehicle Certification Agency","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Welsh Government (excl. agencies)","Welsh Government","45","[c]","28500","25030"
"New entrant CS","2021","30-39","White","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","White","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Cabinet Office (excl. agencies)","Cabinet Office","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Crown Prosecution Service","Attorney General's Departments","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Defence Equipment and Support","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Department for Education (excl. agencies)","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Department for Transport (excl. agencies)","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","305","[c]","28750","27570"
"New entrant CS","2021","40-49","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Government Legal Department","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","HM Courts and Tribunals Service","Ministry of Justice","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","HM Land Registry","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","HM Prison and Probation Service","Ministry of Justice","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","50","[c]","28070","24120"
"New entrant CS","2021","40-49","Asian","HM Treasury (excl. agencies)","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Home Office (incl. agencies)","Home Office","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Ministry of Defence (excl. agencies)","Ministry of Defence","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Ministry of Justice (excl. agencies)","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","National Crime Agency","National Crime Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Public Health England","Department of Health and Social Care","40","[c]","43570","37270"
"New entrant CS","2021","40-49","Asian","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Asian","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
