"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Finance","Chancellor's other departments","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Finance","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","EO","Female","30","25","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","EO","Male","15","15","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","G6/G7","Female","50","50","59160","58750"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","G6/G7","Male","45","45","61220","60490"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","65","60","39120","39240"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","60","60","39430","40050"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education","EO","Female","40","40","25650","25500"
"In post","2021","Finance","Department for Education","EO","Male","25","25","[c]","[c]"
"In post","2021","Finance","Department for Education","G6/G7","Female","110","100","54960","50950"
"In post","2021","Finance","Department for Education","G6/G7","Male","95","95","56170","53760"
"In post","2021","Finance","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Finance","Department for Education","SEO/HEO","Female","130","125","35890","36500"
"In post","2021","Finance","Department for Education","SEO/HEO","Male","120","120","35710","36500"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","AA/AO","Female","10","5","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","EO","Female","25","20","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","EO","Male","10","10","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","G6/G7","Female","60","60","53760","52100"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","G6/G7","Male","80","80","56400","54980"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","120","115","34780","36440"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","95","95","35950","36970"
"In post","2021","Finance","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","EO","Female","10","10","[c]","[c]"
"In post","2021","Finance","Department for International Trade","EO","Male","5","5","[c]","[c]"
"In post","2021","Finance","Department for International Trade","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Finance","Department for International Trade","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Finance","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Finance","Department for International Trade","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Finance","Department for Transport","AA/AO","Female","35","30","20790","21590"
"In post","2021","Finance","Department for Transport","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Finance","Department for Transport","EO","Female","50","45","27050","26700"
"In post","2021","Finance","Department for Transport","EO","Male","25","25","[c]","[c]"
"In post","2021","Finance","Department for Transport","G6/G7","Female","45","40","56000","54760"
"In post","2021","Finance","Department for Transport","G6/G7","Male","65","65","58270","55320"
"In post","2021","Finance","Department for Transport","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Finance","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport","SEO/HEO","Female","85","80","36980","35920"
"In post","2021","Finance","Department for Transport","SEO/HEO","Male","90","90","38440","39770"
"In post","2021","Finance","Department for Work and Pensions","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","SEO/HEO","Female","10","5","[c]","[c]"
"In post","2021","Finance","Department for Work and Pensions","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","EO","Female","65","60","26010","25340"
"In post","2021","Finance","Department of Health and Social Care","EO","Male","25","25","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","G6/G7","Female","75","70","57370","54390"
"In post","2021","Finance","Department of Health and Social Care","G6/G7","Male","75","75","58830","56810"
"In post","2021","Finance","Department of Health and Social Care","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care","SEO/HEO","Female","180","175","35450","33950"
"In post","2021","Finance","Department of Health and Social Care","SEO/HEO","Male","140","140","35590","33480"
"In post","2021","Finance","ESTYN","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","EO","Male","5","5","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","EO","Female","30","30","27150","26120"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","EO","Male","20","20","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","G6/G7","Female","55","50","56490","57420"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","G6/G7","Male","35","35","58930","57000"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","SEO/HEO","Female","50","50","36920","36360"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","SEO/HEO","Male","60","55","38690","38600"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Land Registry","EO","Female","5","5","[c]","[c]"
