"Status","Year","Age","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Other","20","20","35150","33520"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","175","170","43590","37760"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","75","70","39330","35640"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","20","20","38840","35970"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","15","15","47380","42490"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","40","35","47000","43660"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","25","20","34150","31180"
"In post","2021","30-39","National Crime Agency","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Crime Agency","National Crime Agency","Communications","10","10","[c]","[c]"
"In post","2021","30-39","National Crime Agency","National Crime Agency","Digital, Data and Technology","55","55","39400","36740"
"In post","2021","30-39","National Crime Agency","National Crime Agency","Finance","10","10","34070","30480"
"In post","2021","30-39","National Crime Agency","National Crime Agency","Human Resources","35","30","37390","36740"
"In post","2021","30-39","National Crime Agency","National Crime Agency","Legal","20","20","56310","59160"
"In post","2021","30-39","National Crime Agency","National Crime Agency","Operational Delivery","1115","1090","37750","36740"
"In post","2021","30-39","National Crime Agency","National Crime Agency","Project Delivery","20","20","43940","45480"
"In post","2021","30-39","National Crime Agency","National Crime Agency","Security","10","10","33260","33080"
"In post","2021","30-39","National Infrastructure Commission","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Infrastructure Commission","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Infrastructure Commission","HM Treasury","Policy","10","10","56590","52360"
"In post","2021","30-39","National Records of Scotland","Scottish Government","Unknown","95","90","35410","33620"
"In post","2021","30-39","National Savings and Investments","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Savings and Investments","Chancellor's other departments","Communications","10","10","[c]","[c]"
"In post","2021","30-39","National Savings and Investments","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Savings and Investments","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Savings and Investments","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Savings and Investments","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Savings and Investments","Chancellor's other departments","Other","15","15","45000","42290"
"In post","2021","30-39","National Savings and Investments","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Savings and Investments","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","National Savings and Investments","Chancellor's other departments","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Northern Ireland Office","Communications","5","5","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Northern Ireland Office","Economics","5","5","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Northern Ireland Office","Policy","35","35","48720","49960"
"In post","2021","30-39","Office for Budget Responsibility","HM Treasury","Economics","10","10","56050","57060"
"In post","2021","30-39","Office for Budget Responsibility","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Communications","15","15","40090","35010"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Digital, Data and Technology","25","25","43650","39850"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Finance","15","15","45800","39850"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Human Resources","25","20","37770","32010"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Inspector of Education and Training","75","75","61110","51360"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Legal","5","5","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Operational Delivery","65","60","29360","25880"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Other","70","65","30750","25880"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Policy","20","20","47860","42850"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Project Delivery","15","15","41530","35930"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Social Research","20","20","42590","35010"
"In post","2021","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Statistics","45","45","39160","32010"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","10","10","39640","35680"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","5","5","[c]","[c]"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","35","35","49670","45000"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","20","20","48830","49660"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","10","10","48280","46250"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","5","5","[c]","[c]"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","35","30","57280","56010"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","65","65","35680","31720"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","175","170","46080","43000"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","25","25","41270","36900"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","10","10","49030","46200"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","5","5","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Communications","10","10","37660","34830"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Delivery","30","30","41130","33520"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Research","5","5","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Policy","15","15","55140","47360"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Project Delivery","5","5","[c]","[c]"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Statistics","[c]","[c]","[c]","[c]"
