"Status","Year","Function_of_post","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","Cabinet Office","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chancellor's other departments","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Work and Pensions","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Work and Pensions","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","London","Female","55","[c]","30130","27270"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","Outside London","Female","35","[c]","44300","36640"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","Outside London","Female","130","[c]","25840","20920"
"New entrant CS","2021","Human Resources","Ministry of Defence","Outside London","Male","40","[c]","29300","20920"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other Cabinet Office Agencies","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other Cabinet Office Agencies","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Government","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Government","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Treasury","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Treasury","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Treasury","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Treasury","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Justice","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Justice","Outside London","Male","[c]","[c]","[c]","[c]"
