"Status","Year","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","White","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Registers of Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Scottish Government (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Serious Fraud Office","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Submarine Delivery Agency","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Teaching Regulation Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Export Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Hydrographic Office","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Intellectual Property Office","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Space Agency","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","UK Space Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","United Kingdom Statistics Authority","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","White","United Kingdom Statistics Authority","Outside London","70","[c]","36910","36030"
"Leaver Dept.","2021","White","Valuation Office Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Valuation Office Agency","Outside London","30","[c]","30760","25930"
"Leaver Dept.","2021","White","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Welsh Government (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Animal and Plant Health Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cabinet Office (excl. agencies)","London","65","[c]","41070","34550"
"New entrant CS","2021","Asian","Cabinet Office (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cabinet Office (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Companies House","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Crown Commercial Service","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Crown Commercial Service","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Crown Prosecution Service","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Crown Prosecution Service","Outside London","40","[c]","32860","25480"
"New entrant CS","2021","Asian","Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Defence Equipment and Support","Outside London","30","[c]","37520","30000"
"New entrant CS","2021","Asian","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","60","[c]","34560","33570"
"New entrant CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Digital, Culture, Media and Sport","London","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Digital, Culture, Media and Sport","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Education (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Education (excl. agencies)","Outside London","30","[c]","34090","29360"
"New entrant CS","2021","Asian","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","45","[c]","35760","32560"
"New entrant CS","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for International Trade","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Transport (excl. agencies)","London","40","[c]","35480","34710"
"New entrant CS","2021","Asian","Department for Transport (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department for Work and Pensions (excl. agencies)","London","780","[c]","30580","31060"
"New entrant CS","2021","Asian","Department for Work and Pensions (excl. agencies)","Outside London","1200","[c]","26320","27570"
"New entrant CS","2021","Asian","Department for Work and Pensions (excl. agencies)","Unknown","30","[c]","28080","27570"
"New entrant CS","2021","Asian","Department of Health and Social Care (excl. agencies)","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Department of Health and Social Care (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Driver and Vehicle Licensing Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Driver and Vehicle Standards Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Education and Skills Funding Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Government Internal Audit Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Government Legal Department","London","35","[c]","43720","43920"
"New entrant CS","2021","Asian","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Health and Safety Executive","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Courts and Tribunals Service","London","60","[c]","25050","22680"
"New entrant CS","2021","Asian","HM Courts and Tribunals Service","Outside London","75","[c]","21790","19930"
"New entrant CS","2021","Asian","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Land Registry","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Land Registry","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Prison and Probation Service","London","50","[c]","26920","26810"
"New entrant CS","2021","Asian","HM Prison and Probation Service","Outside London","90","[c]","22750","22920"
"New entrant CS","2021","Asian","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Revenue and Customs (excl. agencies)","London","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Revenue and Customs (excl. agencies)","Outside London","235","[c]","24590","20140"
"New entrant CS","2021","Asian","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","HM Treasury (excl. agencies)","London","40","[c]","29940","28500"
"New entrant CS","2021","Asian","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Home Office (incl. agencies)","London","65","[c]","36930","29910"
"New entrant CS","2021","Asian","Home Office (incl. agencies)","Outside London","35","[c]","28490","24880"
"New entrant CS","2021","Asian","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Insolvency Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Maritime and Coastguard Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","London","35","[c]","41270","32640"
"New entrant CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Met Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Met Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Met Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Defence (excl. agencies)","London","30","[c]","31480","29370"
"New entrant CS","2021","Asian","Ministry of Defence (excl. agencies)","Outside London","75","[c]","33910","26670"
"New entrant CS","2021","Asian","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Justice (excl. agencies)","London","50","[c]","38920","32870"
"New entrant CS","2021","Asian","Ministry of Justice (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","National Crime Agency","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","National Crime Agency","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Gas and Electricity Markets","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Qualifications and Examinations Regulation","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of the Public Guardian","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Public Health England","London","120","[c]","35990","32330"
"New entrant CS","2021","Asian","Public Health England","Outside London","115","[c]","29340","23850"
"New entrant CS","2021","Asian","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Government (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Serious Fraud Office","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Social Security Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Submarine Delivery Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","The National Archives","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Export Finance","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Asian","United Kingdom Statistics Authority","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Valuation Office Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Wales Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Government (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office (excl. agencies)","London","45","[c]","36000","34550"
"New entrant CS","2021","Black","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Crown Prosecution Service","London","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Crown Prosecution Service","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Defence Equipment and Support","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","30","[c]","36500","33570"
"New entrant CS","2021","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport (excl. agencies)","London","25","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Transport (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department for Work and Pensions (excl. agencies)","London","830","[c]","30040","31060"
"New entrant CS","2021","Black","Department for Work and Pensions (excl. agencies)","Outside London","590","[c]","26820","27570"
"New entrant CS","2021","Black","Department for Work and Pensions (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care (excl. agencies)","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Driver and Vehicle Standards Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Education and Skills Funding Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","Black","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Government Legal Department","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Courts and Tribunals Service","London","75","[c]","23940","22680"
"New entrant CS","2021","Black","HM Courts and Tribunals Service","Outside London","30","[c]","23600","21870"
"New entrant CS","2021","Black","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Prison and Probation Service","London","120","[c]","27280","26810"
"New entrant CS","2021","Black","HM Prison and Probation Service","Outside London","95","[c]","24230","22850"
"New entrant CS","2021","Black","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Revenue and Customs (excl. agencies)","Outside London","60","[c]","24860","20140"
"New entrant CS","2021","Black","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury (excl. agencies)","London","20","[c]","[c]","[c]"
"New entrant CS","2021","Black","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office (incl. agencies)","London","35","[c]","39800","35070"
"New entrant CS","2021","Black","Home Office (incl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","Black","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
