"Status","Year","Age","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","No function","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scottish Prison Service","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","No function","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","United Kingdom Statistics Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","No function","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","United Kingdom Statistics Authority","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","No function","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Electronics and Components Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Equipment and Support","Heterosexual / straight","50","50","18580","17780"
"In post","2021","16-19","Project Delivery","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Equipment and Support","Unknown","40","40","17140","16780"
"In post","2021","16-19","Project Delivery","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Submarine Delivery Agency","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Property","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","FCDO Services","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Property","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Valuation Office Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Property","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Valuation Office Agency","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Security","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Cabinet Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Security","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Ministry of Defence (excl. agencies)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Security","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Ministry of Defence (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Security","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","150","150","22630","21010"
"In post","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","LGBO","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Home Office (incl. agencies)","Heterosexual / straight","35","30","22890","21430"
"In post","2021","16-19","Unknown","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Home Office (incl. agencies)","Unknown","40","35","21920","21430"
"In post","2021","16-19","Unknown","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence (excl. agencies)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Royal Fleet Auxiliary","Unknown","35","35","18640","15940"
"In post","2021","16-19","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Government (excl. agencies)","Heterosexual / straight","30","30","21790","21150"
"In post","2021","16-19","Unknown","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Government (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Social Security Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Welsh Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
