"Status","Year","Age","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Communications","Defence Science and Technology Laboratory","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","35","35","41080","38690"
"In post","2021","20-29","Communications","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","10","10","45020","39960"
"In post","2021","20-29","Communications","Department for Education (excl. agencies)","Department for Education","85","80","33130","29360"
"In post","2021","20-29","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","50","50","35230","33120"
"In post","2021","20-29","Communications","Department for International Trade","Department for International Trade","45","45","34490","32120"
"In post","2021","20-29","Communications","Department for Transport (excl. agencies)","Department for Transport","35","35","38010","35060"
"In post","2021","20-29","Communications","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","65","65","33150","27390"
"In post","2021","20-29","Communications","Driver and Vehicle Licensing Agency","Department for Transport","10","10","26440","26350"
"In post","2021","20-29","Communications","Driver and Vehicle Standards Agency","Department for Transport","10","10","24520","26130"
"In post","2021","20-29","Communications","Education and Skills Funding Agency","Department for Education","10","10","30730","30140"
"In post","2021","20-29","Communications","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","35","35","38800","38620"
"In post","2021","20-29","Communications","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Government Legal Department","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1185","1175","27160","25560"
"In post","2021","20-29","Communications","HM Treasury (excl. agencies)","HM Treasury","15","15","39610","37710"
"In post","2021","20-29","Communications","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","80","80","32710","28670"
"In post","2021","20-29","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","35","35","34130","33210"
"In post","2021","20-29","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","30","30","31960","30850"
"In post","2021","20-29","Communications","National Crime Agency","National Crime Agency","10","10","[c]","[c]"
"In post","2021","20-29","Communications","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","10","10","32630","30750"
"In post","2021","20-29","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Public Health England","Department of Health and Social Care","10","10","36900","36040"
"In post","2021","20-29","Communications","Registers of Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","The National Archives","The National Archives","5","5","[c]","[c]"
"In post","2021","20-29","Communications","UK Export Finance","UK Export Finance","5","5","[c]","[c]"
"In post","2021","20-29","Communications","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","United Kingdom Statistics Authority","United Kingdom Statistics Authority","20","20","30480","29540"
"In post","2021","20-29","Communications","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Cabinet Office (excl. agencies)","Cabinet Office","25","25","37370","34550"
"In post","2021","20-29","Counter Fraud","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Food Standards Agency","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1010","1005","29350","25560"
"In post","2021","20-29","Counter Fraud","Insolvency Service","Department for Business, Energy and Industrial Strategy","10","10","29900","32360"
"In post","2021","20-29","Counter Fraud","Serious Fraud Office","Attorney General's Departments","40","40","32400","33100"
"In post","2021","20-29","Counter Fraud","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","20-29","Debt","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1060","1030","21150","20140"
"In post","2021","20-29","Debt","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","10","10","32140","30340"
"In post","2021","20-29","Digital, Data & Technology","Cabinet Office (excl. agencies)","Cabinet Office","205","205","41350","38500"
"In post","2021","20-29","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Companies House","Department for Business, Energy and Industrial Strategy","40","40","31660","32720"
"In post","2021","20-29","Digital, Data & Technology","Competition and Markets Authority","Competition and Markets Authority","15","15","41990","34870"
"In post","2021","20-29","Digital, Data & Technology","Crown Commercial Service","Other Cabinet Office Agencies","25","25","33490","34800"
"In post","2021","20-29","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","Scottish Government","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Crown Prosecution Service","Attorney General's Departments","10","10","31370","30130"
"In post","2021","20-29","Digital, Data & Technology","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","25","25","35880","33570"
"In post","2021","20-29","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Education (excl. agencies)","Department for Education","65","65","33870","31350"
"In post","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","45","45","35160","35900"
"In post","2021","20-29","Digital, Data & Technology","Department for International Trade","Department for International Trade","40","40","39330","38160"
"In post","2021","20-29","Digital, Data & Technology","Department for Transport (excl. agencies)","Department for Transport","15","15","31290","30270"
"In post","2021","20-29","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","45","45","35620","32790"
"In post","2021","20-29","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Department for Transport","90","90","30200","26470"
"In post","2021","20-29","Digital, Data & Technology","Driver and Vehicle Standards Agency","Department for Transport","30","30","31980","30890"
"In post","2021","20-29","Digital, Data & Technology","Education and Skills Funding Agency","Department for Education","65","65","33320","30500"
