"Status","Year","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","HEO","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","AA","10","[c]","17800","17800"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","AO","40","[c]","21300","21380"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","EO","15","[c]","25180","26130"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","HEO","20","[c]","32030","31860"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","SEO","10","[c]","41690","42220"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","AO","20","[c]","21840","21590"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","EO","15","[c]","27090","26370"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","HEO","15","[c]","31750","31380"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","SEO","10","[c]","40900","41090"
"Leaver Dept.","2021","Education and Skills Funding Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","HEO","15","[c]","32420","32830"
"Leaver Dept.","2021","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","G6","20","[c]","67210","67230"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","G7","60","[c]","53190","53250"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","80","[c]","36340","36680"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","30","[c]","42280","42200"
"Leaver Dept.","2021","Forestry and Land Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Forestry and Land Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","EO","20","[c]","27150","27350"
"Leaver Dept.","2021","Government Legal Department","G6","15","[c]","66080","65170"
"Leaver Dept.","2021","Government Legal Department","G7","35","[c]","51780","51250"
"Leaver Dept.","2021","Government Legal Department","HEO","10","[c]","32620","31180"
"Leaver Dept.","2021","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","EO","10","[c]","26470","26420"
"Leaver Dept.","2021","Health and Safety Executive","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","AA","20","[c]","17130","16840"
"Leaver Dept.","2021","HM Courts and Tribunals Service","AO","185","[c]","20260","19930"
"Leaver Dept.","2021","HM Courts and Tribunals Service","EO","80","[c]","23660","22710"
"Leaver Dept.","2021","HM Courts and Tribunals Service","G7","15","[c]","58290","58130"
"Leaver Dept.","2021","HM Courts and Tribunals Service","HEO","35","[c]","29100","29690"
"Leaver Dept.","2021","HM Courts and Tribunals Service","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","SEO","35","[c]","37310","36800"
"Leaver Dept.","2021","HM Prison and Probation Service","AA","25","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","AO","155","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","EO","55","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Prison and Probation Service","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","AO","695","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","EO","320","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","G6","55","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","G7","110","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","HEO","230","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","SEO","105","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","HEO","60","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","AO","150","[c]","21850","21010"
"Leaver Dept.","2021","Home Office (incl. agencies)","EO","350","[c]","26290","25160"
"Leaver Dept.","2021","Home Office (incl. agencies)","G6","50","[c]","67800","68720"
"Leaver Dept.","2021","Home Office (incl. agencies)","G7","120","[c]","56580","56300"
"Leaver Dept.","2021","Home Office (incl. agencies)","HEO","235","[c]","33460","33960"
"Leaver Dept.","2021","Home Office (incl. agencies)","SCS level","25","[c]","89400","79900"
"Leaver Dept.","2021","Home Office (incl. agencies)","SEO","140","[c]","41470","41650"
"Leaver Dept.","2021","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","AO","20","[c]","21200","20880"
"Leaver Dept.","2021","Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","HEO","10","[c]","28990","28500"
"Leaver Dept.","2021","Insolvency Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","G7","10","[c]","53130","53630"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","AO","15","[c]","19210","18890"
"Leaver Dept.","2021","Legal Aid Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","AO","15","[c]","23010","21590"
"Leaver Dept.","2021","Maritime and Coastguard Agency","EO","10","[c]","30150","31470"
"Leaver Dept.","2021","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","AO","65","[c]","21910","20920"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","EO","65","[c]","28530","27820"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","G6","20","[c]","68210","69800"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","G7","40","[c]","57830","58240"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","HEO","85","[c]","34460","33300"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","SCS level","10","[c]","97230","83260"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","SEO","95","[c]","43810","44590"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","55","[c]","27190","27310"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","G6","30","[c]","63230","63420"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","G7","85","[c]","52230","51580"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","HEO","120","[c]","32800","32970"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO","50","[c]","40150","39600"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","AO","15","[c]","21240","20650"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","EO","60","[c]","26750","26410"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","G7","90","[c]","58140","58020"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","HEO","100","[c]","31760","30850"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","SCS level","15","[c]","90380","80910"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","SEO","125","[c]","41030","40390"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","EO","15","[c]","33060","33100"
"Leaver Dept.","2021","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","HEO","15","[c]","39890","39720"
"Leaver Dept.","2021","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","SEO","10","[c]","49430","48900"
"Leaver Dept.","2021","National Infrastructure Commission","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","G7","15","[c]","56360","52850"
"Leaver Dept.","2021","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
