"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Asian","Department for Transport (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","London","Inner London - East","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","London","Inner London - West","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","London","Outer London - East and North East","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","London","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","North West (England)","Greater Manchester","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","North West (England)","Lancashire","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","West Midlands (England)","West Midlands","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","West Yorkshire","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care (excl. agencies)","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Licensing Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Driver and Vehicle Standards Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Education and Skills Funding Agency","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Education and Skills Funding Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Education and Skills Funding Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Education and Skills Funding Agency","West Midlands (England)","West Midlands","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Education and Skills Funding Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Education Scotland","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","ESTYN","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","FCDO Services","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Agency","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Scotland","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Food Standards Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","Inner London - West","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Forestry and Land Scotland","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Actuary's Department","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Internal Audit Agency","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Internal Audit Agency","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Internal Audit Agency","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Internal Audit Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Internal Audit Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Internal Audit Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Internal Audit Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Internal Audit Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Internal Audit Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Legal Department","London","Inner London - West","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Legal Department","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Legal Department","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Legal Department","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Property Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Property Agency","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Property Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Property Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Property Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Government Property Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Health and Safety Executive","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
