"Status","Year","Age","Disability","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Government Legal Department","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Government Property Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Courts and Tribunals Service","Operational Delivery","30","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Courts and Tribunals Service","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Land Registry","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Prison and Probation Service","Operational Delivery","80","[c]","23380","22920"
"New entrant CS","2021","30-39","Declared disabled","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Prison and Probation Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Tax","20","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Treasury (excl. agencies)","Policy","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Insolvency Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Institute for Apprenticeships and Technical Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
