"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","HEO","30","30","34410","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Outside London","SEO","15","15","40320","39630"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","G7","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","AO","10","10","28040","28000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","EO","20","20","31670","30830"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","G6","15","15","71050","70210"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","G7","40","40","57100","56110"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","HEO","50","50","35550","36460"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","London","SEO","15","15","45440","46190"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","EO","10","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","G7","15","15","50990","51960"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","HEO","15","15","33930","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","EO","20","20","32360","32980"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","G6","15","15","68970","68600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","G7","30","30","58670","57400"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","HEO","55","55","36520","36460"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","London","SEO","15","15","43340","43300"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","G7","15","15","55280","55020"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","HEO","25","25","34120","34350"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Overseas","SEO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","EO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","HEO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Outside London","EO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Outside London","HEO","20","20","34300","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Outside London","SEO","15","15","40760","39630"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","AO","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","EO","15","15","31680","31120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","G6","10","10","75200","74540"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","G7","15","15","58960","57930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","HEO","25","25","38030","38230"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","SCS level","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","London","SEO","10","10","46390","47340"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","AO","10","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","EO","10","10","27550","27150"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","AO","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","G6","35","35","70510","70210"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","G7","10","10","60320","58470"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","SCS level","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","London","G6","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","London","G7","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Overseas","G6","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Overseas","G7","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","AO","50","45","26420","28000"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","EO","65","65","30770","30630"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","G6","15","15","66770","68580"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","G7","30","30","53980","55060"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","HEO","30","30","37890","38600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","London","SEO","15","15","42690","42200"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","AO","155","150","23920","24750"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","EO","105","95","26660","26120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","G7","30","25","51400","51930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","HEO","60","55","33030","33930"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Outside London","SEO","30","30","41720","42890"
