"Status","Year","Organisation","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Delivery","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Delivery","Female","Unknown","30","[c]","23320","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Delivery","Male","Heterosexual / straight","40","[c]","26500","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Delivery","Male","Unknown","85","[c]","26980","26580"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Policy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Project Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Project Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Property","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Property","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Commercial","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Digital, Data and Technology","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Digital, Data and Technology","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Digital, Data and Technology","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Digital, Data and Technology","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Finance","Male","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Human Resources","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Operational Delivery","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Operational Delivery","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Operational Delivery","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Operational Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Policy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education Scotland","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Inspector of Education and Training","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Inspector of Education and Training","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Inspector of Education and Training","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Inspector of Education and Training","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Inspector of Education and Training","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Inspector of Education and Training","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Inspector of Education and Training","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Inspector of Education and Training","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Operational Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Operational Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Operational Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Operational Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data and Technology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Economics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Economics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Economics","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Intelligence Analysis","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Intelligence Analysis","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Operational Delivery","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Operational Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Operational Delivery","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
