"Status","Year","Age","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","395","385","41660","41090"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","National Crime Agency","National Crime Agency","AO","60","55","24600","24220"
"In post","2021","40-49","National Crime Agency","National Crime Agency","EO","465","445","34200","34440"
"In post","2021","40-49","National Crime Agency","National Crime Agency","G6","30","30","74410","71700"
"In post","2021","40-49","National Crime Agency","National Crime Agency","G7","90","90","60380","59160"
"In post","2021","40-49","National Crime Agency","National Crime Agency","HEO","480","465","41850","41680"
"In post","2021","40-49","National Crime Agency","National Crime Agency","SCS level","10","10","113610","95000"
"In post","2021","40-49","National Crime Agency","National Crime Agency","SEO","250","245","50290","48900"
"In post","2021","40-49","National Infrastructure Commission","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Infrastructure Commission","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","Scottish Government","AA","25","25","22070","22230"
"In post","2021","40-49","National Records of Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","Scottish Government","EO","10","10","29100","29190"
"In post","2021","40-49","National Records of Scotland","Scottish Government","G6","5","5","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","Scottish Government","G7","15","15","57540","60120"
"In post","2021","40-49","National Records of Scotland","Scottish Government","HEO","30","30","35190","35110"
"In post","2021","40-49","National Records of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","Scottish Government","SEO","15","15","44840","46600"
"In post","2021","40-49","National Savings and Investments","Chancellor's other departments","EO","10","10","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Chancellor's other departments","G6","10","10","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Chancellor's other departments","G7","20","20","55410","55180"
"In post","2021","40-49","National Savings and Investments","Chancellor's other departments","HEO","5","5","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Chancellor's other departments","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","National Savings and Investments","Chancellor's other departments","SEO","15","15","46610","45480"
"In post","2021","40-49","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Northern Ireland Office","G7","5","5","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Northern Ireland Office","HEO","10","10","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AO","50","45","21160","21160"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","EO","50","45","26220","25880"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6","35","35","81650","85550"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G7","160","155","70390","75500"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","HEO","40","40","32630","32010"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SCS level","10","10","96900","92430"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO","165","160","47430","51360"
"In post","2021","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","5","5","[c]","[c]"
"In post","2021","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","30","25","26460","25920"
"In post","2021","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","35","35","76670","76710"
"In post","2021","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","95","90","57620","57010"
"In post","2021","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","20","20","34070","33400"
"In post","2021","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","25","20","104930","97470"
"In post","2021","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","40","40","40760","40000"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6","5","5","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","35","30","49880","48350"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","15","10","33850","33290"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO","20","20","40720","40370"
"In post","2021","40-49","Office of Rail and Road","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Office of Rail and Road","G6","10","10","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Office of Rail and Road","G7","45","40","58380","57030"
"In post","2021","40-49","Office of Rail and Road","Office of Rail and Road","HEO","10","10","35910","36180"
"In post","2021","40-49","Office of Rail and Road","Office of Rail and Road","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Office of Rail and Road","SEO","15","15","45050","45490"
"In post","2021","40-49","Office of the Public Guardian","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","Ministry of Justice","AO","130","115","19830","19930"
"In post","2021","40-49","Office of the Public Guardian","Ministry of Justice","EO","80","75","22520","22570"
"In post","2021","40-49","Office of the Public Guardian","Ministry of Justice","G7","5","5","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","Ministry of Justice","HEO","25","25","26590","26550"
"In post","2021","40-49","Office of the Public Guardian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Public Guardian","Ministry of Justice","SEO","10","10","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Scottish Government","HEO","5","5","[c]","[c]"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Scottish Government","SEO","5","5","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AA","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AO","30","30","22120","22560"
"In post","2021","40-49","Planning Inspectorate","Ministry of Housing, Communities and Local Government","EO","35","35","26830","27530"
"In post","2021","40-49","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6","60","55","62090","58810"
"In post","2021","40-49","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G7","70","65","48580","47660"
"In post","2021","40-49","Planning Inspectorate","Ministry of Housing, Communities and Local Government","HEO","25","25","33530","32780"
"In post","2021","40-49","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SEO","25","25","41490","40720"
"In post","2021","40-49","Public Health England","Department of Health and Social Care","AA","15","10","20490","19840"
"In post","2021","40-49","Public Health England","Department of Health and Social Care","AO","105","95","21780","21720"
"In post","2021","40-49","Public Health England","Department of Health and Social Care","EO","150","135","26170","25780"
"In post","2021","40-49","Public Health England","Department of Health and Social Care","G6","195","185","69240","66620"
