"Status","Year","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","SEO","35","[c]","37480","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Economics","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Economics","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Economics","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Economics","HEO","20","[c]","31850","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","HEO","15","[c]","31360","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Finance","SEO","20","[c]","38500","39000"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","HEO","10","[c]","31570","32000"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","AO","240","[c]","21650","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","195","[c]","25590","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","HEO","15","[c]","31040","31010"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO","25","[c]","36380","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Operational Research","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Other","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Policy","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Policy","EO","115","[c]","23870","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Policy","G6","25","[c]","62540","61750"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Policy","G7","80","[c]","51680","52290"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Policy","HEO","250","[c]","31540","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Policy","SCS level","20","[c]","84360","77110"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Policy","SEO","95","[c]","37720","38750"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","G7","10","[c]","48820","47960"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","HEO","15","[c]","30310","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Project Delivery","SEO","15","[c]","36190","35900"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","EO","10","[c]","25270","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Property","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","AO","40","[c]","23550","24370"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","EO","15","[c]","28100","27960"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","HEO","25","[c]","30530","29750"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Social Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Social Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Statistics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","AO","10","[c]","22380","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Veterinarian","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Veterinarian","SEO","15","[c]","36300","35900"
"New entrant CS","2021","Department for International Trade","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Commercial","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data and Technology","G7","15","[c]","54890","56230"
"New entrant CS","2021","Department for International Trade","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Digital, Data and Technology","SEO","15","[c]","42550","43000"
"New entrant CS","2021","Department for International Trade","Economics","AO","10","[c]","21670","21670"
"New entrant CS","2021","Department for International Trade","Economics","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Economics","HEO","30","[c]","31090","31800"
"New entrant CS","2021","Department for International Trade","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Human Resources","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","International Trade","AO","15","[c]","18200","18200"
"New entrant CS","2021","Department for International Trade","International Trade","EO","25","[c]","25020","26250"
"New entrant CS","2021","Department for International Trade","International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","International Trade","G7","15","[c]","49980","51710"
"New entrant CS","2021","Department for International Trade","International Trade","HEO","65","[c]","31900","31800"
"New entrant CS","2021","Department for International Trade","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","International Trade","SEO","20","[c]","38390","38160"
"New entrant CS","2021","Department for International Trade","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","EO","10","[c]","26560","26250"
"New entrant CS","2021","Department for International Trade","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Policy","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Policy","HEO","15","[c]","31670","31800"
"New entrant CS","2021","Department for International Trade","Policy","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Social Research","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Statistics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Commercial","EO","10","[c]","25120","26130"
"New entrant CS","2021","Department for Transport","Commercial","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Commercial","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Commercial","HEO","15","[c]","34430","34710"
"New entrant CS","2021","Department for Transport","Commercial","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Communications","EO","10","[c]","25120","26130"
"New entrant CS","2021","Department for Transport","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Communications","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Communications","HEO","10","[c]","34610","34710"
"New entrant CS","2021","Department for Transport","Communications","SEO","10","[c]","42220","42470"
"New entrant CS","2021","Department for Transport","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Digital, Data and Technology","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Digital, Data and Technology","EO","40","[c]","27540","26130"
"New entrant CS","2021","Department for Transport","Digital, Data and Technology","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Digital, Data and Technology","G7","15","[c]","55840","56630"
"New entrant CS","2021","Department for Transport","Digital, Data and Technology","HEO","35","[c]","33180","31410"
"New entrant CS","2021","Department for Transport","Digital, Data and Technology","SEO","25","[c]","43090","42520"
"New entrant CS","2021","Department for Transport","Economics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Economics","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Economics","HEO","35","[c]","30380","28500"
"New entrant CS","2021","Department for Transport","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Finance","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Finance","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Finance","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Finance","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Human Resources","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Knowledge and Information Management","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Medicine","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Medicine","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Operational Delivery","AA","130","[c]","18050","18060"
"New entrant CS","2021","Department for Transport","Operational Delivery","AO","300","[c]","23140","21590"
"New entrant CS","2021","Department for Transport","Operational Delivery","EO","95","[c]","27490","26130"
"New entrant CS","2021","Department for Transport","Operational Delivery","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Operational Delivery","HEO","20","[c]","33820","33890"
"New entrant CS","2021","Department for Transport","Operational Delivery","SEO","15","[c]","45120","46290"
"New entrant CS","2021","Department for Transport","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Other","EO","45","[c]","25680","23970"
"New entrant CS","2021","Department for Transport","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Other","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Other","HEO","10","[c]","33410","34710"
"New entrant CS","2021","Department for Transport","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Other","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Policy","EO","30","[c]","27560","29970"
"New entrant CS","2021","Department for Transport","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Policy","G7","20","[c]","52030","54000"
"New entrant CS","2021","Department for Transport","Policy","HEO","100","[c]","33560","34710"
"New entrant CS","2021","Department for Transport","Policy","SEO","25","[c]","40930","42470"
"New entrant CS","2021","Department for Transport","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Project Delivery","EO","15","[c]","25560","25050"
"New entrant CS","2021","Department for Transport","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Project Delivery","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Project Delivery","HEO","30","[c]","33600","34710"
"New entrant CS","2021","Department for Transport","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Project Delivery","SEO","15","[c]","41290","42470"
"New entrant CS","2021","Department for Transport","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Property","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Science and Engineering","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Security","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Security","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Social Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Social Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Social Research","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Statistics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Statistics","EO","15","[c]","29140","29970"
"New entrant CS","2021","Department for Transport","Statistics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Statistics","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Statistics","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","EO","10","[c]","27070","29970"
"New entrant CS","2021","Department for Transport","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","G7","10","[c]","55730","54110"
"New entrant CS","2021","Department for Transport","Unknown","HEO","20","[c]","24460","18200"
"New entrant CS","2021","Department for Transport","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Operational Delivery","AO","35","[c]","21010","20480"
"New entrant CS","2021","Department for Work and Pensions","Operational Delivery","EO","15","[c]","26910","26370"
"New entrant CS","2021","Department for Work and Pensions","Operational Delivery","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Operational Delivery","HEO","35","[c]","32940","31660"
"New entrant CS","2021","Department for Work and Pensions","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Operational Delivery","SEO","25","[c]","50770","52500"
"New entrant CS","2021","Department for Work and Pensions","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Science and Engineering","EO","55","[c]","26370","26370"
"New entrant CS","2021","Department for Work and Pensions","Science and Engineering","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","AO","5525","[c]","21600","21010"
"New entrant CS","2021","Department for Work and Pensions","Unknown","EO","10885","[c]","28590","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","G6","35","[c]","69510","70580"
"New entrant CS","2021","Department for Work and Pensions","Unknown","G7","130","[c]","55070","55000"
"New entrant CS","2021","Department for Work and Pensions","Unknown","HEO","245","[c]","33300","31990"
"New entrant CS","2021","Department for Work and Pensions","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","SEO","145","[c]","38420","38500"
"New entrant CS","2021","Department of Health and Social Care","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Commercial","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Commercial","G7","15","[c]","52050","52610"
"New entrant CS","2021","Department of Health and Social Care","Commercial","HEO","15","[c]","28970","28970"
"New entrant CS","2021","Department of Health and Social Care","Commercial","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Commercial","SEO","30","[c]","40240","40650"
"New entrant CS","2021","Department of Health and Social Care","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Communications","EO","30","[c]","27130","27270"
"New entrant CS","2021","Department of Health and Social Care","Communications","G6","10","[c]","67540","66240"
"New entrant CS","2021","Department of Health and Social Care","Communications","G7","10","[c]","51470","51680"
"New entrant CS","2021","Department of Health and Social Care","Communications","HEO","15","[c]","32550","32640"
"New entrant CS","2021","Department of Health and Social Care","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Communications","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Digital, Data and Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Digital, Data and Technology","HEO","30","[c]","32380","32790"
"New entrant CS","2021","Department of Health and Social Care","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Digital, Data and Technology","SEO","15","[c]","39430","40450"
"New entrant CS","2021","Department of Health and Social Care","Economics","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Economics","HEO","20","[c]","32790","32790"
"New entrant CS","2021","Department of Health and Social Care","Economics","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Finance","EO","30","[c]","25020","23440"
"New entrant CS","2021","Department of Health and Social Care","Finance","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Finance","G7","15","[c]","52070","49530"
"New entrant CS","2021","Department of Health and Social Care","Finance","HEO","60","[c]","31830","32790"
"New entrant CS","2021","Department of Health and Social Care","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Finance","SEO","30","[c]","40290","40650"
"New entrant CS","2021","Department of Health and Social Care","Human Resources","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Human Resources","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Human Resources","EO","40","[c]","26730","27270"
"New entrant CS","2021","Department of Health and Social Care","Human Resources","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Human Resources","HEO","20","[c]","31750","32790"
