"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Human Resources","Unknown","Unknown","35","30","41430","41040"
"In post","2021","Declared non-disabled","Inspector of Education and Training","G6/G7","G6","130","125","80810","85550"
"In post","2021","Declared non-disabled","Inspector of Education and Training","G6/G7","G7","330","325","73590","75500"
"In post","2021","Declared non-disabled","Inspector of Education and Training","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Inspector of Education and Training","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Inspector of Education and Training","SEO/HEO","SEO","250","245","51010","51360"
"In post","2021","Declared non-disabled","Intelligence Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Intelligence Analysis","AA/AO","AO","105","95","23260","21710"
"In post","2021","Declared non-disabled","Intelligence Analysis","EO","EO","1170","1105","27700","27370"
"In post","2021","Declared non-disabled","Intelligence Analysis","G6/G7","G6","35","30","67460","68200"
"In post","2021","Declared non-disabled","Intelligence Analysis","G6/G7","G7","175","170","56780","57400"
"In post","2021","Declared non-disabled","Intelligence Analysis","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Intelligence Analysis","SEO/HEO","HEO","590","575","34090","33300"
"In post","2021","Declared non-disabled","Intelligence Analysis","SEO/HEO","SEO","310","305","42420","42200"
"In post","2021","Declared non-disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","AA/AO","AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","EO","EO","35","35","28480","27030"
"In post","2021","Declared non-disabled","Internal Audit","G6/G7","G6","55","55","66720","64580"
"In post","2021","Declared non-disabled","Internal Audit","G6/G7","G7","100","95","54070","54130"
"In post","2021","Declared non-disabled","Internal Audit","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","SEO/HEO","HEO","125","120","34310","33530"
"In post","2021","Declared non-disabled","Internal Audit","SEO/HEO","SEO","235","220","44260","43250"
"In post","2021","Declared non-disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","International Trade","EO","EO","55","55","26990","26510"
"In post","2021","Declared non-disabled","International Trade","G6/G7","G6","105","105","63110","62170"
"In post","2021","Declared non-disabled","International Trade","G6/G7","G7","220","215","52820","51970"
"In post","2021","Declared non-disabled","International Trade","SCS level","SCS level","70","70","83590","75570"
"In post","2021","Declared non-disabled","International Trade","SEO/HEO","HEO","180","175","32550","32120"
"In post","2021","Declared non-disabled","International Trade","SEO/HEO","SEO","150","145","39070","38540"
"In post","2021","Declared non-disabled","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","AA/AO","AO","225","215","22160","21140"
"In post","2021","Declared non-disabled","Knowledge and Information Management","EO","EO","335","320","26960","26670"
"In post","2021","Declared non-disabled","Knowledge and Information Management","G6/G7","G6","65","60","69430","67490"
"In post","2021","Declared non-disabled","Knowledge and Information Management","G6/G7","G7","210","200","53960","53130"
"In post","2021","Declared non-disabled","Knowledge and Information Management","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","SEO/HEO","HEO","400","385","33220","33300"
"In post","2021","Declared non-disabled","Knowledge and Information Management","SEO/HEO","SEO","320","310","40860","40560"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Unknown","Unknown","35","35","42450","39860"
"In post","2021","Declared non-disabled","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","AA/AO","AO","165","155","21590","21440"
"In post","2021","Declared non-disabled","Legal","EO","EO","1125","1085","27470","26030"
"In post","2021","Declared non-disabled","Legal","G6/G7","G6","960","895","69820","67950"
"In post","2021","Declared non-disabled","Legal","G6/G7","G7","3295","3035","56560","55610"
"In post","2021","Declared non-disabled","Legal","SCS level","SCS level","285","270","88550","83230"
"In post","2021","Declared non-disabled","Legal","SEO/HEO","HEO","1080","1030","34070","32430"
"In post","2021","Declared non-disabled","Legal","SEO/HEO","SEO","1240","1125","43360","42520"
"In post","2021","Declared non-disabled","Legal","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","AA/AO","AO","215","200","22640","22640"
"In post","2021","Declared non-disabled","Medicine","EO","EO","220","205","30570","30620"
"In post","2021","Declared non-disabled","Medicine","G6/G7","G6","130","115","78600","74070"
"In post","2021","Declared non-disabled","Medicine","G6/G7","G7","300","260","71770","74470"
"In post","2021","Declared non-disabled","Medicine","SCS level","SCS level","225","190","102310","97870"
"In post","2021","Declared non-disabled","Medicine","SEO/HEO","HEO","315","285","36630","37890"
"In post","2021","Declared non-disabled","Medicine","SEO/HEO","SEO","150","135","43390","44500"
"In post","2021","Declared non-disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Delivery","AA/AO","AA","6785","5940","19910","20600"
"In post","2021","Declared non-disabled","Operational Delivery","AA/AO","AO","42000","37825","23510","21590"
"In post","2021","Declared non-disabled","Operational Delivery","EO","EO","29285","27030","27300","26750"
"In post","2021","Declared non-disabled","Operational Delivery","G6/G7","G6","1170","1145","69490","66980"
"In post","2021","Declared non-disabled","Operational Delivery","G6/G7","G7","3565","3465","55140","53430"
"In post","2021","Declared non-disabled","Operational Delivery","SCS level","SCS level","495","485","90960","83790"
"In post","2021","Declared non-disabled","Operational Delivery","SEO/HEO","HEO","13740","13005","33330","32330"
"In post","2021","Declared non-disabled","Operational Delivery","SEO/HEO","SEO","7365","7085","42850","40860"
"In post","2021","Declared non-disabled","Operational Delivery","Unknown","Unknown","8685","8030","30220","30210"
"In post","2021","Declared non-disabled","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","AA/AO","AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","EO","EO","35","35","27950","26670"
"In post","2021","Declared non-disabled","Operational Research","G6/G7","G6","40","40","67980","68310"
"In post","2021","Declared non-disabled","Operational Research","G6/G7","G7","310","290","52380","52190"
"In post","2021","Declared non-disabled","Operational Research","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","SEO/HEO","HEO","185","180","32560","32190"
"In post","2021","Declared non-disabled","Operational Research","SEO/HEO","SEO","180","175","40960","39470"
"In post","2021","Declared non-disabled","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other","AA/AO","AA","1345","1285","19350","18800"
"In post","2021","Declared non-disabled","Other","AA/AO","AO","3840","3660","21630","21130"
"In post","2021","Declared non-disabled","Other","EO","EO","3420","3250","26200","26670"
"In post","2021","Declared non-disabled","Other","G6/G7","G6","490","475","73610","69150"
"In post","2021","Declared non-disabled","Other","G6/G7","G7","920","900","55800","54820"
"In post","2021","Declared non-disabled","Other","SCS level","SCS level","195","185","95190","86190"
"In post","2021","Declared non-disabled","Other","SEO/HEO","HEO","2405","2320","32670","33300"
"In post","2021","Declared non-disabled","Other","SEO/HEO","SEO","1315","1280","41020","40640"
"In post","2021","Declared non-disabled","Other","Unknown","Unknown","150","150","43770","40620"
"In post","2021","Declared non-disabled","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","EO","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","G6/G7","G7","35","35","54430","53870"
"In post","2021","Declared non-disabled","Planning","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","SEO/HEO","HEO","35","30","35490","35660"
"In post","2021","Declared non-disabled","Planning","SEO/HEO","SEO","45","45","41990","40720"
"In post","2021","Declared non-disabled","Planning Inspectors","G6/G7","G6","150","130","64160","58810"
"In post","2021","Declared non-disabled","Planning Inspectors","G6/G7","G7","95","90","48440","47660"
"In post","2021","Declared non-disabled","Planning Inspectors","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","AA/AO","AA","40","40","18990","17610"
"In post","2021","Declared non-disabled","Policy","AA/AO","AO","490","470","23870","23830"
"In post","2021","Declared non-disabled","Policy","EO","EO","1705","1645","28460","28680"
"In post","2021","Declared non-disabled","Policy","G6/G7","G6","2295","2215","66910","65990"
"In post","2021","Declared non-disabled","Policy","G6/G7","G7","5585","5430","55330","54400"
"In post","2021","Declared non-disabled","Policy","SCS level","SCS level","1380","1330","85080","77570"
"In post","2021","Declared non-disabled","Policy","SEO/HEO","HEO","4605","4495","34400","34020"
"In post","2021","Declared non-disabled","Policy","SEO/HEO","SEO","3595","3490","41580","40640"
"In post","2021","Declared non-disabled","Policy","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","AA/AO","AA","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","AA/AO","AO","205","195","21830","21190"
"In post","2021","Declared non-disabled","Project Delivery","EO","EO","1325","1270","26510","26670"
"In post","2021","Declared non-disabled","Project Delivery","G6/G7","G6","810","795","67030","66090"
"In post","2021","Declared non-disabled","Project Delivery","G6/G7","G7","2340","2285","53470","53730"
"In post","2021","Declared non-disabled","Project Delivery","SCS level","SCS level","340","330","91960","85140"
"In post","2021","Declared non-disabled","Project Delivery","SEO/HEO","HEO","2795","2705","32800","33300"
"In post","2021","Declared non-disabled","Project Delivery","SEO/HEO","SEO","3235","3140","40320","40580"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","Unknown","400","395","42990","40460"
"In post","2021","Declared non-disabled","Property","AA/AO","AA","330","320","17980","17230"
"In post","2021","Declared non-disabled","Property","AA/AO","AO","290","265","22150","21250"
"In post","2021","Declared non-disabled","Property","EO","EO","1000","940","27090","26670"
"In post","2021","Declared non-disabled","Property","G6/G7","G6","260","260","66600","65370"
"In post","2021","Declared non-disabled","Property","G6/G7","G7","605","590","54870","54540"
"In post","2021","Declared non-disabled","Property","SCS level","SCS level","50","50","89350","79420"
"In post","2021","Declared non-disabled","Property","SEO/HEO","HEO","1220","1180","33300","33300"
"In post","2021","Declared non-disabled","Property","SEO/HEO","SEO","1025","975","42070","42000"
"In post","2021","Declared non-disabled","Property","Unknown","Unknown","40","40","27370","21600"
"In post","2021","Declared non-disabled","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","AA/AO","AO","40","35","21110","20890"
"In post","2021","Declared non-disabled","Psychology","EO","EO","290","280","26380","26330"
"In post","2021","Declared non-disabled","Psychology","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","G6/G7","G7","70","65","62530","65080"
"In post","2021","Declared non-disabled","Psychology","SEO/HEO","HEO","325","315","30650","30450"
"In post","2021","Declared non-disabled","Psychology","SEO/HEO","SEO","265","250","45460","45830"
"In post","2021","Declared non-disabled","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","AA/AO","AA","110","110","18210","18760"
"In post","2021","Declared non-disabled","Science and Engineering","AA/AO","AO","820","790","22280","22040"
"In post","2021","Declared non-disabled","Science and Engineering","EO","EO","1345","1310","25900","26370"
"In post","2021","Declared non-disabled","Science and Engineering","G6/G7","G6","410","375","68800","66850"
"In post","2021","Declared non-disabled","Science and Engineering","G6/G7","G7","1615","1540","52610","52580"
"In post","2021","Declared non-disabled","Science and Engineering","SCS level","SCS level","95","85","94260","91000"
"In post","2021","Declared non-disabled","Science and Engineering","SEO/HEO","HEO","2165","2090","32590","32480"
"In post","2021","Declared non-disabled","Science and Engineering","SEO/HEO","SEO","2455","2330","41150","40580"
"In post","2021","Declared non-disabled","Science and Engineering","Unknown","Unknown","565","560","39240","37210"
"In post","2021","Declared non-disabled","Security","AA/AO","AA","1650","1615","20070","19560"
