"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Government Property Agency","Other Cabinet Office Agencies","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","AA/AO","35","[c]","21010","20480"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","EO","15","[c]","26910","26370"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","SEO/HEO","60","[c]","40320","36040"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","EO","55","[c]","26370","26370"
"New entrant CS","2021","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","SEO/HEO","15","[c]","29830","28600"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","EO","10","[c]","23000","22570"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Legal","SEO/HEO","130","[c]","27470","26550"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","AA/AO","1650","[c]","19670","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","EO","180","[c]","23690","22810"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","G6/G7","20","[c]","50850","48350"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","SEO/HEO","145","[c]","31390","30850"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","SEO/HEO","10","[c]","32770","30850"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Ministry of Justice","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Digital, Data and Technology","AA/AO","30","[c]","22350","22350"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Digital, Data and Technology","EO","35","[c]","27720","27130"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Digital, Data and Technology","SEO/HEO","30","[c]","40150","38450"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Legal","G6/G7","15","[c]","58490","57000"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Legal","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Operational Delivery","AA/AO","515","[c]","22530","22350"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Project Delivery","AA/AO","10","[c]","22350","22350"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Project Delivery","SEO/HEO","15","[c]","39690","38550"
"New entrant CS","2021","HM Land Registry","HM Land Registry","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Commercial","SEO/HEO","10","[c]","45830","49870"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","AA/AO","3925","[c]","23690","22850"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","EO","65","[c]","26050","24620"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","SEO/HEO","55","[c]","34470","32410"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","Unknown","1425","[c]","22910","22920"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Policy","AA/AO","15","[c]","22080","21980"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Psychology","AA/AO","15","[c]","19720","19530"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Psychology","EO","55","[c]","24940","24620"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Psychology","SEO/HEO","45","[c]","30010","27700"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Security","AA/AO","10","[c]","20400","19530"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Security","EO","25","[c]","26040","24620"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Security","SEO/HEO","45","[c]","32770","30120"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Ministry of Justice","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Digital, Data and Technology","EO","60","[c]","25700","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Digital, Data and Technology","G6/G7","45","[c]","58880","52580"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","120","[c]","34680","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Economics","SEO/HEO","25","[c]","34830","36160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Finance","AA/AO","20","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Finance","SEO/HEO","20","[c]","34290","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","G6/G7","15","[c]","58690","56810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","SEO/HEO","25","[c]","32920","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","EO","55","[c]","26080","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","G6/G7","15","[c]","56410","59160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","SEO/HEO","15","[c]","38390","36160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","AA/AO","340","[c]","20510","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","EO","35","[c]","26310","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","SEO/HEO","60","[c]","32630","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","SEO/HEO","15","[c]","34950","36160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","EO","25","[c]","25560","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","G6/G7","20","[c]","56660","52580"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","SEO/HEO","25","[c]","35510","38630"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","SEO/HEO","10","[c]","34180","36160"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","SEO/HEO","40","[c]","33770","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","AA/AO","2200","[c]","20190","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","EO","770","[c]","25620","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","SEO/HEO","265","[c]","32650","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","AA/AO","335","[c]","20500","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","EO","85","[c]","25750","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","G6/G7","15","[c]","57530","55350"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","SCS level","15","[c]","98150","90000"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","SEO/HEO","55","[c]","33810","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Unknown","325","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Communications","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Economics","AA/AO","15","[c]","22500","22500"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Economics","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Economics","SEO/HEO","25","[c]","30520","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Finance","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Finance","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Human Resources","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Human Resources","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","EO","30","[c]","26460","26750"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Policy","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Policy","EO","30","[c]","24710","24300"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Policy","G6/G7","30","[c]","55630","52500"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Policy","SEO/HEO","190","[c]","30890","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Communications","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Digital, Data and Technology","G6/G7","75","[c]","60490","57430"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Digital, Data and Technology","SEO/HEO","80","[c]","40410","41790"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Economics","SEO/HEO","25","[c]","34110","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Finance","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Human Resources","EO","10","[c]","27600","27380"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Human Resources","G6/G7","15","[c]","60450","57430"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Human Resources","SEO/HEO","15","[c]","37210","37450"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Intelligence Analysis","EO","35","[c]","25590","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Delivery","AA/AO","515","[c]","21640","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Delivery","EO","565","[c]","26140","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Delivery","G6/G7","15","[c]","55960","57430"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
