"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Scottish Government","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government","EO","Male","45","[c]","32860","33650"
"Leaver CS","2021","50-59","Scottish Government","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government","SEO/HEO","Male","35","[c]","40100","39500"
"Leaver CS","2021","50-59","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Export Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Supreme Court","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Supreme Court","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Departments","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Departments","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Departments","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Departments","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Departments","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Attorney General's Departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Cabinet Office","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Education","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","AA/AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Transport","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions","AA/AO","Female","245","[c]","21010","21010"
"Leaver CS","2021","60-64","Department for Work and Pensions","AA/AO","Male","85","[c]","20780","21010"
"Leaver CS","2021","60-64","Department for Work and Pensions","EO","Female","260","[c]","27670","27570"
"Leaver CS","2021","60-64","Department for Work and Pensions","EO","Male","125","[c]","27740","27570"
"Leaver CS","2021","60-64","Department for Work and Pensions","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department for Work and Pensions","SEO/HEO","Female","90","[c]","35920","34290"
"Leaver CS","2021","60-64","Department for Work and Pensions","SEO/HEO","Male","50","[c]","39230","38300"
"Leaver CS","2021","60-64","Department of Health and Social Care","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Department of Health and Social Care","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","ESTYN","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","ESTYN","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Land Registry","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Land Registry","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Land Registry","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Land Registry","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
