"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","National Crime Agency","Overseas","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","SEO/HEO","Heterosexual / straight","50","50","44910","45200"
"In post","2021","National Crime Agency","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2021","Northern Ireland Office","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education","London","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","London","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Office for Standards in Education","London","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","London","G6/G7","Heterosexual / straight","145","140","72330","75500"
"In post","2021","Office for Standards in Education","London","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education","London","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education","London","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education","London","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","London","SEO/HEO","Heterosexual / straight","160","155","44800","44610"
"In post","2021","Office for Standards in Education","London","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","London","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","London","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","AA/AO","Heterosexual / straight","165","145","21180","21160"
"In post","2021","Office for Standards in Education","Outside London","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","EO","Heterosexual / straight","125","120","25810","25880"
"In post","2021","Office for Standards in Education","Outside London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","G6/G7","Heterosexual / straight","340","335","73580","75500"
"In post","2021","Office for Standards in Education","Outside London","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Outside London","SEO/HEO","Heterosexual / straight","440","420","42900","39850"
"In post","2021","Office for Standards in Education","Outside London","SEO/HEO","LGBO","30","30","37580","32010"
"In post","2021","Office for Standards in Education","Outside London","SEO/HEO","Undeclared","30","30","41170","39850"
"In post","2021","Office for Standards in Education","Outside London","SEO/HEO","Unknown","30","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","EO","Heterosexual / straight","40","40","27210","26390"
"In post","2021","Office of Gas and Electricity Markets","London","EO","LGBO","10","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","EO","Unknown","45","45","28980","29060"
"In post","2021","Office of Gas and Electricity Markets","London","G6/G7","Heterosexual / straight","110","105","60840","59750"
"In post","2021","Office of Gas and Electricity Markets","London","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","G6/G7","Unknown","170","165","63020","62380"
"In post","2021","Office of Gas and Electricity Markets","London","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","SCS level","Unknown","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","SEO/HEO","Heterosexual / straight","80","75","37840","37230"
"In post","2021","Office of Gas and Electricity Markets","London","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","SEO/HEO","Unknown","110","105","38470","37580"
"In post","2021","Office of Gas and Electricity Markets","Outside London","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","EO","Heterosexual / straight","65","65","24300","23450"
"In post","2021","Office of Gas and Electricity Markets","Outside London","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","EO","Unknown","80","80","24830","24050"
"In post","2021","Office of Gas and Electricity Markets","Outside London","G6/G7","Heterosexual / straight","50","50","55890","54950"
"In post","2021","Office of Gas and Electricity Markets","Outside London","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","G6/G7","Unknown","70","65","56960","55590"
"In post","2021","Office of Gas and Electricity Markets","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","SEO/HEO","Heterosexual / straight","75","75","35070","35000"
"In post","2021","Office of Gas and Electricity Markets","Outside London","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","SEO/HEO","Unknown","85","85","34400","33230"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
