"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","AO","35","[c]","22370","23660"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","EO","65","[c]","22510","20990"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","G6","15","[c]","66120","64460"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","G7","50","[c]","53660","54070"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","SCS level","10","[c]","90270","82600"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","45","[c]","32110","32200"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","45","[c]","39330","38750"
"Leaver CS","2021","Department for International Development","Foreign, Commonwealth and Development Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Foreign, Commonwealth and Development Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Foreign, Commonwealth and Development Office","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Foreign, Commonwealth and Development Office","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Department for International Trade","AA/AO","AO","45","[c]","19030","18200"
"Leaver CS","2021","Department for International Trade","Department for International Trade","EO","EO","10","[c]","24540","25730"
"Leaver CS","2021","Department for International Trade","Department for International Trade","G6/G7","G6","15","[c]","62880","60970"
"Leaver CS","2021","Department for International Trade","Department for International Trade","G6/G7","G7","20","[c]","56980","52270"
"Leaver CS","2021","Department for International Trade","Department for International Trade","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Department for International Trade","SEO/HEO","HEO","20","[c]","32690","32120"
"Leaver CS","2021","Department for International Trade","Department for International Trade","SEO/HEO","SEO","25","[c]","35080","37410"
"Leaver CS","2021","Department for Transport (excl. agencies)","Department for Transport","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Department for Transport","EO","EO","15","[c]","25990","26780"
"Leaver CS","2021","Department for Transport (excl. agencies)","Department for Transport","G6/G7","G6","15","[c]","75040","71570"
"Leaver CS","2021","Department for Transport (excl. agencies)","Department for Transport","G6/G7","G7","15","[c]","56740","54650"
"Leaver CS","2021","Department for Transport (excl. agencies)","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","HEO","35","[c]","28190","32710"
"Leaver CS","2021","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","SEO","15","[c]","43770","43460"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","AA","20","[c]","21760","20230"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","AO","2035","[c]","21200","21010"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","EO","1860","[c]","28070","27570"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","G6","40","[c]","67930","68310"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","G7","80","[c]","53310","52750"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","SCS level","15","[c]","89650","85500"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","HEO","225","[c]","33730","33450"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","SEO","110","[c]","38540","38930"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","EO","45","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","G7","35","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Scottish Government","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","AA","85","[c]","17990","18060"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","AO","155","[c]","21520","21590"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","EO","EO","15","[c]","26310","26300"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","AO","60","[c]","22930","21590"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Department for Transport","EO","EO","135","[c]","27650","26780"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","HEO","20","[c]","32600","32430"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","SEO/HEO","HEO","10","[c]","31390","30140"
"Leaver CS","2021","Education and Skills Funding Agency","Department for Education","SEO/HEO","SEO","20","[c]","38590","36960"
"Leaver CS","2021","Education Scotland","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","G6/G7","G6","15","[c]","70760","69160"
"Leaver CS","2021","Education Scotland","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Scottish Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","ESTYN","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","ESTYN","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","AO","10","[c]","25590","24950"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","EO","EO","10","[c]","29630","30630"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","G7","20","[c]","48810","55310"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","15","[c]","35350","34770"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","EO","EO","15","[c]","27510","26970"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Food Standards Agency","SEO/HEO","SEO","15","[c]","40850","40960"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Scottish Government","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","G6","15","[c]","68990","68580"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","G7","20","[c]","56050","56540"
