"Status","Year","Age","Disability","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared non-disabled","UK Export Finance","London","65","65","35780","33000"
"In post","2021","20-29","Declared non-disabled","UK Supreme Court","London","15","15","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","United Kingdom Statistics Authority","London","75","75","34230","32540"
"In post","2021","20-29","Declared non-disabled","United Kingdom Statistics Authority","Outside London","285","275","31010","29540"
"In post","2021","20-29","Declared non-disabled","Wales Office","London","5","5","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Water Services Regulation Authority","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Welsh Government","Outside London","435","430","27170","23830"
"In post","2021","20-29","Undeclared","Attorney General's Departments","London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Cabinet Office","London","55","55","40540","37510"
"In post","2021","20-29","Undeclared","Cabinet Office","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","London","60","60","41860","40050"
"In post","2021","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Digital, Culture, Media and Sport","London","30","30","41990","34020"
"In post","2021","20-29","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Education","London","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Education","Outside London","35","35","35330","34850"
"In post","2021","20-29","Undeclared","Department for Environment, Food and Rural Affairs","London","30","30","36270","32560"
"In post","2021","20-29","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","35","35","26810","28030"
"In post","2021","20-29","Undeclared","Department for International Trade","London","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Transport","London","250","250","37640","34710"
"In post","2021","20-29","Undeclared","Department for Transport","Outside London","75","70","26110","23990"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","London","75","75","32280","31060"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","Outside London","445","430","25560","27570"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Department of Health and Social Care","London","45","40","33390","32330"
"In post","2021","20-29","Undeclared","Department of Health and Social Care","Outside London","50","45","24190","23140"
"In post","2021","20-29","Undeclared","Food Standards Agency","London","35","35","34590","32830"
"In post","2021","20-29","Undeclared","Food Standards Agency","Outside London","40","40","28950","30350"
"In post","2021","20-29","Undeclared","Foreign, Commonwealth and Development Office","London","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Foreign, Commonwealth and Development Office","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Land Registry","Outside London","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Revenue and Customs","London","30","30","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Revenue and Customs","Outside London","200","195","27670","25560"
"In post","2021","20-29","Undeclared","HM Treasury","London","205","205","37320","32750"
"In post","2021","20-29","Undeclared","HM Treasury","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Home Office","London","30","30","37490","35070"
"In post","2021","20-29","Undeclared","Home Office","Outside London","35","35","24930","24890"
"In post","2021","20-29","Undeclared","Ministry of Defence","London","30","30","34860","35390"
"In post","2021","20-29","Undeclared","Ministry of Defence","Outside London","220","220","28150","27540"
"In post","2021","20-29","Undeclared","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Ministry of Housing, Communities and Local Government","London","30","30","[c]","[c]"
"In post","2021","20-29","Undeclared","Ministry of Housing, Communities and Local Government","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Ministry of Justice","London","105","105","30580","30850"
"In post","2021","20-29","Undeclared","Ministry of Justice","Outside London","415","410","25590","25400"
"In post","2021","20-29","Undeclared","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Other Cabinet Office Agencies","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Scottish Government","Outside London","30","30","29050","26160"
"In post","2021","20-29","Undeclared","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","United Kingdom Statistics Authority","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Welsh Government","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Attorney General's Departments","London","180","175","28660","26730"
"In post","2021","20-29","Unknown","Attorney General's Departments","Outside London","340","335","25940","23470"
"In post","2021","20-29","Unknown","Cabinet Office","London","1360","1360","33090","29250"
"In post","2021","20-29","Unknown","Cabinet Office","Outside London","345","345","28850","28000"
"In post","2021","20-29","Unknown","Cabinet Office","Unknown","310","310","30770","29250"
"In post","2021","20-29","Unknown","Chancellor's other departments","London","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Charity Commission","Outside London","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Department for Business, Energy and Industrial Strategy","London","485","480","39360","35840"
"In post","2021","20-29","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","410","410","25260","23320"
"In post","2021","20-29","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Department for Digital, Culture, Media and Sport","London","95","95","39690","34130"
"In post","2021","20-29","Unknown","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Department for Education","London","245","245","37130","32940"
"In post","2021","20-29","Unknown","Department for Education","Outside London","285","285","30820","29360"
"In post","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs","London","155","155","38270","33880"
"In post","2021","20-29","Unknown","Department for Environment, Food and Rural Affairs","Outside London","110","110","29180","29180"
"In post","2021","20-29","Unknown","Department for International Trade","London","435","435","37320","33360"
"In post","2021","20-29","Unknown","Department for International Trade","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Department for International Trade","Overseas","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","Department for Transport","London","50","50","37980","35060"
"In post","2021","20-29","Unknown","Department for Transport","Outside London","420","405","24470","21590"
"In post","2021","20-29","Unknown","Department for Work and Pensions","London","225","220","33910","31060"
"In post","2021","20-29","Unknown","Department for Work and Pensions","Outside London","815","805","26020","27570"
"In post","2021","20-29","Unknown","Department for Work and Pensions","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","Department of Health and Social Care","London","980","975","37600","32790"
"In post","2021","20-29","Unknown","Department of Health and Social Care","Outside London","240","240","30800","28970"
"In post","2021","20-29","Unknown","Foreign, Commonwealth and Development Office","London","215","215","37580","38600"
"In post","2021","20-29","Unknown","Foreign, Commonwealth and Development Office","Outside London","75","75","30720","30300"
"In post","2021","20-29","Unknown","Foreign, Commonwealth and Development Office","Overseas","30","30","41150","38600"
"In post","2021","20-29","Unknown","HM Land Registry","London","30","30","30870","25850"
"In post","2021","20-29","Unknown","HM Land Registry","Outside London","680","670","24560","22350"
"In post","2021","20-29","Unknown","HM Revenue and Customs","London","440","440","36410","36160"
"In post","2021","20-29","Unknown","HM Revenue and Customs","Outside London","4270","4160","24130","20140"
"In post","2021","20-29","Unknown","HM Treasury","London","55","55","40690","37900"
"In post","2021","20-29","Unknown","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Home Office","London","435","435","35080","34370"
"In post","2021","20-29","Unknown","Home Office","Outside London","445","435","23470","21430"
"In post","2021","20-29","Unknown","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Ministry of Defence","London","150","150","36920","37000"
"In post","2021","20-29","Unknown","Ministry of Defence","Outside London","1180","1170","26750","26380"
"In post","2021","20-29","Unknown","Ministry of Defence","Overseas","20","20","[c]","[c]"
"In post","2021","20-29","Unknown","Ministry of Defence","Unknown","365","365","29060","28980"
"In post","2021","20-29","Unknown","Ministry of Housing, Communities and Local Government","London","70","70","39870","33980"
