"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","Property","London","EO","15","10","28960","28500"
"In post","2021","Project Delivery","Property","London","G6","55","55","66460","65370"
"In post","2021","Project Delivery","Property","London","G7","15","15","54440","53750"
"In post","2021","Project Delivery","Property","London","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","Outside London","EO","15","15","25230","25000"
"In post","2021","Project Delivery","Property","Outside London","G6","55","55","66000","64750"
"In post","2021","Project Delivery","Property","Outside London","G7","60","55","51360","50400"
"In post","2021","Project Delivery","Property","Outside London","HEO","55","50","29900","29840"
"In post","2021","Project Delivery","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","Outside London","SEO","30","30","37810","36960"
"In post","2021","Project Delivery","Property","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Psychology","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Psychology","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","London","G6","10","10","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","London","G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","London","HEO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","Outside London","AA","30","30","17260","16780"
"In post","2021","Project Delivery","Science and Engineering","Outside London","AO","25","25","21580","21000"
"In post","2021","Project Delivery","Science and Engineering","Outside London","EO","760","745","24530","26070"
"In post","2021","Project Delivery","Science and Engineering","Outside London","G6","65","60","68900","67230"
"In post","2021","Project Delivery","Science and Engineering","Outside London","G7","240","235","53740","54000"
"In post","2021","Project Delivery","Science and Engineering","Outside London","HEO","745","730","32840","32820"
"In post","2021","Project Delivery","Science and Engineering","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","Outside London","SEO","830","805","42340","42000"
"In post","2021","Project Delivery","Science and Engineering","Outside London","Unknown","690","680","41120","40380"
"In post","2021","Project Delivery","Science and Engineering","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","Overseas","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","Overseas","SEO","15","15","41940","42350"
"In post","2021","Project Delivery","Science and Engineering","Overseas","Unknown","10","10","38720","35090"
"In post","2021","Project Delivery","Security","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","London","G6","10","10","[c]","[c]"
"In post","2021","Project Delivery","Security","London","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Security","London","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","London","SEO","10","10","[c]","[c]"
"In post","2021","Project Delivery","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","Outside London","HEO","15","15","27640","28630"
"In post","2021","Project Delivery","Security","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Security","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","London","G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Outside London","G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Overseas","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Tax","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","London","G7","10","10","[c]","[c]"
"In post","2021","Project Delivery","Tax","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","London","SEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Tax","Outside London","EO","30","25","28350","28130"
"In post","2021","Project Delivery","Tax","Outside London","G6","15","10","61480","64670"
"In post","2021","Project Delivery","Tax","Outside London","G7","15","15","50120","52580"
"In post","2021","Project Delivery","Tax","Outside London","HEO","20","20","31080","31810"
"In post","2021","Project Delivery","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","Outside London","SEO","20","20","36370","38630"
"In post","2021","Project Delivery","Tax","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","London","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Unknown","London","EO","20","20","28610","28330"
"In post","2021","Project Delivery","Unknown","London","G6","35","35","67630","66440"
"In post","2021","Project Delivery","Unknown","London","G7","50","50","56610","56420"
"In post","2021","Project Delivery","Unknown","London","HEO","35","35","34910","34550"
"In post","2021","Project Delivery","Unknown","London","SCS level","70","70","107940","104570"
"In post","2021","Project Delivery","Unknown","London","SEO","10","10","41600","41760"
"In post","2021","Project Delivery","Unknown","Outside London","AA","10","10","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Outside London","AO","75","70","23480","22920"
"In post","2021","Project Delivery","Unknown","Outside London","EO","70","70","29770","29140"
"In post","2021","Project Delivery","Unknown","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Outside London","G7","35","30","55060","56800"
"In post","2021","Project Delivery","Unknown","Outside London","HEO","75","75","35800","36610"
"In post","2021","Project Delivery","Unknown","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Outside London","SEO","50","50","43400","45210"
"In post","2021","Project Delivery","Unknown","Outside London","Unknown","10","10","108810","95670"
"In post","2021","Project Delivery","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Commercial","Outside London","G6","5","5","[c]","[c]"
"In post","2021","Property","Commercial","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Property","Commercial","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Property","Commercial","Outside London","SEO","10","10","38590","38240"
"In post","2021","Property","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","Outside London","SEO","15","15","39760","40050"
"In post","2021","Property","Finance","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","London","EO","5","5","[c]","[c]"
"In post","2021","Property","Finance","London","G7","10","10","60020","61040"
"In post","2021","Property","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Outside London","G7","5","5","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","Property","Operational Delivery","London","AA","5","5","[c]","[c]"
"In post","2021","Property","Operational Delivery","London","AO","35","30","25220","25000"
"In post","2021","Property","Operational Delivery","London","EO","30","30","29350","29450"
"In post","2021","Property","Operational Delivery","London","G6","10","10","[c]","[c]"
"In post","2021","Property","Operational Delivery","London","G7","35","35","58660","60180"
"In post","2021","Property","Operational Delivery","London","HEO","35","35","34770","34780"
