"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","UK Intellectual Property Office","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Operational Delivery","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Operational Delivery","AA/AO","AO","20","[c]","19570","19150"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Operational Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Operational Delivery","SEO/HEO","HEO","45","[c]","30560","30130"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Operational Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Social Research","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Operational Delivery","AA/AO","AO","25","[c]","20840","21100"
"Leaver Dept.","2021","Valuation Office Agency","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Project Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Project Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Property","EO","EO","15","[c]","25590","25860"
"Leaver Dept.","2021","Valuation Office Agency","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Policy","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","EO","110","[c]","24360","24250"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","HEO","30","[c]","31640","30950"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Policy","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Operational Delivery","AA/AO","AO","195","[c]","21770","21050"
"New entrant CS","2021","Animal and Plant Health Agency","Operational Delivery","EO","EO","175","[c]","25790","24920"
"New entrant CS","2021","Animal and Plant Health Agency","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","SEO","20","[c]","36260","35900"
"New entrant CS","2021","Animal and Plant Health Agency","Science and Engineering","AA/AO","AO","30","[c]","24060","24370"
"New entrant CS","2021","Animal and Plant Health Agency","Science and Engineering","EO","EO","15","[c]","28590","27960"
"New entrant CS","2021","Animal and Plant Health Agency","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Veterinarian","SEO/HEO","SEO","15","[c]","36300","35900"
"New entrant CS","2021","Attorney General's Office","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Other","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Operational Delivery","SEO/HEO","SEO","10","[c]","37300","37300"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","AA/AO","AO","160","[c]","21530","20800"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","EO","EO","250","[c]","26840","27500"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","G6/G7","G6","80","[c]","78950","80850"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","G6/G7","G7","175","[c]","55040","54700"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","SCS level","SCS level","180","[c]","84030","72000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","HEO","770","[c]","29740","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","SEO","85","[c]","40580","40600"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","SEO/HEO","HEO","10","[c]","29400","29270"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Legal","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Other","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","EO","EO","10","[c]","24440","24440"
"New entrant CS","2021","Charity Commission","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Digital, Data and Technology","EO","EO","10","[c]","31030","32640"
"New entrant CS","2021","Companies House","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Digital, Data and Technology","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Digital, Data and Technology","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Operational Delivery","AA/AO","AO","20","[c]","20060","19850"
"New entrant CS","2021","Companies House","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Companies House","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Economics","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
