"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Human Resources","National Crime Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Savings and Investments","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Savings and Investments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Northern Ireland Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Public Health England","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Courts and Tribunals Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Courts and Tribunals Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Prison Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Prison Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Prison Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Prison Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Prison Service","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Submarine Delivery Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Submarine Delivery Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Submarine Delivery Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Submarine Delivery Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Export Finance","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Hydrographic Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Valuation Office Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Valuation Office Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Wilton Park","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","Internal Audit","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Government Internal Audit Agency","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Prison and Probation Service","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Maritime and Coastguard Agency","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Prison Service","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Hydrographic Office","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Wilton Park","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Office","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Office","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Office and Procurator Fiscal Service","Legal","SEO/HEO","15","[c]","49200","52490"
"Leaver CS","2021","Legal","Crown Prosecution Service","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service","Legal","G6/G7","130","[c]","57780","55610"
"Leaver CS","2021","Legal","Crown Prosecution Service","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service","Legal","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service","Operational Delivery","AA/AO","75","[c]","22070","21950"
"Leaver CS","2021","Legal","Crown Prosecution Service","Operational Delivery","EO","20","[c]","27880","28430"
"Leaver CS","2021","Legal","Crown Prosecution Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Crown Prosecution Service Inspectorate","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Defence Science and Technology Laboratory","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","FCDO Services","Legal","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","Legal","G6/G7","65","[c]","60520","57500"
"Leaver CS","2021","Legal","Government Legal Department","Legal","SCS level","10","[c]","91050","80980"
"Leaver CS","2021","Legal","Government Legal Department","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","Other","EO","15","[c]","26870","27020"
"Leaver CS","2021","Legal","Government Legal Department","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Government Legal Department","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Courts and Tribunals Service","Legal","SEO/HEO","75","[c]","40660","43460"
"Leaver CS","2021","Legal","HM Land Registry","Legal","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Legal","G6/G7","10","[c]","66000","65970"
"Leaver CS","2021","Legal","HM Land Registry","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal Aid Agency","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice (excl. agencies)","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice (excl. agencies)","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice (excl. agencies)","Operational Delivery","EO","15","[c]","26410","26410"
"Leaver CS","2021","Legal","Ministry of Justice (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","National Crime Agency","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education, Children's Services and Skills","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of the Public Guardian","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of the Public Guardian","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of the Public Guardian","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of the Public Guardian","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of the Public Guardian","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Courts and Tribunals Service","Operational Delivery","AA/AO","60","[c]","21730","20850"
"Leaver CS","2021","Legal","Scottish Courts and Tribunals Service","Operational Delivery","EO","20","[c]","25650","26550"
"Leaver CS","2021","Legal","Scottish Courts and Tribunals Service","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Courts and Tribunals Service","Operational Delivery","SEO/HEO","15","[c]","39460","37880"
"Leaver CS","2021","Legal","Serious Fraud Office","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Serious Fraud Office","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Export Finance","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Export Finance","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","Legal","SEO/HEO","10","[c]","36500","36500"
"Leaver CS","2021","Legal","UK Supreme Court","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Water Services Regulation Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Revenue Authority","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","30","[c]","24470","24250"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","15","[c]","36840","35120"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Operational Delivery","AA/AO","45","[c]","21650","21050"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Operational Delivery","EO","20","[c]","25630","25620"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","10","[c]","35770","35900"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Science and Engineering","AA/AO","30","[c]","23410","24370"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Veterinarian","SEO/HEO","10","[c]","44460","44690"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Unknown","AA/AO","25","[c]","21320","22650"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Unknown","G6/G7","25","[c]","59330","56400"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","55","[c]","31710","32000"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","Operational Delivery","AA/AO","10","[c]","21400","21740"
"Leaver CS","2021","No function","Companies House","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
