"Status","Year","Age","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Public Health England","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Scottish Courts and Tribunals Service","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Scottish Prison Service","Outside London","20","15","23360","20810"
"In post","2021","20-29","Commercial","Submarine Delivery Agency","Outside London","25","25","30070","29750"
"In post","2021","20-29","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","UK Export Finance","London","35","35","37130","33000"
"In post","2021","20-29","Commercial","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Attorney General's Office","London","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Cabinet Office (excl. agencies)","London","110","110","36460","34640"
"In post","2021","20-29","Communications","Cabinet Office (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Competition and Markets Authority","London","15","15","32190","33610"
"In post","2021","20-29","Communications","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Crown Prosecution Service","London","10","10","36330","31560"
"In post","2021","20-29","Communications","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Defence Equipment and Support","London","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Defence Equipment and Support","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Defence Science and Technology Laboratory","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","35","35","41080","38690"
"In post","2021","20-29","Communications","Department for Digital, Culture, Media and Sport","London","10","10","45020","39960"
"In post","2021","20-29","Communications","Department for Education (excl. agencies)","London","60","55","35580","33220"
"In post","2021","20-29","Communications","Department for Education (excl. agencies)","Outside London","25","25","27460","25000"
"In post","2021","20-29","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","40","40","36790","33510"
"In post","2021","20-29","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Department for International Trade","London","45","45","34490","32120"
"In post","2021","20-29","Communications","Department for Transport (excl. agencies)","London","30","30","38370","35240"
"In post","2021","20-29","Communications","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Department of Health and Social Care (excl. agencies)","London","60","60","32880","27330"
"In post","2021","20-29","Communications","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Driver and Vehicle Licensing Agency","Outside London","10","10","26440","26350"
"In post","2021","20-29","Communications","Driver and Vehicle Standards Agency","Outside London","10","10","24520","26130"
"In post","2021","20-29","Communications","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Education and Skills Funding Agency","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Communications","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","35","35","38800","38620"
"In post","2021","20-29","Communications","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Government Legal Department","London","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","HM Revenue and Customs (excl. agencies)","London","25","25","36510","36160"
"In post","2021","20-29","Communications","HM Revenue and Customs (excl. agencies)","Outside London","1160","1150","26960","25560"
"In post","2021","20-29","Communications","HM Treasury (excl. agencies)","London","15","15","39610","37710"
"In post","2021","20-29","Communications","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Medicines and Healthcare Products Regulatory Agency","London","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Ministry of Defence (excl. agencies)","London","35","35","39520","40640"
"In post","2021","20-29","Communications","Ministry of Defence (excl. agencies)","Outside London","45","45","27160","26670"
"In post","2021","20-29","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","London","30","30","34600","33210"
"In post","2021","20-29","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Ministry of Justice (excl. agencies)","London","30","30","32140","30850"
"In post","2021","20-29","Communications","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","National Crime Agency","London","5","5","[c]","[c]"
"In post","2021","20-29","Communications","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Office of Gas and Electricity Markets","London","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Public Health England","London","10","10","36900","36040"
"In post","2021","20-29","Communications","Registers of Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Rural Payments Agency","Outside London","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","The National Archives","London","5","5","[c]","[c]"
"In post","2021","20-29","Communications","UK Export Finance","London","5","5","[c]","[c]"
"In post","2021","20-29","Communications","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","United Kingdom Statistics Authority","Outside London","20","20","30370","29540"
"In post","2021","20-29","Communications","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Cabinet Office (excl. agencies)","London","20","20","39450","34550"
"In post","2021","20-29","Counter Fraud","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
