"Status","Year","Age","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Department of Health and Social Care","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","G6/G7","10","[c]","56220","54850"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","AA/AO","20","[c]","22610","21950"
"Leaver Dept.","2021","20-29","Attorney General's Departments","EO","20","[c]","27190","27350"
"Leaver Dept.","2021","20-29","Attorney General's Departments","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Attorney General's Departments","SEO/HEO","25","[c]","33760","31560"
"Leaver Dept.","2021","20-29","Cabinet Office","AA/AO","30","[c]","21720","20800"
"Leaver Dept.","2021","20-29","Cabinet Office","EO","90","[c]","27200","27500"
"Leaver Dept.","2021","20-29","Cabinet Office","G6/G7","55","[c]","54640","54700"
"Leaver Dept.","2021","20-29","Cabinet Office","SEO/HEO","575","[c]","32340","32000"
"Leaver Dept.","2021","20-29","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","15","[c]","21000","20880"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","EO","40","[c]","26510","27010"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","50","[c]","53540","53380"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","125","[c]","34560","33570"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","EO","25","[c]","25390","25110"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","G6/G7","20","[c]","52890","51040"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","50","[c]","34820","32620"
"Leaver Dept.","2021","20-29","Department for Education","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Education","EO","20","[c]","27890","28500"
"Leaver Dept.","2021","20-29","Department for Education","G6/G7","10","[c]","53320","53850"
"Leaver Dept.","2021","20-29","Department for Education","SEO/HEO","50","[c]","35940","35120"
"Leaver Dept.","2021","20-29","Department for Education","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","AA/AO","25","[c]","21470","21050"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","EO","35","[c]","28530","28170"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","G6/G7","20","[c]","53220","53200"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","135","[c]","34450","33510"
"Leaver Dept.","2021","20-29","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","EO","20","[c]","26220","25890"
"Leaver Dept.","2021","20-29","Department for International Trade","G6/G7","20","[c]","51700","51970"
"Leaver Dept.","2021","20-29","Department for International Trade","SEO/HEO","85","[c]","33930","32120"
"Leaver Dept.","2021","20-29","Department for Transport","AA/AO","35","[c]","21230","21590"
"Leaver Dept.","2021","20-29","Department for Transport","EO","25","[c]","29460","29640"
"Leaver Dept.","2021","20-29","Department for Transport","G6/G7","10","[c]","53540","53150"
"Leaver Dept.","2021","20-29","Department for Transport","SEO/HEO","60","[c]","36480","34710"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","AA/AO","120","[c]","21310","21010"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","EO","170","[c]","28310","27570"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","G6/G7","10","[c]","56280","54880"
"Leaver Dept.","2021","20-29","Department for Work and Pensions","SEO/HEO","65","[c]","34420","32110"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","SEO/HEO","10","[c]","35560","33320"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office","SEO/HEO","90","[c]","37730","38600"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","AA/AO","295","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","EO","110","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","SEO/HEO","95","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury","SEO/HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office","AA/AO","55","[c]","21710","21010"
"Leaver Dept.","2021","20-29","Home Office","EO","120","[c]","26820","27570"
"Leaver Dept.","2021","20-29","Home Office","G6/G7","20","[c]","56700","57460"
"Leaver Dept.","2021","20-29","Home Office","SEO/HEO","155","[c]","36500","35070"
"Leaver Dept.","2021","20-29","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence","AA/AO","25","[c]","21700","20920"
"Leaver Dept.","2021","20-29","Ministry of Defence","EO","90","[c]","24580","25300"
"Leaver Dept.","2021","20-29","Ministry of Defence","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence","SEO/HEO","155","[c]","32620","31950"
"Leaver Dept.","2021","20-29","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","EO","50","[c]","27310","27310"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","G6/G7","15","[c]","52430","51580"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government","SEO/HEO","90","[c]","33800","33210"
"Leaver Dept.","2021","20-29","Ministry of Justice","AA/AO","175","[c]","20050","19930"
"Leaver Dept.","2021","20-29","Ministry of Justice","EO","70","[c]","24290","26410"
"Leaver Dept.","2021","20-29","Ministry of Justice","G6/G7","20","[c]","55750","58130"
"Leaver Dept.","2021","20-29","Ministry of Justice","SEO/HEO","110","[c]","33600","32550"
"Leaver Dept.","2021","20-29","Ministry of Justice","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","EO","15","[c]","25420","25750"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government","AA/AO","15","[c]","22480","22820"
"Leaver Dept.","2021","20-29","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government","SEO/HEO","10","[c]","35690","35210"
"Leaver Dept.","2021","20-29","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","AA/AO","10","[c]","19510","19130"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","SEO/HEO","50","[c]","32380","32040"
"Leaver Dept.","2021","20-29","Wales Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Departments","G6/G7","40","[c]","54820","51940"
"Leaver Dept.","2021","30-39","Attorney General's Departments","SEO/HEO","10","[c]","35370","33090"
"Leaver Dept.","2021","30-39","Cabinet Office","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Cabinet Office","EO","25","[c]","26650","27500"
"Leaver Dept.","2021","30-39","Cabinet Office","G6/G7","155","[c]","57290","54750"
"Leaver Dept.","2021","30-39","Cabinet Office","SCS level","20","[c]","77520","74670"
"Leaver Dept.","2021","30-39","Cabinet Office","SEO/HEO","185","[c]","33750","32890"
"Leaver Dept.","2021","30-39","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy","AA/AO","10","[c]","20770","20710"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy","EO","20","[c]","25270","24250"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy","G6/G7","100","[c]","55930","53600"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy","SEO/HEO","70","[c]","36610","38160"
"Leaver Dept.","2021","30-39","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Digital, Culture, Media and Sport","G6/G7","45","[c]","55030","51710"
"Leaver Dept.","2021","30-39","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Digital, Culture, Media and Sport","SEO/HEO","25","[c]","34060","32700"
"Leaver Dept.","2021","30-39","Department for Education","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Education","G6/G7","35","[c]","56290","54400"
"Leaver Dept.","2021","30-39","Department for Education","SEO/HEO","35","[c]","36740","37100"
"Leaver Dept.","2021","30-39","Department for Education","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs","EO","15","[c]","26860","25190"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs","G6/G7","40","[c]","56290","54640"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs","SEO/HEO","80","[c]","35850","35900"
"Leaver Dept.","2021","30-39","Department for International Trade","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","G6/G7","35","[c]","54370","51970"
"Leaver Dept.","2021","30-39","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","SEO/HEO","30","[c]","37030","37510"
"Leaver Dept.","2021","30-39","Department for Transport","AA/AO","30","[c]","20770","21380"
"Leaver Dept.","2021","30-39","Department for Transport","EO","15","[c]","27410","26700"
"Leaver Dept.","2021","30-39","Department for Transport","G6/G7","35","[c]","57150","54760"
"Leaver Dept.","2021","30-39","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Transport","SEO/HEO","75","[c]","37290","35740"
"Leaver Dept.","2021","30-39","Department for Work and Pensions","AA/AO","95","[c]","21160","21010"
"Leaver Dept.","2021","30-39","Department for Work and Pensions","EO","180","[c]","28010","27570"
"Leaver Dept.","2021","30-39","Department for Work and Pensions","G6/G7","30","[c]","59590","58550"
"Leaver Dept.","2021","30-39","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Work and Pensions","SEO/HEO","60","[c]","34650","31990"
