"Status","Year","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","HM Land Registry","Heterosexual / straight","310","[c]","26390","22350"
"New entrant CS","2021","HM Land Registry","LGBO","35","[c]","23790","22350"
"New entrant CS","2021","HM Land Registry","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","335","[c]","26250","22350"
"New entrant CS","2021","HM Prison and Probation Service","Heterosexual / straight","3205","[c]","23880","22920"
"New entrant CS","2021","HM Prison and Probation Service","LGBO","310","[c]","23550","22920"
"New entrant CS","2021","HM Prison and Probation Service","Undeclared","130","[c]","24880","22920"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","2105","[c]","24030","22850"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","1435","[c]","25780","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","LGBO","170","[c]","25000","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Undeclared","80","[c]","27020","24120"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","3450","[c]","24180","20140"
"New entrant CS","2021","HM Treasury (excl. agencies)","Heterosexual / straight","285","[c]","32300","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","LGBO","35","[c]","32050","28500"
"New entrant CS","2021","HM Treasury (excl. agencies)","Undeclared","75","[c]","33490","32320"
"New entrant CS","2021","HM Treasury (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Heterosexual / straight","610","[c]","32580","25960"
"New entrant CS","2021","Home Office (incl. agencies)","LGBO","60","[c]","30240","24890"
"New entrant CS","2021","Home Office (incl. agencies)","Undeclared","40","[c]","33210","28650"
"New entrant CS","2021","Home Office (incl. agencies)","Unknown","1455","[c]","31400","25720"
"New entrant CS","2021","Insolvency Service","Heterosexual / straight","80","[c]","25580","20880"
"New entrant CS","2021","Insolvency Service","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Unknown","115","[c]","23040","20880"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Unknown","30","[c]","22260","19930"
"New entrant CS","2021","Maritime and Coastguard Agency","Heterosexual / straight","120","[c]","35030","31080"
"New entrant CS","2021","Maritime and Coastguard Agency","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Unknown","70","[c]","29840","26590"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","155","[c]","39740","35430"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","135","[c]","33550","30930"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","2190","[c]","29010","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","LGBO","130","[c]","27750","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Undeclared","130","[c]","29870","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","560","[c]","30540","26350"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","240","[c]","38930","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","35","[c]","37440","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","35","[c]","39240","34710"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","395","[c]","37390","33960"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","LGBO","50","[c]","31750","29870"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Undeclared","35","[c]","42410","36800"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","250","[c]","39750","36800"
"New entrant CS","2021","National Crime Agency","Heterosexual / straight","805","[c]","34220","32770"
"New entrant CS","2021","National Crime Agency","LGBO","55","[c]","31710","32260"
"New entrant CS","2021","National Crime Agency","Undeclared","70","[c]","31460","28840"
"New entrant CS","2021","National Crime Agency","Unknown","125","[c]","37590","36200"
"New entrant CS","2021","National Infrastructure Commission","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","140","[c]","49820","46360"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","220","[c]","34640","27000"
"New entrant CS","2021","Office of Gas and Electricity Markets","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","40","[c]","35920","28980"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Heterosexual / straight","30","[c]","43840","46740"
"New entrant CS","2021","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Heterosexual / straight","60","[c]","30330","26050"
"New entrant CS","2021","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Heterosexual / straight","1550","[c]","34700","31370"
"New entrant CS","2021","Public Health England","LGBO","115","[c]","31780","28590"
"New entrant CS","2021","Public Health England","Undeclared","310","[c]","37220","32330"
"New entrant CS","2021","Public Health England","Unknown","50","[c]","41700","32330"
"New entrant CS","2021","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","Unknown","45","[c]","24710","21050"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","Undeclared","90","[c]","22930","20850"
"New entrant CS","2021","Scottish Forestry","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Forestry","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Heterosexual / straight","290","[c]","36420","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","LGBO","45","[c]","32760","30650"
"New entrant CS","2021","Scottish Government (excl. agencies)","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","Unknown","425","[c]","38330","30650"
"New entrant CS","2021","Scottish Housing Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","Unknown","260","[c]","22090","20810"
"New entrant CS","2021","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Heterosexual / straight","230","[c]","24980","20060"
"New entrant CS","2021","Social Security Scotland","LGBO","30","[c]","25800","20060"
"New entrant CS","2021","Social Security Scotland","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Unknown","115","[c]","27180","20060"
"New entrant CS","2021","Standards and Testing Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Heterosexual / straight","140","[c]","38300","33500"
"New entrant CS","2021","Submarine Delivery Agency","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Unknown","35","[c]","28580","17910"
"New entrant CS","2021","Teaching Regulation Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Heterosexual / straight","35","[c]","34930","33960"
"New entrant CS","2021","The National Archives","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Heterosexual / straight","70","[c]","47110","46500"
"New entrant CS","2021","UK Export Finance","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Heterosexual / straight","35","[c]","28340","20820"
"New entrant CS","2021","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Unknown","35","[c]","30020","26740"
"New entrant CS","2021","UK Intellectual Property Office","Heterosexual / straight","40","[c]","32760","29890"
"New entrant CS","2021","UK Intellectual Property Office","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Unknown","125","[c]","27160","23320"
"New entrant CS","2021","UK Space Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","640","[c]","31910","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","LGBO","70","[c]","31620","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","50","[c]","33050","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","300","[c]","31000","29540"
"New entrant CS","2021","Valuation Office Agency","Heterosexual / straight","120","[c]","25240","22690"
"New entrant CS","2021","Valuation Office Agency","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Unknown","120","[c]","25520","24500"
"New entrant CS","2021","Vehicle Certification Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Heterosexual / straight","150","[c]","28380","25030"
"New entrant CS","2021","Welsh Government (excl. agencies)","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Revenue Authority","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Organisation","Executive Agencies, Ministerial and Non-Ministerial Departments, Crown Non-departmental Public Bodies.","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
