"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Public Health England","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Public Health England","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Registers of Scotland","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Registers of Scotland","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Revenue Scotland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Revenue Scotland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Royal Fleet Auxiliary","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Royal Fleet Auxiliary","Unknown","Male","30","[c]","40670","34460"
"Leaver CS","2021","50-59","Rural Payments Agency","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Rural Payments Agency","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Rural Payments Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Rural Payments Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Rural Payments Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Rural Payments Agency","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Rural Payments Agency","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Rural Payments Agency","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Courts and Tribunals Service","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Courts and Tribunals Service","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Courts and Tribunals Service","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Courts and Tribunals Service","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Courts and Tribunals Service","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Courts and Tribunals Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Courts and Tribunals Service","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Courts and Tribunals Service","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Courts and Tribunals Service","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Courts and Tribunals Service","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Courts and Tribunals Service","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Courts and Tribunals Service","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Forestry","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Forestry","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Forestry","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Forestry","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Forestry","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Forestry","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","G6","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Government (excl. agencies)","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","EO","Male","40","[c]","33650","33650"
"Leaver CS","2021","50-59","Scottish Prison Service","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Prison Service","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Public Pensions Agency","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scottish Public Pensions Agency","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Serious Fraud Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Serious Fraud Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Serious Fraud Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Serious Fraud Office","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Serious Fraud Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Serious Fraud Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Security Scotland","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Security Scotland","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Security Scotland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Security Scotland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Security Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Security Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Security Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Security Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Student Awards Agency for Scotland","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Student Awards Agency for Scotland","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Submarine Delivery Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Submarine Delivery Agency","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","The National Archives","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Transport Scotland","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Transport Scotland","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Transport Scotland","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Transport Scotland","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Transport Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Transport Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Export Finance","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Export Finance","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Export Finance","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Export Finance","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Hydrographic Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Hydrographic Office","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Hydrographic Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Hydrographic Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Hydrographic Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Hydrographic Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Intellectual Property Office","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Intellectual Property Office","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Intellectual Property Office","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Intellectual Property Office","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Intellectual Property Office","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Intellectual Property Office","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Intellectual Property Office","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Intellectual Property Office","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Intellectual Property Office","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Intellectual Property Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Supreme Court","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","UK Supreme Court","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","United Kingdom Statistics Authority","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Valuation Office Agency","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Vehicle Certification Agency","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Vehicle Certification Agency","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Vehicle Certification Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Vehicle Certification Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Vehicle Certification Agency","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Vehicle Certification Agency","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Veterinary Medicines Directorate","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Veterinary Medicines Directorate","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Veterinary Medicines Directorate","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Veterinary Medicines Directorate","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Water Services Regulation Authority","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Water Services Regulation Authority","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Water Services Regulation Authority","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Water Services Regulation Authority","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government (excl. agencies)","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government (excl. agencies)","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government (excl. agencies)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government (excl. agencies)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government (excl. agencies)","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government (excl. agencies)","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government (excl. agencies)","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Welsh Government (excl. agencies)","G7","Male","[c]","[c]","[c]","[c]"
