"Status","Year","Age","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","60-64","Foreign, Commonwealth and Development Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","HM Revenue and Customs","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Home Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Housing, Communities and Local Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Housing, Communities and Local Government","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Ministry of Justice","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Scottish Government","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Scottish Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","The National Archives","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","United Kingdom Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Welsh Government","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Welsh Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Welsh Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Cabinet Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Cabinet Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Department for International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Department for International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","HM Revenue and Customs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Home Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Home Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Defence","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Housing, Communities and Local Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Housing, Communities and Local Government","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Justice","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Justice","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Ministry of Justice","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Welsh Government","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Welsh Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Welsh Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for Digital, Culture, Media and Sport","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","London","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Attorney General's Departments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Attorney General's Departments","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Attorney General's Departments","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Attorney General's Departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Attorney General's Departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chancellor's other departments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Environment, Food and Rural Affairs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Transport","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions","Outside London","Heterosexual / straight","155","[c]","22060","21010"
"New entrant CS","2021","16-19","Department for Work and Pensions","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Land Registry","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","Outside London","Heterosexual / straight","45","[c]","20620","20140"
"New entrant CS","2021","16-19","HM Revenue and Customs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","Outside London","Unknown","105","[c]","20470","20140"
"New entrant CS","2021","16-19","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Revenue and Customs","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Treasury","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Treasury","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Treasury","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","HM Treasury","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Home Office","Outside London","Unknown","30","[c]","21430","21430"
"New entrant CS","2021","16-19","Ministry of Defence","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Outside London","Heterosexual / straight","30","[c]","19330","19040"
"New entrant CS","2021","16-19","Ministry of Defence","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence","Outside London","Unknown","60","[c]","17570","16780"
"New entrant CS","2021","16-19","Ministry of Justice","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice","Outside London","Heterosexual / straight","60","[c]","21700","20600"
"New entrant CS","2021","16-19","Ministry of Justice","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Justice","Outside London","Unknown","40","[c]","21560","20600"
"New entrant CS","2021","16-19","National Crime Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Office of Rail and Road","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Office of Rail and Road","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other Cabinet Office Agencies","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Other Cabinet Office Agencies","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Government","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Government","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Government","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","The National Archives","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Welsh Government","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Welsh Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","London","Heterosexual / straight","155","[c]","30700","26970"
"New entrant CS","2021","20-29","Attorney General's Departments","London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","London","Unknown","40","[c]","25320","20120"
"New entrant CS","2021","20-29","Attorney General's Departments","Outside London","Heterosexual / straight","160","[c]","24340","21000"
"New entrant CS","2021","20-29","Attorney General's Departments","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Attorney General's Departments","Outside London","Unknown","50","[c]","24610","20120"
"New entrant CS","2021","20-29","Cabinet Office","London","Heterosexual / straight","225","[c]","31430","27500"
"New entrant CS","2021","20-29","Cabinet Office","London","LGBO","45","[c]","31350","27500"
"New entrant CS","2021","20-29","Cabinet Office","London","Undeclared","30","[c]","30360","27500"
"New entrant CS","2021","20-29","Cabinet Office","London","Unknown","445","[c]","29850","28000"
"New entrant CS","2021","20-29","Cabinet Office","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Outside London","Unknown","140","[c]","27060","28000"
"New entrant CS","2021","20-29","Cabinet Office","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Unknown","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Cabinet Office","Unknown","Unknown","100","[c]","27930","28000"
"New entrant CS","2021","20-29","Chancellor's other departments","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Charity Commission","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","300","[c]","34660","33570"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","London","LGBO","60","[c]","33180","33570"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","London","Undeclared","40","[c]","35260","33570"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","London","Unknown","95","[c]","34310","33570"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","65","[c]","24840","24250"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","205","[c]","24560","23320"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","155","[c]","35710","34020"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","London","LGBO","25","[c]","[c]","[c]"
