"Status","Year","Disability","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","Policy","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Development","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Development","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Development","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Development","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Development","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Development","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Development","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Development","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Development","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Development","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Department for International Trade","International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for International Trade","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","140","[c]","30810","27570"
"Leaver Dept.","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","ESTYN","ESTYN","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Food Standards Agency","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
