"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Counter Fraud","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","London","AA/AO","15","[c]","24120","24120"
"New entrant CS","2021","Debt","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","Outside London","AA/AO","110","[c]","20140","20140"
"New entrant CS","2021","Debt","Tax","London","AA/AO","25","[c]","24120","24120"
"New entrant CS","2021","Debt","Tax","Outside London","AA/AO","765","[c]","20140","20140"
"New entrant CS","2021","Debt","Tax","Outside London","EO","25","[c]","25560","25560"
"New entrant CS","2021","Debt","Unknown","Outside London","AA/AO","25","[c]","20140","20140"
"New entrant CS","2021","Digital, Data & Technology","Communications","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","London","AA/AO","20","[c]","21940","22860"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","London","EO","40","[c]","28380","27960"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","London","G6/G7","160","[c]","60480","59160"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","London","SCS level","15","[c]","87270","85000"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","London","SEO/HEO","205","[c]","38670","38750"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","AA/AO","70","[c]","21290","20980"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","EO","300","[c]","26160","25560"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","G6/G7","235","[c]","55710","52580"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","SEO/HEO","500","[c]","35590","35960"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Outside London","Unknown","10","[c]","38200","38630"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","Outside London","SEO/HEO","10","[c]","39340","38650"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","London","SEO/HEO","10","[c]","39010","38420"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","Outside London","SEO/HEO","20","[c]","33020","31810"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Policy","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","Outside London","SEO/HEO","15","[c]","33950","32060"
"New entrant CS","2021","Digital, Data & Technology","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","London","AA/AO","10","[c]","21220","19120"
"New entrant CS","2021","Digital, Data & Technology","Unknown","London","EO","15","[c]","27660","27500"
"New entrant CS","2021","Digital, Data & Technology","Unknown","London","G6/G7","65","[c]","56600","54700"
"New entrant CS","2021","Digital, Data & Technology","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","London","SEO/HEO","55","[c]","36660","34550"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Outside London","SEO/HEO","15","[c]","34780","35680"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","London","SEO/HEO","25","[c]","34500","32790"
"New entrant CS","2021","Finance","Economics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","London","AA/AO","10","[c]","22830","23000"
"New entrant CS","2021","Finance","Finance","London","EO","40","[c]","27240","27270"
"New entrant CS","2021","Finance","Finance","London","G6/G7","40","[c]","60630","59870"
"New entrant CS","2021","Finance","Finance","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","London","SEO/HEO","125","[c]","37660","35130"
"New entrant CS","2021","Finance","Finance","Outside London","AA/AO","75","[c]","20270","20140"
"New entrant CS","2021","Finance","Finance","Outside London","EO","125","[c]","23930","25000"
"New entrant CS","2021","Finance","Finance","Outside London","G6/G7","45","[c]","55830","54940"
"New entrant CS","2021","Finance","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Finance","Outside London","SEO/HEO","170","[c]","35410","36400"
"New entrant CS","2021","Finance","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Policy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Tax","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Outside London","SEO/HEO","15","[c]","37700","35680"
"New entrant CS","2021","Finance","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","Outside London","AA/AO","40","[c]","21050","21050"
"New entrant CS","2021","Grants Management","Operational Delivery","Outside London","EO","10","[c]","22680","22430"
"New entrant CS","2021","Grants Management","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","London","AA/AO","30","[c]","22550","22860"
"New entrant CS","2021","Human Resources","Human Resources","London","EO","70","[c]","27360","27270"
"New entrant CS","2021","Human Resources","Human Resources","London","G6/G7","35","[c]","59850","58000"
"New entrant CS","2021","Human Resources","Human Resources","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","London","SEO/HEO","85","[c]","36190","34030"
"New entrant CS","2021","Human Resources","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","Outside London","AA/AO","130","[c]","20590","20920"
"New entrant CS","2021","Human Resources","Human Resources","Outside London","EO","90","[c]","24650","25000"
"New entrant CS","2021","Human Resources","Human Resources","Outside London","G6/G7","60","[c]","55630","53430"
"New entrant CS","2021","Human Resources","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","Outside London","SEO/HEO","145","[c]","33120","31810"
"New entrant CS","2021","Human Resources","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","Outside London","AA/AO","10","[c]","20320","20480"
"New entrant CS","2021","Human Resources","Operational Delivery","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","Outside London","SEO/HEO","15","[c]","33440","31970"
"New entrant CS","2021","Human Resources","Operational Delivery","Outside London","Unknown","20","[c]","26540","21000"
"New entrant CS","2021","Human Resources","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","London","EO","20","[c]","27340","27500"
"New entrant CS","2021","Human Resources","Unknown","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","London","SEO/HEO","20","[c]","32480","34550"
"New entrant CS","2021","Human Resources","Unknown","Outside London","AA/AO","35","[c]","19940","19160"
"New entrant CS","2021","Human Resources","Unknown","Outside London","EO","15","[c]","24510","23850"
"New entrant CS","2021","Human Resources","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Outside London","SEO/HEO","10","[c]","33040","32000"
"New entrant CS","2021","Human Resources","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","London","SEO/HEO","10","[c]","42800","43160"
"New entrant CS","2021","Internal Audit","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","Outside London","SEO/HEO","25","[c]","39240","39200"
"New entrant CS","2021","Internal Audit","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","London","EO","45","[c]","29040","29280"
"New entrant CS","2021","Legal","Legal","London","G6/G7","215","[c]","55380","52500"
"New entrant CS","2021","Legal","Legal","London","SEO/HEO","135","[c]","38240","40000"
"New entrant CS","2021","Legal","Legal","Outside London","EO","50","[c]","25650","25480"
"New entrant CS","2021","Legal","Legal","Outside London","G6/G7","205","[c]","51720","50520"
"New entrant CS","2021","Legal","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","Outside London","SEO/HEO","210","[c]","32600","33550"
"New entrant CS","2021","Legal","Legal","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","London","AA/AO","85","[c]","21130","20120"
"New entrant CS","2021","Legal","Operational Delivery","London","EO","40","[c]","26950","26970"
"New entrant CS","2021","Legal","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","Outside London","AA/AO","305","[c]","20270","20120"
"New entrant CS","2021","Legal","Operational Delivery","Outside London","EO","20","[c]","25560","26270"
"New entrant CS","2021","Legal","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","Outside London","SEO/HEO","15","[c]","36560","38970"
"New entrant CS","2021","Legal","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","London","EO","50","[c]","26910","26950"
"New entrant CS","2021","Legal","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Tax","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","London","G6/G7","10","[c]","58980","54110"
"New entrant CS","2021","No function","Commercial","London","SEO/HEO","15","[c]","35300","34710"
"New entrant CS","2021","No function","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Corporate Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","Outside London","SEO/HEO","10","[c]","35750","36500"
"New entrant CS","2021","No function","Economics","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","London","EO","10","[c]","24760","24300"
"New entrant CS","2021","No function","Economics","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","London","SEO/HEO","55","[c]","32280","32320"
"New entrant CS","2021","No function","Economics","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Inspector of Education and Training","London","G6/G7","15","[c]","73360","75500"
"New entrant CS","2021","No function","Inspector of Education and Training","London","SEO/HEO","10","[c]","48360","46360"
"New entrant CS","2021","No function","Inspector of Education and Training","Outside London","G6/G7","40","[c]","73290","75500"
"New entrant CS","2021","No function","Inspector of Education and Training","Outside London","SEO/HEO","25","[c]","48480","46360"
"New entrant CS","2021","No function","Intelligence Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","London","AA/AO","15","[c]","18200","18200"
"New entrant CS","2021","No function","International Trade","London","EO","20","[c]","26480","26250"
"New entrant CS","2021","No function","International Trade","London","G6/G7","10","[c]","51270","51710"
"New entrant CS","2021","No function","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","London","SEO/HEO","65","[c]","33600","32120"
"New entrant CS","2021","No function","International Trade","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","Outside London","SEO/HEO","20","[c]","32360","31800"
"New entrant CS","2021","No function","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","London","SEO/HEO","25","[c]","35400","32540"
"New entrant CS","2021","No function","Knowledge and Information Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","Outside London","SEO/HEO","15","[c]","36140","36330"
"New entrant CS","2021","No function","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","London","SCS level","30","[c]","91720","84670"
"New entrant CS","2021","No function","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","Outside London","G6/G7","10","[c]","73360","82490"
"New entrant CS","2021","No function","Medicine","Outside London","SCS level","30","[c]","93910","82100"
"New entrant CS","2021","No function","Medicine","Outside London","SEO/HEO","15","[c]","35410","35690"
"New entrant CS","2021","No function","Operational Delivery","London","AA/AO","1245","[c]","24510","22680"
"New entrant CS","2021","No function","Operational Delivery","London","EO","575","[c]","28680","27130"
"New entrant CS","2021","No function","Operational Delivery","London","G6/G7","165","[c]","58090","55920"
"New entrant CS","2021","No function","Operational Delivery","London","SCS level","10","[c]","96950","89400"
"New entrant CS","2021","No function","Operational Delivery","London","SEO/HEO","650","[c]","36350","36330"
"New entrant CS","2021","No function","Operational Delivery","London","Unknown","255","[c]","26280","26810"
"New entrant CS","2021","No function","Operational Delivery","Outside London","AA/AO","6825","[c]","21540","20880"
"New entrant CS","2021","No function","Operational Delivery","Outside London","EO","1385","[c]","26320","24920"
"New entrant CS","2021","No function","Operational Delivery","Outside London","G6/G7","145","[c]","54390","51800"
"New entrant CS","2021","No function","Operational Delivery","Outside London","SCS level","20","[c]","106590","1e+05"
"New entrant CS","2021","No function","Operational Delivery","Outside London","SEO/HEO","920","[c]","34200","32410"
"New entrant CS","2021","No function","Operational Delivery","Outside London","Unknown","1170","[c]","22190","22920"
"New entrant CS","2021","No function","Operational Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","Unknown","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
