"Status","Year","Disability","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Medicine","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Operational Delivery","AA","60","[c]","18050","18060"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Operational Delivery","AO","45","[c]","21590","21590"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Operational Delivery","AO","35","[c]","23670","21590"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Operational Delivery","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education Scotland","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education Scotland","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education Scotland","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education Scotland","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education Scotland","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education Scotland","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","ESTYN","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","ESTYN","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Economics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Social Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Social Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Scotland","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Scotland","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Scotland","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Scotland","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Scotland","Unknown","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Scotland","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Scotland","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Forestry and Land Scotland","Unknown","AA","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Forestry and Land Scotland","Unknown","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Forestry and Land Scotland","Unknown","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Forestry and Land Scotland","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Forestry and Land Scotland","Unknown","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Forestry and Land Scotland","Unknown","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Other","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","Internal Audit","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Legal","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Legal","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Legal","G7","65","[c]","51270","50500"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Legal","HEO","45","[c]","43920","43920"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Other","EO","35","[c]","26920","26950"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Operational Delivery","AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Operational Delivery","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Operational Delivery","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Operational Delivery","HEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Operational Delivery","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Science and Engineering","EO","50","[c]","26370","26370"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Legal","HEO","50","[c]","25940","24000"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Legal","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Operational Delivery","AA","115","[c]","17110","16840"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Operational Delivery","AO","520","[c]","20150","19930"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Operational Delivery","EO","80","[c]","23960","23860"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Operational Delivery","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Operational Delivery","HEO","45","[c]","28780","30850"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Operational Delivery","SEO","35","[c]","34810","34820"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Planning","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
