"Status","Year","Age","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","White","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Security","Department for Transport","10","10","[c]","[c]"
"In post","2021","20-29","White","Security","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Security","Foreign, Commonwealth and Development Office","50","50","33490","31440"
"In post","2021","20-29","White","Security","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2021","20-29","White","Security","Ministry of Defence","510","505","25060","24610"
"In post","2021","20-29","White","Security","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Security","Ministry of Justice","75","75","30420","27700"
"In post","2021","20-29","White","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Unknown","Charity Commission","15","15","[c]","[c]"
"In post","2021","20-29","White","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Unknown","Department for Education","70","70","38160","36500"
"In post","2021","20-29","White","Unknown","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2021","20-29","White","Unknown","Department for Work and Pensions","6365","6240","26000","27570"
"In post","2021","20-29","White","Unknown","Department of Health and Social Care","65","65","36400","32960"
"In post","2021","20-29","White","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Unknown","Foreign, Commonwealth and Development Office","35","35","35810","36420"
"In post","2021","20-29","White","Unknown","HM Treasury","10","10","[c]","[c]"
"In post","2021","20-29","White","Unknown","Home Office","3415","3325","27800","24890"
"In post","2021","20-29","White","Unknown","Ministry of Defence","1120","1110","29110","26670"
"In post","2021","20-29","White","Unknown","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","20-29","White","Unknown","Scotland Office","10","10","[c]","[c]"
"In post","2021","20-29","White","Unknown","Scottish Government","1285","1270","29200","27150"
"In post","2021","20-29","White","Unknown","Welsh Government","475","470","27220","23830"
"In post","2021","30-39","Asian","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Chancellor's other departments","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Department for Education","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Department for International Trade","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Department for Transport","10","5","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","HM Revenue and Customs","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","HM Treasury","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Ministry of Housing, Communities and Local Government","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Ministry of Justice","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Office for Standards in Education","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","United Kingdom Statistics Authority","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Cabinet Office","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Department for Education","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Ministry of Defence","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Ministry of Justice","20","15","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","UK Export Finance","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Cabinet Office","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Department for Education","5","5","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","HM Revenue and Customs","105","100","29070","25560"
"In post","2021","30-39","Asian","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Ministry of Defence","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Ministry of Justice","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
