"Status","Year","Age","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Outside London","Female","55","[c]","38680","36500"
"New entrant CS","2021","40-49","Department for Education","Outside London","Male","50","[c]","41340","36500"
"New entrant CS","2021","40-49","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","Outside London","Female","95","[c]","32430","29180"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs","Outside London","Male","90","[c]","36470","33110"
"New entrant CS","2021","40-49","Department for International Trade","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for International Trade","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for International Trade","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for International Trade","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Transport","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Transport","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department for Transport","Outside London","Female","60","[c]","30280","26130"
"New entrant CS","2021","40-49","Department for Transport","Outside London","Male","100","[c]","34150","30730"
"New entrant CS","2021","40-49","Department for Work and Pensions","London","Female","355","[c]","31000","31060"
"New entrant CS","2021","40-49","Department for Work and Pensions","London","Male","200","[c]","31190","31060"
"New entrant CS","2021","40-49","Department for Work and Pensions","Outside London","Female","1520","[c]","26630","27570"
"New entrant CS","2021","40-49","Department for Work and Pensions","Outside London","Male","1115","[c]","27070","27570"
"New entrant CS","2021","40-49","Department for Work and Pensions","Unknown","Female","35","[c]","31040","27570"
"New entrant CS","2021","40-49","Department for Work and Pensions","Unknown","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department of Health and Social Care","London","Female","185","[c]","43830","40070"
"New entrant CS","2021","40-49","Department of Health and Social Care","London","Male","100","[c]","56910","52610"
"New entrant CS","2021","40-49","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Department of Health and Social Care","Outside London","Female","220","[c]","38950","36330"
"New entrant CS","2021","40-49","Department of Health and Social Care","Outside London","Male","65","[c]","40970","37510"
"New entrant CS","2021","40-49","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Food Standards Agency","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Food Standards Agency","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Foreign, Commonwealth and Development Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","HM Land Registry","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","HM Land Registry","Outside London","Female","65","[c]","26510","22350"
"New entrant CS","2021","40-49","HM Land Registry","Outside London","Male","50","[c]","29590","22350"
"New entrant CS","2021","40-49","HM Revenue and Customs","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","HM Revenue and Customs","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","HM Revenue and Customs","Outside London","Female","330","[c]","26380","20140"
"New entrant CS","2021","40-49","HM Revenue and Customs","Outside London","Male","350","[c]","27080","25560"
"New entrant CS","2021","40-49","HM Revenue and Customs","Unknown","Female","40","[c]","[c]","[c]"
"New entrant CS","2021","40-49","HM Revenue and Customs","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","HM Treasury","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","HM Treasury","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","HM Treasury","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","HM Treasury","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office","London","Female","65","[c]","43980","41950"
"New entrant CS","2021","40-49","Home Office","London","Male","65","[c]","51180","47050"
"New entrant CS","2021","40-49","Home Office","Outside London","Female","80","[c]","28270","24880"
"New entrant CS","2021","40-49","Home Office","Outside London","Male","125","[c]","30180","24880"
"New entrant CS","2021","40-49","Ministry of Defence","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Outside London","Female","370","[c]","32370","26350"
"New entrant CS","2021","40-49","Ministry of Defence","Outside London","Male","440","[c]","35800","33000"
"New entrant CS","2021","40-49","Ministry of Defence","Overseas","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Overseas","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","London","Female","145","[c]","33450","26810"
"New entrant CS","2021","40-49","Ministry of Justice","London","Male","120","[c]","37070","30850"
"New entrant CS","2021","40-49","Ministry of Justice","Outside London","Female","505","[c]","23060","21170"
"New entrant CS","2021","40-49","Ministry of Justice","Outside London","Male","420","[c]","26350","22850"
"New entrant CS","2021","40-49","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Outside London","Female","75","[c]","33570","32770"
"New entrant CS","2021","40-49","National Crime Agency","Outside London","Male","45","[c]","36460","36740"
"New entrant CS","2021","40-49","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other Cabinet Office Agencies","Outside London","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scotland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government","Outside London","Female","225","[c]","35010","30650"
"New entrant CS","2021","40-49","Scottish Government","Outside London","Male","165","[c]","34350","30650"
"New entrant CS","2021","40-49","The National Archives","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Outside London","Female","70","[c]","33860","29540"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","Outside London","Male","40","[c]","38370","36030"
"New entrant CS","2021","40-49","Water Services Regulation Authority","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Welsh Government","Outside London","Male","10","[c]","[c]","[c]"
