"Status","Year","Ethnicity","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office (excl. agencies)","Female","170","170","40040","35590"
"In post","2021","Black","Cabinet Office (excl. agencies)","Male","85","85","45850","40600"
"In post","2021","Black","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Companies House","Male","5","5","[c]","[c]"
"In post","2021","Black","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Female","25","25","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Male","10","10","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Commercial Service","Female","10","10","[c]","[c]"
"In post","2021","Black","Crown Commercial Service","Male","10","10","[c]","[c]"
"In post","2021","Black","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Office and Procurator Fiscal Service","Female","5","5","[c]","[c]"
"In post","2021","Black","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Prosecution Service","Female","275","260","39330","32240"
"In post","2021","Black","Crown Prosecution Service","Male","90","90","43300","35630"
"In post","2021","Black","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt Management Office","Female","5","5","[c]","[c]"
"In post","2021","Black","Debt Management Office","Male","5","5","[c]","[c]"
"In post","2021","Black","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Defence Equipment and Support","Female","85","80","30190","30160"
"In post","2021","Black","Defence Equipment and Support","Male","130","130","34040","33950"
"In post","2021","Black","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Defence Science and Technology Laboratory","Female","10","10","[c]","[c]"
"In post","2021","Black","Defence Science and Technology Laboratory","Male","20","20","[c]","[c]"
"In post","2021","Black","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","180","180","40140","35530"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","90","90","42600","40050"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","Female","60","60","39590","34020"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","Male","25","25","[c]","[c]"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Education (excl. agencies)","Female","155","150","40070","36500"
"In post","2021","Black","Department for Education (excl. agencies)","Male","70","70","40290","37100"
"In post","2021","Black","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","115","115","35480","32680"
"In post","2021","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","65","65","37610","33880"
"In post","2021","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for International Trade","Female","80","80","37270","32230"
"In post","2021","Black","Department for International Trade","Male","45","45","41270","38540"
"In post","2021","Black","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Transport (excl. agencies)","Female","110","110","39660","37660"
"In post","2021","Black","Department for Transport (excl. agencies)","Male","65","60","39110","35430"
"In post","2021","Black","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Work and Pensions (excl. agencies)","Female","2705","2510","29050","30330"
"In post","2021","Black","Department for Work and Pensions (excl. agencies)","Male","1160","1140","29200","29290"
"In post","2021","Black","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care (excl. agencies)","Female","75","75","36610","32790"
"In post","2021","Black","Department of Health and Social Care (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Licensing Agency","Female","5","5","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Licensing Agency","Male","5","5","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Standards Agency","Female","10","10","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Standards Agency","Male","40","40","32420","30780"
"In post","2021","Black","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Education and Skills Funding Agency","Female","30","30","39100","36400"
"In post","2021","Black","Education and Skills Funding Agency","Male","15","15","[c]","[c]"
"In post","2021","Black","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Education Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Education Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","FCDO Services","Female","15","15","[c]","[c]"
"In post","2021","Black","FCDO Services","Male","15","15","[c]","[c]"
"In post","2021","Black","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Female","20","20","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Male","30","25","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Female","165","165","38060","35280"
"In post","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Male","70","70","39610","34350"
"In post","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Actuary's Department","Male","5","5","[c]","[c]"
"In post","2021","Black","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Internal Audit Agency","Female","10","10","[c]","[c]"
"In post","2021","Black","Government Internal Audit Agency","Male","5","5","[c]","[c]"
"In post","2021","Black","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Legal Department","Female","115","110","42080","35000"
"In post","2021","Black","Government Legal Department","Male","50","50","40620","31180"
"In post","2021","Black","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","Female","10","10","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","Male","15","15","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Courts and Tribunals Service","Female","690","640","25500","23500"
"In post","2021","Black","HM Courts and Tribunals Service","Male","255","250","25070","22740"
"In post","2021","Black","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","Female","40","40","32110","27130"
"In post","2021","Black","HM Land Registry","Male","20","20","[c]","[c]"
"In post","2021","Black","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Prison and Probation Service","Female","1175","1135","31220","28990"
"In post","2021","Black","HM Prison and Probation Service","Male","1000","980","31810","31810"
"In post","2021","Black","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","Female","850","810","31940","29570"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","Male","550","540","32040","29570"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Treasury (excl. agencies)","Female","45","45","37000","32320"
"In post","2021","Black","HM Treasury (excl. agencies)","Male","25","25","[c]","[c]"
"In post","2021","Black","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Home Office (incl. agencies)","Female","1225","1130","32360","29080"
"In post","2021","Black","Home Office (incl. agencies)","Male","665","650","32890","29080"
"In post","2021","Black","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Insolvency Service","Female","40","40","29640","25060"
"In post","2021","Black","Insolvency Service","Male","20","20","[c]","[c]"
"In post","2021","Black","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","Female","5","5","[c]","[c]"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal Aid Agency","Female","35","35","27280","21290"
"In post","2021","Black","Legal Aid Agency","Male","5","5","[c]","[c]"
"In post","2021","Black","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","Female","70","65","38480","33010"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","Male","30","30","36360","32970"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Met Office","Male","5","5","[c]","[c]"
"In post","2021","Black","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Defence (excl. agencies)","Female","285","275","32650","30200"
"In post","2021","Black","Ministry of Defence (excl. agencies)","Male","215","210","32470","29220"
"In post","2021","Black","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","90","90","41720","39600"
"In post","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","55","55","40520","35220"
