"Status","Year","Function_of_post","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Planning Inspectorate","Outside London","Male","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Public Health England","London","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Public Health England","London","Male","55","55","48310","45080"
"In post","2021","Digital, Data & Technology","Public Health England","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Public Health England","Outside London","Male","35","35","41160","39000"
"In post","2021","Digital, Data & Technology","Queen Elizabeth II Centre","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Queen Elizabeth II Centre","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Registers of Scotland","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Registers of Scotland","Outside London","Male","50","50","41320","36780"
"In post","2021","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","Male","50","50","33920","29350"
"In post","2021","Digital, Data & Technology","Scottish Prison Service","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scottish Prison Service","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","Serious Fraud Office","London","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Serious Fraud Office","London","Male","40","40","44180","40170"
"In post","2021","Digital, Data & Technology","Submarine Delivery Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Submarine Delivery Agency","Outside London","Male","40","35","37100","36100"
"In post","2021","Digital, Data & Technology","The National Archives","London","Female","40","40","39090","36160"
"In post","2021","Digital, Data & Technology","The National Archives","London","Male","60","60","40820","40130"
"In post","2021","Digital, Data & Technology","UK Export Finance","London","Female","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","London","Male","20","20","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Hydrographic Office","Outside London","Female","35","35","38190","34670"
"In post","2021","Digital, Data & Technology","UK Hydrographic Office","Outside London","Male","155","155","38900","35340"
"In post","2021","Digital, Data & Technology","UK Intellectual Property Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Intellectual Property Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Intellectual Property Office","Outside London","Female","65","60","43470","39420"
"In post","2021","Digital, Data & Technology","UK Intellectual Property Office","Outside London","Male","140","140","44380","42320"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","London","Female","15","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","London","Male","25","25","[c]","[c]"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Outside London","Female","190","180","39740","36030"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Outside London","Male","365","365","40820","36840"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Valuation Office Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Valuation Office Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Vehicle Certification Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Vehicle Certification Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Veterinary Medicines Directorate","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Veterinary Medicines Directorate","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Outside London","Male","20","15","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Revenue Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Revenue Authority","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wilton Park","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Advisory, Conciliation and Arbitration Service","London","Female","5","5","[c]","[c]"
"In post","2021","Finance","Advisory, Conciliation and Arbitration Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Advisory, Conciliation and Arbitration Service","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Advisory, Conciliation and Arbitration Service","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office (excl. agencies)","London","Female","40","40","44280","41290"
"In post","2021","Finance","Cabinet Office (excl. agencies)","London","Male","50","50","48060","41820"
"In post","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","10","5","[c]","[c]"
"In post","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","Outside London","Female","40","35","29240","24730"
"In post","2021","Finance","Companies House","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","London","Female","5","5","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","London","Male","10","10","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","London","Female","5","5","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","London","Male","10","10","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Outside London","Female","45","40","28670","27890"
"In post","2021","Finance","Crown Prosecution Service","Outside London","Male","30","30","32230","27050"
"In post","2021","Finance","Debt Management Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","London","Male","10","10","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Outside London","Female","225","205","35510","31800"
"In post","2021","Finance","Defence Equipment and Support","Outside London","Male","195","195","39320","31500"
"In post","2021","Finance","Defence Science and Technology Laboratory","Outside London","Female","40","35","39220","37700"
"In post","2021","Finance","Defence Science and Technology Laboratory","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","65","60","53480","57870"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","65","65","52640","53330"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","London","Female","25","25","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","London","Male","40","40","55650","54760"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","London","Female","40","40","50280","53420"
"In post","2021","Finance","Department for Education (excl. agencies)","London","Male","40","40","51880","53760"
"In post","2021","Finance","Department for Education (excl. agencies)","Outside London","Female","165","155","39930","37100"
"In post","2021","Finance","Department for Education (excl. agencies)","Outside London","Male","150","150","40940","37000"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","30","25","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","35","35","51980","44700"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","175","165","39300","36970"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","160","160","44910","40180"
