"Status","Year","Age","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","30-39","Declared non-disabled","Human Resources","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","Crown Prosecution Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","Government Legal Department","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","HM Courts and Tribunals Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Cabinet Office (excl. agencies)","140","[c]","49210","53350"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Criminal Injuries Compensation Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Defence Science and Technology Laboratory","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","80","[c]","51390","53380"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","35","[c]","50080","50640"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Department for International Trade","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Driver and Vehicle Standards Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","HM Courts and Tribunals Service","75","[c]","23560","21530"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","HM Prison and Probation Service","95","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","HM Treasury (excl. agencies)","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Legal Aid Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","65","[c]","47550","51580"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","35","[c]","40660","36800"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Office of Gas and Electricity Markets","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Office of the Public Guardian","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Public Health England","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","No function","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Defence Equipment and Support","50","[c]","34420","34250"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","HM Courts and Tribunals Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Ministry of Defence (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Property","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Property","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Property","Valuation Office Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Security","Cabinet Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Security","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Defence Equipment and Support","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Department for Education (excl. agencies)","35","[c]","45100","47310"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Department for Transport (excl. agencies)","45","[c]","48350","43550"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","265","[c]","29850","27570"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Education and Skills Funding Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Foreign and Commonwealth Office (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","250","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Home Office (incl. agencies)","300","[c]","35080","29860"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","40","[c]","37410","36420"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Analysis","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","Cabinet Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","HM Prison and Probation Service","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","Office of the Public Guardian","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","No function","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","Department for Education (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","Department for Transport (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","Home Office (incl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Analysis","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Analysis","Ministry of Justice (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Analysis","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Analysis","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Analysis","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Analysis","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Analysis","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Commercial","Cabinet Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Commercial","Crown Commercial Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Commercial","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Finance","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Finance","Insolvency Service","[c]","[c]","[c]","[c]"
