"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","375","[c]","33120","32560"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","Department for International Trade","EO","30","[c]","25900","26250"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","Department for International Trade","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","Department for International Trade","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","Department for International Trade","SEO/HEO","110","[c]","33010","31800"
"New entrant CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","EO","70","[c]","27320","29970"
"New entrant CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","G6/G7","50","[c]","57120","54650"
"New entrant CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","190","[c]","35460","34710"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","4225","[c]","21650","21010"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","7840","[c]","28600","27570"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","120","[c]","57450","56000"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","280","[c]","34850","35000"
"New entrant CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Disclosure Scotland","Scottish Government","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Disclosure Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Disclosure Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Disclosure Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","125","[c]","19740","18060"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","EO","30","[c]","26290","26130"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","35","[c]","23520","21590"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","EO","30","[c]","26590","26130"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education and Skills Funding Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Education Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","ESTYN","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","ESTYN","ESTYN","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Food Standards Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Agency","Food Standards Agency","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Scotland","Scottish Government","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Scotland","Scottish Government","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Food Standards Scotland","Scottish Government","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Forestry and Land Scotland","Scottish Government","AA/AO","45","[c]","21720","21710"
"New entrant CS","2021","Declared non-disabled","Forestry and Land Scotland","Scottish Government","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Forestry and Land Scotland","Scottish Government","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Internal Audit Agency","HM Treasury","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Attorney General's Departments","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Attorney General's Departments","EO","60","[c]","27830","26950"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Attorney General's Departments","G6/G7","80","[c]","54830","50500"
"New entrant CS","2021","Declared non-disabled","Government Legal Department","Attorney General's Departments","SEO/HEO","50","[c]","43120","43920"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Other Cabinet Office Agencies","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Government Property Agency","Other Cabinet Office Agencies","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","EO","65","[c]","26470","26370"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","55","[c]","39730","36040"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","640","[c]","19600","18880"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","EO","85","[c]","23990","24440"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","155","[c]","29520","30850"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Land Registry","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","AA/AO","2120","[c]","23600","22850"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","EO","90","[c]","25790","24620"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","75","[c]","33400","30120"
"New entrant CS","2021","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Unknown","875","[c]","23070","22920"
